Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";"Concluída";
2025;229;"2801";"1333";"0390";"06D6";"Aprovação do Projeto de Lei n° 725, de 2022";"Medida institucional e normativa que disciplina a inserção do hidrogênio como fonte de energia no Brasil, e estabelece parâmetros de incentivo ao uso do hidrogênio sustentável.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A aprovação de um marco regulatório que aumente a demanda pelo hidrogênio verde permitirá maiores investimentos em um vetor energético que permitirá maiores exportações brasileiras e melhores insumos energéticos para a indústria nacional, que também aumentará seu parque produtivo dedicado às energias renováveis.";"Sim";"Sim";"Sim";
2025;229;"2801";"1333";"0390";"06ED";"Lançamento da Taxonomia Verde Lançamento da Reforma Tributária Verde";"Taxonomia verde, Reforma tributária";"28000";"Ministério da Fazenda";"A taxonomia verde é um sistema classificatório que tem como objetivo identificar e categorizar atividades econômicas sustentáveis com base em critérios ambientais. O resultado da implementação da taxonomia ajuda a orientar os investimentos para projetos e atividades que contribuam para a mitigação das mudanças climáticas, a adaptação aos impactos ambientais e a transição para uma economia de baixo carbono. Isso resulta em um direcionamento mais eficiente dos recursos financeiros para setores e projetos que promovam a sustentabilidade ambiental. A implementação de uma reforma tributária verde tem como objetivo promover a sustentabilidade ambiental por meio de incentivos fiscais e mecanismos de tributação que estimulem práticas econômicas mais sustentáveis.";"Não";"";"";
2025;229;"2801";"1333";"0390";"06D9";"Lançamento e implementação do Plano de Neutralidade de Carbono para a Indústria.";"O Plano de Neutralidade de Carbono para a Indústria apresentará as curvas de emissões de gases de efeito estufa para auxiliar a proposição de metas para o setor industrial na definição da estratégia de implementação da NDC, identificará para a indústria de base as necessidades subsetoriais (aço, cimento, químico etc.) por exemplo: adoção de novas tecnologias e investimentos necessários, estimará o custo para a Descarbonização, e apresentará alternativas para financiamento.";"28000";"'Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A implementação do plano de neutralidade climática permitirá que a indústria nacional se torne ainda mais sustentável e auxiliará no cumprimento das metas climáticas brasileiras.";"Não";"";"";
2025;229;"2801";"1333";"0390";"06E2";"Publicação de atos normativos infralegais relativos ao Sistema Brasileiros de Comércio de Emissões (SBCE).";"Regulação do Mercado de Carbono";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"Após a aprovação do projeto de lei do mercado de carbono, nos próximos quatro anos deverão ser aprovados estatutos regulatórios infralegais e deverão ser implementados o órgão regulador e sistemas informatizados para o efetivo funcionamento do mercado.";"Não";"Sim";"";
2025;229;"2801";"1333";"0390";"06E8";"Recriação do Comitê Técnico da Indústria de Baixo carbono (CTIBC) pelo Decreto nº 11.547, de 5 de junho de 2023.";"O Comitê Técnico da Indústria de Baixo Carbono tem caráter consultivo e destina-se a promover a articulação dos órgãos e das entidades, públicas e privadas, para implementar, monitorar e revisar políticas públicas, iniciativas e projetos que estimulem a transição para a economia de baixo carbono no setor industrial do País.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"O CTIBC, reformulado pelo Decreto 11547/2023, será instância fundamental de governança público-privada, nos próximos quatro anos, para a implementação do Plano de Neutralidade Climática Industrial e para fornecer subsídios para o Sistema Brasileiro de Comércio de Emissões.";"Não";"";"";
2025;229;"2801";"1333";"0390";"06E1";"Transição Energética: (i) aprovação de marco legal que disciplina a outorga de autorizações para aproveitamento de potencial energético offshore, e (ii) do marco legal que disciplina a inserção do hidrogênio de baixo carbono como fonte de energia no Brasil, e estabelece parâmetros de incentivo ao uso do hidrogênio sustentável.";"Regulação sobre instalação offshore e produção visando o incentivo ao uso do hidrogênio sustentável. Objetivo: exploração e desenvolvimento da geração de energia a partir de fontes de instalação offshore, assim consideradas as localizadas em área do Mar Territorial, da Plataforma Continental, da Zona Econômica Exclusiva (ZEE) ou de outros corpos de água sob domínio da União e incentivo ao uso do hidrogênio sustentável.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"Após a aprovação dos projetos de lei do hidrogênio verde e das eólicas offshore, nos próximos quatro anos deverão ser aprovados estatutos regulatórios infralegais e políticas públicas para o adensamento das cadeias produtivas de apoio às energias renováveis.";"Sim";"Sim";"";
2025;229;"3104";"1303";"0163";"0641";"Apoio ao Projeto de Lei (ProBioQAv) de iniciativa do Poder Executivo";"O Projeto de Lei institui o Programa de Nacional de Combustível Sustentável de Aviação.";"68000";"Departamento de Outorgas, Patrimônio e Políticas Regulatórias Aeroportuárias da Secretaria Nacional de Aviação Civil.";"? Desenvolvimento da cadeia produtiva de combustíveis sustentáveis de aviação, ? Redução das emissões de CO2 causadas pelo setor de transporte aéreo brasileiro, e ? Melhoria da intensidade de emissões de CO2 da aviação civil brasileira.";"Não";"";"Sim";
2025;229;"3104";"1303";"0163";"0644";"Programa Aeroportos Sustentáveis";"Iniciativa promovida pela Anac desde 2019 que visa premiar aeroportos nacionais, com base em uma avaliação criteriosa da implementação de boas práticas de sustentabilidade no âmbito aeroportuário. Esse programa tem como objetivo acompanhar o progresso da gestão ambiental nos aeroportos e disseminar as iniciativas sustentáveis adotadas pelos operadores aeroportuários.";"68000";"Agência Nacional de Aviação Civil - Anac";"Incentivos à adoção de medidas voltadas para mitigação dos impactos ambientais na operação aeroportuária.";"Não";"";"";
2025;229;"3104";"1303";"0163";"063E";"Programa Sustentar";"Iniciativa da Anac para premiar as empresas aéreas que apresentem iniciativas mais relevantes na mitigação dos impactos ambientais decorrentes da aviação civil. É uma extensão do programa Aeroportos Sustentáveis, específico para empresas brasileiras de transporte aéreo tem como propósito promover a adoção de boas práticas de gestão ambiental, bem como divulgar as iniciativas sustentáveis implementadas pelas operadoras aéreas nacionais.";"68000";"Agência Nacional de Aviação Civil - Anac";"Incentivos ao aprimoramento de medidas voltadas para mitigação dos impactos ambientais da aviação civil.";"Não";"";"";
2025;229;"3105";"1297";"0113";"094B";"Inclusão de aspectos de sustentabilidade, mudança do clima, transição energética e hidrogênio verde nas normativas portuárias.";"Trazer para a realidade portuária, por meio de medidas institucionais, os imperativos de adaptação e mitigação climática, bem como a cultura da sustentabilidade, ao mesmo tempo que a transição energética e apostas no hidrogênio verde se colocam como novas oportunidades de reposicionamento estratégico para os portos organizados brasileiros.";"68000";"Secretaria Nacional de Portos e Transportes Aquaviários";"Revisar a estrutura e direcionamento dos planos portuários - Plano Setorial Portuário, dos Planos Mestres e dos Planos de Desenvolvimento e Zoneamento Portuário ? PDZ para que os portos adaptem suas infraestruturas e incorporem diretrizes associadas à sustentabilidade, mudança do clima, transição energética com foco em produção, armazenagem e distribuição de hidrogênio verde. Elaborar uma Agenda de Sustentabilidade com diretrizes associadas à implementação da Agenda 2030 e implementação das Contribuições Nacionalmente Determinadas (NDC), adaptação e mitigação da mudança do clima. Orientar os portos para a elaboração de Relatórios de Sustentabilidade Definir normas para produção, armazenagem e transporte de hidrogênio verde e novas energias nas poligonais dos portos organizados.";"Não";"";"";
2025;233;"5126";"1337";"0459";"0746";"Desenvolvimento do Sistema Informatizado para Diagnóstico da 'Excelência Esportiva', conectando ao Sistema Nacional de Informações e Indicadores Esportivos (SNIIE).";"Desenvolvimento de soluções tecnológicas para diagnóstico da 'Excelência Esportiva', integrado ao Sistema Nacional de Informações e Indicadores Esportivos (SNIIE), com o objetivo de reunir, organizar e analisar dados estratégicos sobre atletas de excelência esportiva, desde a fase de especialização ao alto rendimento no Brasil. A iniciativa contempla o financiamento de estudos, em parceria com universidades e institutos federais, voltados ao levantamento do perfil socioeconômico, educacional, de raça, gênero e distribuição regional dos atletas, desde a fase de especialização até o pós-carreira. O sistema visa subsidiar políticas públicas com base em evidências qualificadas, garantindo maior eficiência e equidade nas ações voltadas à excelência esportiva.";"51000";"Secretaria Nacional de Excelência Esportiva";"Sistema de coleta, sistematização e análise de dados sobre atletas, técnicos (raça, gênero, escolaridade, região, nível de renda) e serviços (caracterização da demanda de oferta de bens esportivos), que forneça parâmetros à mensuração da atividade esportiva de excelência para a formulação, monitoramento, gestão e avaliação das políticas públicas do esporte. Esse sistema tem como objetivo principal, assegurar ao poder público e à sociedade civil o acompanhamento do desempenho do Plano Nacional do Esporte (PNEsporte). Os recursos serão aplicados em: ? criação do Sistema de Inteligência Esportiva, ? disponibilizar biblioteca virtual para consulta de estudos, produções, pesquisas e dados relacionados ao esporte de excelência, e ? criar indicadores esportivos e mecanismos de acompanhamento da execução e da revisão do Plano Nacional do Esporte e dos planos de esporte estaduais, distrital e municipais correspondentes";"Não";"";"";
2025;1;"1144";"1255";"0185";"0538";"Elaboração do Plano de Ação para Recuperação e Manejo de Florestas (Floresta + Sustentável) ";"Estabelecimento de diálogos e parcerias com diferentes instituições e organizações do setor privado a fim de dinamizar e dar continuidade ao processo de conservação, recomposição e valorização da biodiversidade florestal. Essas ações constituem espaços de permanente transformação inovadora, pois apresentam projetos voltados para fomento à economia de base florestal em todo o território nacional e para o fomento do plantio para a produção associado ao plantio para conservação.";"22000";"Secretaria de Inovação, Desenvolvimento Sustentável, Irrigação e Cooperativismo";"A degradação florestal e o desmatamento consagram riscos de ordem ambiental e social. De um lado, por impactarem na biodiversidade, reduzirem a disponibilidade hídrica, provocarem a perda física e química dos solos, emitirem GEEs e, por outro lado, em razão da transformação de terras agricultáveis em terras inférteis e improdutivas, comprometendo a produção de alimentos, as atividades ligadas ao campo e à seguridade da população local. Dado o problema, faz-se imperativo conter a degradação florestal para prevenir a desertificação e/ou mitigar seus efeitos. Assim, diante dessa problemática foi concebido o Plano Floresta + Sustentável como alternativa para reverter o acelerado processo de degradação dos recursos naturais, com foco na valorização e uso econômico da vegetação nativa, buscando formas cada vez mais assertivas para o adequado manejo desses recursos.";"Não";"";"";
2025;1;"1158";"1318";"0272";"05F0";"Desenvolvimento e promoção de atividades para a construção de capacidades em gestão e planejamento da mudança do clima";"Programa de capacitação em gestão e planejamento da mudança do clima com objetivo de fortalecer o conhecimento, as habilidades e as competências dos diversos atores envolvidos na gestão e no planejamento das ações relacionadas às mudanças climáticas.";"44000";"MMA/SMC";"* Fortalecimento do conhecimento e conscientização sobre os desafios e oportunidades relacionados à mudança do clima, * Desenvolvimento de habilidades técnicas e gerenciais, incluindo capacidades em monitoramento, avaliação, modelagem, análise de riscos, gestão de projetos, comunicação e colaboração, permitindo uma ação eficaz em relação às mudanças climáticas, * Integração da mudança do clima em políticas e planos, garantindo uma abordagem integrada e coerente em todos os níveis, * Capacitação de comunidades locais, especialmente aquelas mais vulneráveis aos impactos das mudanças climáticas, para enfrentar esses desafios. Isso pode incluir programas de educação, treinamento em práticas agrícolas sustentáveis, gestão de recursos hídricos, construção de resiliência e adaptação às mudanças climáticas. * Promoção de cursos, workshops, conferências, redes de aprendizagem, plataformas online e outras formas de compartilhamento de informações e boas práticas, * Desenvolvimento de capacidade institucional em entes subnacionais para a elaboração de planos e identificação de prioridades na gestão do risco climático.";"Não";"Sim";"Não";
2025;1;"1158";"1318";"0272";"05EB";"Reestabelecimento do Comitê Interministerial sobre Mudança do Clima (CIM), instauração do Subcomitê-Executivo e das Câmaras de Assessoramento Científico (CAC), Articulação Interfedetativa (CAI) e de Participação Social (CPS) no âmbito do CIM e Remodelagem do Fórum Brasileiro de Mudança do Clima (FBMC)";"Implantação de um modelo de governança climático multínível com participação efetiva das instituições federais e subnacionais (Estados e Municípios) e sociedade civil (setor privado, academia e terceiro setor) na discussão e implantação de ações de enfrentamento à emergência climática.";"44000";"MMA/SMC";"* Reestabelecimento do Comitê Interministerial de Mudança do Clima (CIM), *Remodelagem do Fórum Brasileiro de Mudança do Clima (FBMC) * Promoção do diálogo sobre atuação climática e aproximação dos Governo Federal com estados, Municípios e sociedade civil.";"Não";"Não";"Não";
2025;1;"1158";"1318";"0272";"05F5";"Nova NDC elaborada com base no Planos Setoriais de Mitigação e Adaptação";"Cada país signatário do Acordo de Paris estabeleceu metas de redução de emissão de gases de efeito estufa (GEE), chamadas de Contribuição Nacionalmente Determinada (NDC, na sigla em inglês). De acordo com o Protocolo de Paris, cada país deve comunicar uma contribuição nacionalmente determinada a cada cinco anos, com ampliação da ambição em relação ao compromisso anterior.";"44000";"MMA/SMC";"Revisão da NDC brasileira em 2025 de forma mais ambiciosa que a anterior (redução de emissões), com base no inventário de emissões nacionais.";"Sim";"Sim";"Sim";
2025;1;"1158";"1318";"0272";"05F6";"Plano Clima com estratégias setoriais de adaptação e mitigação elaborado";"O Plano Clima é uma ferramenta estratégica para implementar as diretrizes e compromissos da PNMC, promovendo uma abordagem integrada e abrangente para enfrentar os desafios das mudanças climáticas no Brasil. Tem como objetivo orientar e coordenar as ações climáticas em nível nacional, visando à mitigação de emissões, adaptação aos impactos e promoção do desenvolvimento sustentável.";"44000";"MMA/SMC";"* Redução das emissões de gases de efeito estufa (GEE) por meio de metas de redução de emissões em setores-chave, como energia, transporte, indústria, agricultura, entre outros. * Aumento da resiliência e adaptação às mudanças climáticas de adaptação para fortalecer a resiliência dos setores e comunidades às mudanças climáticas. *Integração da mudança do clima em políticas setoriais, garantindo que as considerações climáticas sejam incorporadas em tomadas de decisão e planejamento. * Promoção de tecnologias e práticas sustentáveis por meio do incentivo ao desenvolvimento e a adoção de tecnologias limpas.";"Não";"";"Não";
2025;1;"1158";"1318";"0272";"05EF";"Publicação de relatórios situacionais bianuais do estado da governança climática";"Relatórios situacionais do estado da governança climática nacional são documentos que fornecem uma avaliação abrangente e atualizada da governança climática de um país. Esses relatórios analisam como o país está lidando com questões relacionadas às mudanças climáticas em termos de estruturas institucionais, políticas, regulamentações, coordenação intergovernamental e participação de partes interessadas.";"44000";"MMA/SMC";"Os relatórios situacionais devem fornecer uma avaliação abrangente, promover a transparência, identificar boas práticas, orientar a tomada de decisão informada e definir agendas futuras. Esses resultados são essenciais para melhorar a eficácia das políticas e ações climáticas, promovendo uma governança climática mais robusta e eficiente.";"Não";"";"Não";
2025;1;"1158";"1318";"0272";"05EE";"Revisão da Política Nacional sobre Mudança do Clima - PNMC (Lei 12.187/2009)";"A revisão da Política Nacional de Mudança do Clima - PNMC é uma medida essencial para garantir que as políticas e medidas do país estejam alinhadas com os compromissos internacionais, incorporando os avanços científicos e tecnológicos mais recentes e respondendo adequadamente às mudanças nas circunstâncias nacionais e globais. A revisão fortalecerá a implementação e governança, bem como promover um engajamento mais amplo e inclusivo dos atores relevantes na luta contra as mudanças climáticas.";"44000";"MMA/SMC";"* Atualização dos compromissos nacionais: Os compromissos e metas internacionais do Brasil em relação às mudanças climáticas evoluíram ao longo do tempo. O país adotou novas metas e compromissos mais ambiciosos em acordos internacionais, como o Acordo de Paris. * Fortalecimento da implementação e governança: A revisão da PNMC pode envolver uma avaliação crítica da implementação e governança da política existente. Identificar e resolver lacunas ou desafios na implementação pode ajudar a fortalecer a efetividade da PNMC.";"Não";"Sim";"Não";
2025;1;"1158";"1318";"0272";"05F3";"Sistema Brasileiro de Comércio de Emissões (mercado de carbono) implementado";"O Sistema Brasileiro de Comércio de Emissões (SBCE) representa uma abordagem baseada no mercado para mitigar as emissões de gases de efeito estufa (GEE) no Brasil. É projetado para estabelecer um mercado de carbono no país, onde as empresas têm um limite máximo de emissões de GEE permitido. O SBCE permitirá que as empresas comprem, vendam ou troquem créditos de emissão entre si como uma forma de cumprir suas metas de redução de emissões. A criação do SBCE demandará legislação e regulamentação específica.";"44000";"MMA/SMC";"*Eficiência na redução de emissões: Um SBCE cria um mercado de carbono no qual as empresas têm um limite de emissões de GEE estabelecido e podem comprar ou vender créditos de emissão. Isso promove a eficiência econômica, pois as empresas têm incentivos para reduzir suas emissões onde for mais viável e econômico fazê-lo. *Flexibilidade e adaptação: Um SBCE permite que as empresas escolham como reduzir suas emissões, incentivando a adoção de tecnologias e estratégias inovadoras de baixo carbono. *Estímulo à inovação tecnológica: Ao criar um preço para as emissões de GEE, um SBCE incentiva as empresas a investirem em pesquisa e desenvolvimento de tecnologias limpas e de baixo carbono.";"Sim";"Sim";"Não";
2025;1;"1158";"1318";"0274";"05FC";"E-macrodiagnóstico da zona costeira e marinha (E-MDZCM).";"Instrumento de apoio à gestão da Zona Costeira e Marinha que permite identificar os principais usos, atividades e características socioambientais do território.";"44000";"Secretaria Nacional de Mudança do Clima";"E-MDZCM disponibilizado de forma online";"Não";"";"Não";
2025;1;"1158";"1318";"0274";"05FA";"Guia de diretrizes para os planos diretores municipais costeiros, para a mitigação e adaptação às mudanças do clima.";"Instrumento de orientação aos municípios costeiros com vistas à adoção de estratégias em seus instrumentos de planejamento urbano para mitigar e se adaptar aos efeitos da mudança do clima.";"44000";"Secretaria Nacional de Mudança do Clima";"Guia de diretrizes publicado e disponibilizado a gestores municipais";"Não";"";"Não";
2025;1;"1158";"1318";"0274";"05F8";"Programa Nacional para a Conservação dos Ecossistemas Costeiros e Marinhos Vulneráveis à mudança do clima.";"Estabelece uma política de apoio à conservação e uso sustentável de ecossistemas costeiros e marinhos mais vulneráveis à mudança do clima, vinculando-se às estratégias de adaptação a serem adotadas na zona costeira para diminuir impactos decorrentes de eventos extremos.";"44000";"Secretaria Nacional de Mudança do Clima";"Política de apoio à conservação e uso sustentável de ecossistemas costeiros e marinhos mais vulneráveis à mudança do clima, a partir da adoção de soluções baseadas na natureza.";"Não";"";"Não";
2025;1;"1158";"1318";"0274";"05FD";"Projeto Alt-Bat: definição de metodologia científica nacional para integração das componentes verticais terrestres (altimetria) e marinha (batimetria)";"Estudo para embasamento da integração das componentes verticais terrestres (altimetria) e marinha (batimetria) na costa brasileira.";"44000";"Secretaria Nacional de Mudança do Clima";"Níveis de referência para descrição e representação do relevo terrestre (altimetria) e submarino (batimetria) na costa brasileira compatibilizados.";"Não";"";"Não";
2025;1;"1158";"1318";"0279";"0600";"Criar mecanismos institucionais de fortalecimento aos Centros Socioambientais, Salas Verdes e outros arranjos territoriais já existentes";"Os Centros Socioambientais, Salas Verdes e demais arranjos locais devem contribuir para o fortalecimento de políticas públicas territoriais de EA que sejam permanentes, continuadas, articuladas e em busca de envolver a totalidade dos que vivem naquela UF, para que assumam a perspectiva de (se)educarem ambientalmente e contribuírem para a formação de agentes locais de sustentabilidade socioambiental que educam ambientalmente e propiciam a geração de trabalho e renda nos territórios.";"44000";"Secretaria Executiva";"Os Centros, as salas verdes e demais arranjos locais propiciando a cooperação, articulação, elaboração estratégica, formação e desenvolvimento de organizações e pessoas engajadas em temas como as mudanças do clima, agroecologia, economias solidárias, bioeconomias, educação socioambiental, erradicação da pobreza, cidades e comunidades sustentáveis, consumo e produção sustentável, água e outros temas relacionados aos ODS.";"Não";"";"Sim";
2025;1;"1189";"1319";"0258";"06FE";"Elaboração da Política e Plano Nacional de Bioeconomia, com o estabelecimento de sua governança.";"Estabelecer, por meio de decreto, Comissão Interministerial que irá subsidiar a elaboração da Política e do Plano Nacional de Bioeconomia, com suas diretrizes, metas e estratégias, acompanhando e monitorando a execução do Plano e a desenvolvendo os intrumentos necessários à implementação da Política.";"44000";"SBC/MMA";"O Decreto publicado subsidiará a elaboração da Política e do Plano Nacional de Bioeconomia, com suas diretrizes, metas e estratégias.";"Sim";"";"";
2025;1;"1189";"1319";"0258";"0701";"Regulamentação da Lei 14.119/2021, que institui a Política Nacional de Pagamento por Serviços Ambientais. ";"A regulamentação da Política de PSA, a ser estabelecida em decreto, pretende estabelecer parâmetros para o Programa Nacional de PSA e governança para a implementação da Política, de forma que o pagamento de serviços ambientais seja ampliado e incentivado.";"44000";"SBC/MMA";"Estabelecer parâmetros para o Programa Nacional de PSA e governança para a implementação da Política, de forma que o pagamento de serviços ambientais seja ampliado e incentivado.";"Sim";"";"";
2025;1;"1189";"1319";"0262";"0714";"Decreto promulgando o Protocolo de Nagoia e a atribuição de responsabilidades entre órgãos de governo.";"Trata-se de medida institucional que implementará de forma pleno o Protocolo de Nagoia no Brasil";"44000";"MMA/SBC/DPG";"Protocolo de Nagoia plenamente implementado";"Não";"";"Não";
2025;1;"1189";"1319";"0262";"0710";"Elaborar e aprovar o Manual de Operações, o Plano Quadrienal e os Instrumentos de Apoio do Fundo Nacional de Repartição de Benefícios, conforme o Manual de Operações e o Plano Quadrienal, para o pleno funcionamento do Fundo Nacional de Repartição de Benefícios.";"Trata-se de medida institucional que operacionalizará a repartição de benefícios monetária.";"44000";"MMA/SBC/DPG";"Repartição de benefícios monetária operacionalizada";"Não";"";"Não";
2025;1;"1189";"1319";"0262";"0712";"Elaborar e implementar melhorias no Sistema Nacional de Gestão do Patrimônio Genético e do Conhecimento Tradicional Associado (SisGen)";"Trata-se de medida institucional que aumentará funcionalidades para possibilitar o cadastro de atividades de acesso ao patrimônio genético e ao conhecimento tradicional associado ainda não passíveis de cadastramento";"44000";"MMA/SBC/DPG";"Cadastros de atividades de acesso ao patrimônio genético e ao conhecimento tradicional associado até então não passíveis de cadastramento";"Não";"";"Não";
2025;1;"1189";"1319";"0266";"0716";"Regulamentação de pontos da Lei de Gestão de Florestas Públicas - LGFP decorrente das alterações trazidas pela Lei 14.590/2023";"Essa medida se destina à edição de normas para regulamentação da aplicação concreta das alterações na Lei nº 11.284/2006, de 2 de março de 2006 (Lei de Gestão de Florestas Públicas - LGFP), introduzidas pela Lei nº 14.590, de 24 de maio de 2023.";"44000";"DCM/SFB/MMA";"Atendimento aos requisitos de regulamentação das alterações na Lei 11.284/2006, para que possam ser aplicadas nas novas concessões de florestas públicas federais para alcance das metas ministeriais. Essas normas regulamentares, que poderão ser outras leis (no caso da regulamentação da comercialização de créditos de carbono), mas também decretos, portarias e resoluções do órgão gestor, deverão estabelecer e esclarecer os procedimentos administrativos, parâmetros técnicos, documentos, dados, informações, regras e critérios necessários para aplicação dos novos dispositivos normativos nos processos de concessões de florestas públicas federais.";"Não";"";"Sim";
2025;1;"1189";"1319";"0271";"0717";"Disponibilização do Sistema Nacional de Informações Florestais - SNIF, de modo a subsidiar projetos e políticas para uso e manutenção das florestas do Brasil para promoção da bioecnomia por meio do manejo florestal sustentável.";"Os dados do SNIF nacionais são disponibilizados para sociedade a atualizados conforme a atualização das fontes de dados.";"44000";"MMA/SFB/DFF";"Oferta de indicadores florestais com série consistentes e dados oficiais de governo sobre as florestas, para a gestão das florestas brasileiras. Impacto extremamente relevantes para a gestão florestal, partir dos dados são estimados os estoques do recursos florestais e assim é possível estimas a capacidade de utilização sustentável dos recursos florestais para a produtos madeireiros e não madeireiros.";"Não";"";"Sim";
2025;1;"1189";"1319";"0271";"0719";"Identificação e disponibilização de informações sobre áreas de ativos e passivos ambientais em imóveis rurais, cujos dados estejam integrados ao Sistema de Cadastro Ambiental Rural (SICAR), para promoção de cadeias de valor da biodiversidade";"As áreas de ativos e passivos ambientais em imóveis rurais, territórios tradicionais e assentamentos da reforma agrária serão identificadas e terão informações disponibilizadas, por meio do Sistema de Cadastro Ambiental Rural (SICAR), para fins de promoção de cadeias de valor da biodiversidade.";"44000";"MMA/SFB/DRA";"Promoção das cadeias de valor da biodiversidade (por exemplo, atividades produtivas sustentáveis e/ou de recuperação florestal produtiva)";"Não";"";"Sim";
2025;1;"1189";"1319";"0271";"0718";"Sistema de Controle da Origem dos Produtos Florestais (Sinaflor) presente em 100% dos estados brasileiros, atualizado periodicamente, com sincronização mínima de 75% dos dados.";"Sistema de Controle da Origem dos Produtos Florestais (Sinaflor) presente em 100% dos estados brasileiros, atualizado periodicamente, com sincronização mínima de 75% dos dados.";"44000";"MMA/SFB";;"Não";"";"Não";
2025;1;"1189";"1319";"0273";"085A";"Minuta de portaria para regulamentar a identificação da situação de vulnerabilidade de populações não tradicionais ocupantes de unidades de conservação de posse e domínio públicos e qualificar as providências decorrentes.";"Regulamentar o procedimento para identificação da situação de vulnerabilidade de populações não tradicionais ocupantes de unidades de conservação de posse e domínio públicos, com o levantamento socioeconômico de cada família e o estabelecimento de critérios precisos e qualificar as providências decorrentes (indenização justa, etc).";"44000";"DISAT/ICMBIO";"Tratamento diferenciado e socialmente justo, especiamente do ponto de vista fundiário, para populações em situação de vulnerabilidade socioeconômica que ocupam áreas no interior de Unidade de Conservação Federal de posse e domínio públicos. Estabelecer um regime de transição, até que o reassentamento seja efetivado, que compatibilize os direitos ao desenvolvimento humano com os limites de uso para assegurar a conservação da natureza.";"Não";"";"Não";
2025;1;"1189";"1319";"0273";"0859";"Minuta de portaria para regulamentar a implementação da OIT 169 no âmbito das ações de competência do ICMBio.";"Estabelecer diretrizes, procedimentos e competências para implementação da Convenção nº 169 da Organização Internacional do Trabalho (OIT) no âmbito de ações de competência do Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio), buscando promover a salvaguarda de direitos fundamentais de povos e comunidades tradicionais nas unidades de conservação federais.";"44000";"DISAT/ICMBIO";"Promoção da salvaguarda de direitos fundamentais de povos e comunidades tradicionais nas unidades de conservação federais.";"Não";"Sim";"Não";
2025;1;"1189";"1319";"0273";"071B";"Novo Decreto do Programa Bolsa Verde";"Busca-se com o presente normativo ampliar a abrangência do Programa Bolsa Verde, assim como ajustá-lo a realidade atual (Social, econômica, territorial).";"44000";"SNPCT/MMA";"Ampliar o número de famílias atendidas, assim como, a valoração do beneficio recebido pelas mesmas para a melhoria da conservação ambiental. Aumentar em 25% o número de famílias atendidas anualmente, além da valoração em 100% do valor dos benefícios pagos.";"Não";"";"Sim";
2025;1;"1190";"1317";"0277";"0621";"Plano Nacional de Redução e Reciclagem de Resíduos Orgânicos Urbanos (PLANARO).";"Este plano está sendo desenvolvido pelo Ministério do Meio Ambiente e Mudança do Clima (MMA) em parceria com o Instituto Pólis, com o Global Methane Hub (GMH), com o Programa das Nações Unidas para o Meio Ambiente (PNUMA) e com a Waste and Resources Action Programme (WRAP) e tem o objetivo de subsidiar e orientar a tomada de decisão para o desenvolvimento de iniciativas de redução do desperdício de alimentos, de compostagem e reciclagem de resíduos orgânicos urbanos no Brasil.";"44000";"SQA/MMA";"Com a implementação do Planaro será possível contribuir para a eliminação dos lixões, reduzir as emissões de metano, promover a transição energética pelo uso do biogás, fomentar à agricultura urbana e periurbana, além de promover a inclusão socioprodutiva de organizações de catadores, dentre outros benefícios.";"Não";"Não";"Não";
2025;1;"1190";"1317";"0277";"0622";"Regulamentar os sistemas de logística reversa";"Regulamentação do decreto 11.413/23 que Institui o Certificado de Crédito de Reciclagem de Logística Reversa, o Certificado de Estruturação e Reciclagem de Embalagens em Geral e o Certificado de Crédito de Massa Futura.";"44000";"SQA/MMA";"Aumentar a rastreabilidade dos resultados de logística reversa com a habilitação do verificador de resultados para validar as notas fiscais, documentos do manifesto de transporte de resíduos MTR obrigatório para comprovação de cumprimento das metas de logística reversa. O estabelecimento de critérios para entidades gestora também garantirá mais isonomia e credibilidade para aprimoramento dos sistemas de logística reversa.";"Não";"";"Sim";
2025;1;"1190";"1317";"0281";"0689";"Sistema Nacional de Áreas Verdes Urbanas ? SNAVU";"A medida se refere à elaboração de normativo estabelecendo critérios para o planejamento e a gestão de áreas verdes urbanas por meio da instituição do Sistema Nacional de Áreas Verdes Urbanas ? SNAVU. Em suma, trata-se da regulamentação de uma estratégia para atuação conjunta de União, Estados, DF e municípios para aumento qualiquantitativo das áreas verdes urbanas e aprimoramento de sua gestão.";"44000";"DMUR/SQA/MMA";"Publicação de Decreto que defina o sistema nacional de áreas verdes urbanas, categorize as áreas a serem mapeadas, determine indicadores de qualidade ambiental para monitoramento e oriente os municípios no aprimoramento da gestão desses espaços.";"Não";"";"Não";
