"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Código Entrega";"Enunciado Entrega";"Plano Regional de Desenvolvimento";"Código - Ação Indicativa";"Descrição - Ação Indicativa";
2024;"5111";"1281";"0449";"1453";"Apoio à profissionalização e formação inicial de professores profissionais da educação básica no âmbito da Educação do campo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.3.3-AI";"Apoiar a qualificação dos profissionais da educação em ações de formação inicial e continuada visando a melhoria das práticas pedagógicas, da gestão escolar e do desenvolvimento integral do educando";
2024;"3103";"1272";"0029";"0036";"Ampliar a capacidade de refino de petróleo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.2.4.1-AI";"Ampliar da oferta de energia limpa e renovável na Amazônia";
2024;"5111";"1281";"0449";"1453";"Apoio à profissionalização e formação inicial de professores profissionais da educação básica no âmbito da Educação do campo";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.2-AI";"Ampliar a adequação da formação docente dos profissionais da educação básica";
2024;"2304";"1310";"0215";"1460";"Fomento à recuperação e preservação de acervos históricos e culturais nacionais";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2024;"3101";"1262";"0010";"0043";"Novas unidades consumidoras com acesso à energia elétrica atendidas pelo Programa Luz Para Todos";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.2.5.1-AI";"Ampliação da oferta de energia elétrica em áreas rural e urbana auxiliando na inclusão social";
2024;"2304";"1310";"0215";"1460";"Fomento à recuperação e preservação de acervos históricos e culturais nacionais";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.2.2-AI";"Ampliar a realização e participação em olimpíadas científicas, feiras de ciências e mostras científicas e na Semana Nacional de Ciência & Tecnologia (SNCT) no ensino médio";
2024;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.2.1.4-AI";"Implementar melhorias para o armazenamento da produção";
2024;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.1.4-AI";"Apoiar o acesso ao crédito rural";
2024;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.7.1-AI";"Apoiar ações, estudos e projetos para a ampliação e melhoria da capacidade de armazenamento";
2024;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.4.1-AI";"Facilitar o acesso ao crédito para obtenção de soluções tecnológicas desenvolvidas";
2024;"1144";"1255";"0033";"0048";"Aumento da quantidade de contratos de crédito rural.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.2.1.4-AI";"Implementar melhorias para o armazenamento da produção";
2024;"1144";"1255";"0033";"0048";"Aumento da quantidade de contratos de crédito rural.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.1.4-AI";"Apoiar o acesso ao crédito rural";
2024;"1144";"1255";"0033";"0048";"Aumento da quantidade de contratos de crédito rural.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.7.1-AI";"Apoiar ações, estudos e projetos para a ampliação e melhoria da capacidade de armazenamento";
2024;"1144";"1255";"0033";"0048";"Aumento da quantidade de contratos de crédito rural.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.4.1-AI";"Facilitar o acesso ao crédito para obtenção de soluções tecnológicas desenvolvidas";
2024;"5111";"1281";"0454";"1470";"Oferta de cursos de formação continuada em competências digitais, tecnologia e inovação.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.1-AI";"Promover a formação continuada de professores do ensino básico da Educação Básica";
2024;"5126";"1337";"0455";"1474";"Programas de inclusão da pessoa com deficiência, em parceria com estados e municípios promovidos";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.5.1-AI";"Implementar e qualificar equipamentos públicos voltados para atividades esportivas da população, incluindo pessoas idosas e com deficiência";
2024;"5126";"1337";"0455";"1474";"Programas de inclusão da pessoa com deficiência, em parceria com estados e municípios promovidos";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.1.1-AI";"Ampliar o acesso aos esportes educacional, amador e de lazer em áreas de vulnerabilidade social, valorizando as iniciativas intersetoriais para garantia e promoção de direitos sociais de saúde, educação, esporte, lazer e cultura";
2024;"2304";"1310";"0214";"1501";"Tecnologias sociais desenvolvidas ou apoiadas pelas Unidades de Pesquisa do MCTI realizadas nas regiões Centro-Oeste, Norte e Nordeste";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.2.1-AI";"Desenvolver projetos de tecnologias sociais no país, em arranjos produtivos, especialmente em regiões de maior vulnerabilidade socioambiental";
2024;"2304";"1310";"0214";"1501";"Tecnologias sociais desenvolvidas ou apoiadas pelas Unidades de Pesquisa do MCTI realizadas nas regiões Centro-Oeste, Norte e Nordeste";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.2-AI";"Apoiar a implementação e a apropriação de tecnologias sociais por coletivos urbanos (mobilidade urbana, meio ambiente, habitação, cultura e arte, educação, saúde, desenvolvimento urbano etc.)";
2024;"3105";"1297";"0075";"0097";"IP4 de Jutaí/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"2304";"1310";"0214";"1501";"Tecnologias sociais desenvolvidas ou apoiadas pelas Unidades de Pesquisa do MCTI realizadas nas regiões Centro-Oeste, Norte e Nordeste";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.6.1-AI";"Apoiar projetos de tecnologias sociais em ICTs, e em Centros Vocacionais Tecnológicos (CVTs), especialmente em regiões de maior vulnerabilidade socioambiental";
2024;"2304";"1310";"0214";"1501";"Tecnologias sociais desenvolvidas ou apoiadas pelas Unidades de Pesquisa do MCTI realizadas nas regiões Centro-Oeste, Norte e Nordeste";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2024;"2304";"1310";"0214";"1501";"Tecnologias sociais desenvolvidas ou apoiadas pelas Unidades de Pesquisa do MCTI realizadas nas regiões Centro-Oeste, Norte e Nordeste";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.5.2.1-AI";"Promover a difusão da tecnologia de Saneamento Ambiental e Reúso de Água (SARA) em escala comunitária, como alternativa para o saneamento básico rural, ofertando água de reúso para fins agrícolas no Semiárido brasileiro";
2024;"5136";"1327";"0346";"1512";"Famílias beneficiadas com documentos de regularização fundiária emitidos em áreas sob domínio dos estados";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.2.3.1-AI";"Promover o levantamento, a identificação e a legalização de áreas da Amazônia Legal";
2024;"5136";"1327";"0346";"1512";"Famílias beneficiadas com documentos de regularização fundiária emitidos em áreas sob domínio dos estados";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.1.1.4-AI";"Apoiar projetos de Regularização Fundiária";
2024;"5126";"1337";"0459";"1525";"Ampliação do número de atletas atendidos pelo Programa Bolsa Atleta.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.5.1-AI";"Fomentar práticas de prevenção às diversas formas de preconceito e violências";
2024;"5126";"1337";"0459";"1539";"Realização de eventos esportivos e científicos no âmbito do esporte de excelência";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.5.1-AI";"Fomentar práticas de prevenção às diversas formas de preconceito e violências";
2024;"5111";"1281";"0460";"1540";"Apoio à adequação da formação do corpo docente da educação básica pública em serviço, mediante licenciaturas.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.3.3-AI";"Apoiar a qualificação dos profissionais da educação em ações de formação inicial e continuada visando a melhoria das práticas pedagógicas, da gestão escolar e do desenvolvimento integral do educando";
2024;"5111";"1281";"0460";"1540";"Apoio à adequação da formação do corpo docente da educação básica pública em serviço, mediante licenciaturas.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.2-AI";"Ampliar a adequação da formação docente dos profissionais da educação básica";
2024;"2304";"1310";"0216";"1547";"Fomento ao desenvolvimento de Redes de P&D voltadas ao atendimento de pessoas com deficiência e baixa mobilidade em Centros de Apoio e Acesso a Tecnologia Assistiva";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2024;"5111";"1281";"0463";"1575";"Apoio técnico aos municípios para estruturação ou revisão dos Planos de Carreira e Remuneração (PCRs) para os profissionais do magistério público da educação básica";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.3-AI";"Ampliar o rendimento médio mensal dos profissionais do magistério da educação básica";
2024;"2304";"1310";"0217";"1600";"Pesquisa aplicada, inovação e transferência de tecnologia voltadas ao desenvolvimento tecnológico de equipamentos agrícolas para a Agricultura Familiar e o Extrativismo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.1.4-AI";"Fomentar a pesquisa e o desenvolvimento científico e tecnológico na área de Soberania e Segurança Alimentar e Nutricional (SSAN), gerando soluções inclusivas inovadoras para erradicação da fome e mitigação de desigualdades";
2024;"2304";"1310";"0217";"1600";"Pesquisa aplicada, inovação e transferência de tecnologia voltadas ao desenvolvimento tecnológico de equipamentos agrícolas para a Agricultura Familiar e o Extrativismo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.5.1-AI";"Investir em pesquisa e desenvolvimento de tecnologias sustentáveis para a produção, extração e processamento de recursos naturais da Amazônia";
2024;"2304";"1310";"0217";"1600";"Pesquisa aplicada, inovação e transferência de tecnologia voltadas ao desenvolvimento tecnológico de equipamentos agrícolas para a Agricultura Familiar e o Extrativismo";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.4.3-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica para otimização de processos com agregação de valor a produtos e serviços das cadeias da biodiversidade.";
2024;"2304";"1310";"0217";"1600";"Pesquisa aplicada, inovação e transferência de tecnologia voltadas ao desenvolvimento tecnológico de equipamentos agrícolas para a Agricultura Familiar e o Extrativismo";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.5.1-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade";
2024;"2304";"1310";"0217";"1600";"Pesquisa aplicada, inovação e transferência de tecnologia voltadas ao desenvolvimento tecnológico de equipamentos agrícolas para a Agricultura Familiar e o Extrativismo";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2024;"2321";"1270";"0054";"1614";"Implementação de projetos de recuperação hidroambiental de bacias hidrográficas pela Codevasf";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"4.1.8.6-AI";"Revitalização de bacias hidrográficas";
2024;"2321";"1270";"0054";"1614";"Implementação de projetos de recuperação hidroambiental de bacias hidrográficas pela Codevasf";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"4.1.2.2-AI";"Revitalização de bacias hidrográficas";
2024;"3105";"1297";"0075";"0155";"IP4 de Barcelos/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"5118";"1331";"0470";"1631";"Unidades Policlínicas ofertadas.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.3-AI";"Ampliar a oferta e o acesso às ações e serviços da Atenção Especializada, incluindo manutenção e ampliação dos serviços especializados";
2024;"5117";"1266";"0481";"1662";"Estados e Municípios habilitados para repasse de recursos para implantação de Farmácias Vivas.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.8.1-AI";"Estabelecer programas de financiamento para projetos de pesquisa e desenvolvimento na região Amazônica";
2024;"5117";"1266";"0481";"1662";"Estados e Municípios habilitados para repasse de recursos para implantação de Farmácias Vivas.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.4.2-AI";"Ampliar o acesso da população aos medicamentos, insumos estratégicos e serviços farmacêuticos, qualificando a assistência farmacêutica, articulada à pesquisa, à inovação e à produção nacional, regulação, com qualidade e uso adequado no Sistema Único de Saúde, reduzindo as iniquidades";
2024;"5123";"1280";"0484";"1676";"Cobertura de tratamento antirretroviral para as pessoas vivendo com HIV/aids vinculadas aos serviços de saúde do SUS ampliada.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2024;"5123";"1280";"0483";"1687";"Profissionais de vigilância capacitados anualmente em novas tecnologias de controle vetorial, análise de dados e estratificação de risco.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2024;"5123";"1280";"0483";"1694";"Estratificação de risco socioambiental, epidemiológico e entomológico em escala intramunicipal realizadas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2024;"3105";"1297";"0075";"0207";"IP4 de Lábrea/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"3105";"1297";"0075";"0210";"IP4 de Santana/AP: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"3105";"1297";"0075";"0214";"IP4 de Santo Antônio do Içá/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"3105";"1297";"0075";"0218";"IP4 de São Gabriel Cachoeira/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"3105";"1297";"0075";"0219";"IP4 de São Paulo de Olivença/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2024;"5120";"1339";"0494";"1708";"Projetos voltados para a ampliação e qualificação da produção local de tecnologias em saúde firmados.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.8.7-AI";"Apoiar o desenvolvimento a inovação e produção local de tecnologias, serviços e conectividades por meio do fortalecimento do complexo industrial da saúde na Amazônia Legal";
2024;"5120";"1339";"0494";"1708";"Projetos voltados para a ampliação e qualificação da produção local de tecnologias em saúde firmados.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.3.3.1-AI";"Apoiar a estruturação de unidades de saúde e de unidades produtivas ou tecnológicas que integrem o Complexo Econômico-Industrial da Saúde";
2024;"2305";"1251";"0151";"0235";"Capacitar pessoas em habilidades digitais";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.3.1-AI";"Apoiar projetos de capacitação em TIC para a inclusão digital";
2024;"2305";"1251";"0151";"0235";"Capacitar pessoas em habilidades digitais";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.3.3-AI";"Ampliar infraestrutura tecnológica voltada à inclusão digital para inserção de comunidades na rede de tecnologias da informação e comunicação";
2024;"2305";"1251";"0151";"0235";"Capacitar pessoas em habilidades digitais";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.4.4-AI";"Capacitar pessoas em habilidades digitais ";
2024;"5120";"1339";"0494";"1708";"Projetos voltados para a ampliação e qualificação da produção local de tecnologias em saúde firmados.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.1.3-AI";"Fomentar o desenvolvimento do complexo econômico industrial da saúde, promovendo a modernização, o aumento da competitividade e a ampliação da capacidade produtiva e tecnológica";
2024;"4006";"1338";"0477";"1735";"Facilitação da comercialização de produtos em feiras de Economia Popular e Solidária";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.1.21-AI";"Promover Feiras de Economia Popular e Solidária";
2024;"4006";"1338";"0477";"1756";"Fortalecimento do assessoramento técnico e de infraestrutura de equipamentos dos empreendimentos de catadores de materiais recicláveis";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.1.3.1-AI";"Promover o assessoramento técnico e qualificação profissional e empregabilidade, considerando a realidade dos territórios";
2024;"4006";"1338";"0477";"1756";"Fortalecimento do assessoramento técnico e de infraestrutura de equipamentos dos empreendimentos de catadores de materiais recicláveis";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.1.23-AI";"Promover o assessoramento técnico e qualificação profissional e empregabilidade, considerando a realidade dos territórios ";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.4.1-AI";"Promover o desenvolvimento sustentável das cadeias produtivas da biodiversidade amazônica";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.4.2-AI";"Apoiar o desenvolvimento de novas tecnologias para a extração e processamento de produtos da biodiversidade";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.1.3-AI";"Apoiar a criação e consolidação de polos tecnológicos e incubadoras de empresas inovadoras na região";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.5.2-AI";"Estimular a criação de negócios de base tecnológica com foco em bioeconomia";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.7.1-AI";"Incentivar a criação de redes de pesquisa e inovação, e colaboração entre empresas, startups e universidades, para fomentar a criação de novos negócios e tecnologias na região amazônica";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.4.3-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica para otimização de processos com agregação de valor a produtos e serviços das cadeias da biodiversidade.";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.2.1-AI";"Apoiar projetos de implantação de empresas de base tecnológica - startups, ecossitemas de inovação, polos de produção científica e parques tecnológicos para o desenvolvimento da inovação aplicada ao desenvolvimento";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.3.1-AI";"Apoiar estudos e projetos de tecnologias para o desenvolvimento sustentável - cidades inteligentes";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.5.1-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.1-AI";"Apoiar projetos para a implantação de ecossitemas de inovação (parques tecnológicos, cidades inteligentes, distritos e áreas de inovação, polos tecnológicos, centros de inovação etc.)";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.4.2-AI";"Apoiar ações e projetos de fixação de pesquisadores em instituições de ciência e tecnologia e em empresas";
2024;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.6.1-AI";"Promover o fortalecimento dos recursos, e ativos tecnológicos (bases de conhecimento analítico e sintético) e da base empresarial regional, buscando identificar segmentos ou setores da economia com perfil de potencialização de dinamismos";
2024;"5123";"1280";"0486";"1789";"Processo de aquisição de imunobiológicos concluídos.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2024;"2321";"1270";"0054";"1413";"Campanhas de conscientização e mobilização social realizadas, por meio de eventos e capacitações, para endosso às ações de revitalização de bacias hidrográficas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"4.1.2.2-AI";"Fortalecer a gestão dos recursos hídricos";
2024;"2321";"1270";"0054";"1413";"Campanhas de conscientização e mobilização social realizadas, por meio de eventos e capacitações, para endosso às ações de revitalização de bacias hidrográficas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"4.1.6.1-AI";"Apoiar ações, capacitações e projetos voltados à revitalização de bacias hidrográficas";
2024;"2321";"1270";"0054";"1413";"Campanhas de conscientização e mobilização social realizadas, por meio de eventos e capacitações, para endosso às ações de revitalização de bacias hidrográficas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"4.1.1.1-AI";"Preservar, conservar e recuperar bacias hidrográficas, especialmente aquelas em situação de vulnerabilidade";
2024;"5116";"1250";"0120";"0268";"Realização de operações policiais de prevenção e repressão ao desmatamento na Amazônia Legal";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.3.2-AI";"Fortalecer políticas de enfrentamento à extração ilegal de recursos naturais em áreas da União na Amazônia Legal";
2024;"5111";"1281";"0443";"1431";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica em educação especial";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.3.3-AI";"Apoiar a qualificação dos profissionais da educação em ações de formação inicial e continuada visando a melhoria das práticas pedagógicas, da gestão escolar e do desenvolvimento integral do educando";
2024;"5116";"1250";"0125";"0274";"Capacitação de servidores da PF e convidados em investigações com foco patrimonial";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.3.3-AI";"Fortalecer políticas para o combate de tráfico de entorpecentes, de armas, de pessoas, de recursos naturais (biopirataria)";
2024;"5111";"1281";"0443";"1431";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica em educação especial";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.1-AI";"Promover a formação continuada de professores do ensino básico da Educação Básica";
2024;"5111";"1281";"0449";"1454";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica no âmbito da Educação do campo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.3.3-AI";"Apoiar a qualificação dos profissionais da educação em ações de formação inicial e continuada visando a melhoria das práticas pedagógicas, da gestão escolar e do desenvolvimento integral do educando";
2024;"5111";"1281";"0449";"1454";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica no âmbito da Educação do campo";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.1-AI";"Promover a formação continuada de professores do ensino básico da Educação Básica";
2024;"2317";"1293";"0161";"0280";"Financiamento em investimento pelos Fundos Constitucionais de Financiamento";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.3.4.1-AI";"Destinar volume de crédito para investimentos em projetos de energia renovável e eficiência energética";
2024;"5111";"1281";"0450";"1461";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica no âmbito da educação escolar indígena";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.3.3-AI";"Apoiar a qualificação dos profissionais da educação em ações de formação inicial e continuada visando a melhoria das práticas pedagógicas, da gestão escolar e do desenvolvimento integral do educando";
2024;"5111";"1281";"0450";"1461";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica no âmbito da educação escolar indígena";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.1-AI";"Promover a formação continuada de professores do ensino básico da Educação Básica";
2024;"2801";"1333";"0427";"1475";"Apoiar empresas de setores de comércios e serviços a aumentar a produtividade e a promover a transformação digital no programa Brasil Mais Produtivo";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.6.3-AI";"Apoiar projetos de melhoria das práticas gerenciais para a produtividade e competitividade";
2024;"2801";"1333";"0427";"1475";"Apoiar empresas de setores de comércios e serviços a aumentar a produtividade e a promover a transformação digital no programa Brasil Mais Produtivo";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.4.4.1-AI";"Estimular a transformação digital dos Serviços (em suas diversas categorias) na Região";
2024;"2304";"1310";"0214";"1504";"Programas de Capacitação e Formação em C&T para coletivos situados em periferias urbanas para geração de trabalho e renda";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.7.1-AI";"Apoiar o acesso a tecnologias sociais para coletivos em temas urbanos situados em áreas urbanas";
2024;"2304";"1310";"0214";"1504";"Programas de Capacitação e Formação em C&T para coletivos situados em periferias urbanas para geração de trabalho e renda";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.2-AI";"Apoiar a implementação e a apropriação de tecnologias sociais por coletivos urbanos (mobilidade urbana, meio ambiente, habitação, cultura e arte, educação, saúde, desenvolvimento urbano etc.)";
2024;"2304";"1310";"0214";"1504";"Programas de Capacitação e Formação em C&T para coletivos situados em periferias urbanas para geração de trabalho e renda";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2024;"2304";"1310";"0214";"1513";"Fomento a incubadoras tecnológicas das cooperativas populares";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.2.1-AI";"Desenvolver projetos de tecnologias sociais no país, em arranjos produtivos, especialmente em regiões de maior vulnerabilidade socioambiental";
2024;"2304";"1310";"0214";"1513";"Fomento a incubadoras tecnológicas das cooperativas populares";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.6.4-AI";"Fomentar a incubadoras tecnológicas das cooperativas populares";
2024;"2304";"1310";"0214";"1513";"Fomento a incubadoras tecnológicas das cooperativas populares";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.2-AI";"Apoiar a implementação e a apropriação de tecnologias sociais por coletivos urbanos (mobilidade urbana, meio ambiente, habitação, cultura e arte, educação, saúde, desenvolvimento urbano etc.)";
2024;"2304";"1310";"0214";"1513";"Fomento a incubadoras tecnológicas das cooperativas populares";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2024;"1189";"1319";"0258";"1514";"Projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.4.1-AI";"Promover o desenvolvimento sustentável das cadeias produtivas da biodiversidade amazônica";
