"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2024;"5119";"1283";"0070";"0866";9829;"Número de pessoas que menstruam e se encontram em condições de precariedade menstrual, contempladas no Programa de Proteção, Promoção da Saúde e Dignidade Menstrual";;0,00;Não;30/06/2023;"Número de pessoas que menstruam e se encontram em condições de precariedade menstrual, contempladas no Programa de Proteção, Promoção da Saúde e Dignidade Menstrual";"Mensura o número estimado de pessoas que menstruam beneficiárias do programa, de acordo com as diretrizes estabelecidas na Lei nº 14.214/2021 e os regulamentos correlatos. ";"Último dia do mês";"A partir do 10? dia útil do mês subsequente ao mês de referência, conforme base de dados do Programa Farmácia Popular.";"Número de pessoas que menstruam e se encontram em condições de precariedade menstrual, contempladas no Programa de Proteção, Promoção da Saúde e Dignidade Menstrual";"Quanto maior melhor";;"Pessoas que menstruam beneficiárias do programa, conforme a Lei nº 14.214/2021 e os regulamentos oriundos, que estejam cadastradas no Cadastro Único para Programas Sociais (CadÚnico) e no Programa Bolsa Família.";"Cadastro Único para Programas Sociais (CadÚnico), Cadastro do Programa Bolsa Família, Sistema penitenciário brasileiro (Sisdepen), Sistema Nacional de Atendimento Socioeducativo (Sinase).";"e-Gestor Atenção Básica: Relatório Públicos. https://egestorab.saude.gov.br/paginas/acessoPublico/relatorios/relatoriosPublicos.xhtml Página do Programa Farmácia Popular";"Em elaboração";"A implantação de nova política pública através de distribuição descentralizada via Programa Farmácia Popular, envolve a dispensação em municípios de todos os Estados da Federação, tendo a gestão federal a atribuição de cofinanciamento e articulação da da cooperação estadual, municipal e distrital para o alcance da meta desse indicador.";;
2024;"5135";"1285";"0071";"0080";11352;"Número de pesquisas e publicações executadas";;;Não;;"Número de pesquisas e publicações executadas";;"05/02/2024 ";"30 dias após a conclusão do levantamento anual.";"Número de pesquisas e publicações executadas";"Quanto maior melhor";;;;;;;;
2024;"5135";"1285";"0071";"0084";9096;"Quantidade de gestores estaduais e municipais capacitados e qualificados";;0,00;Não;;"Quantidade de gestores estaduais e municipais capacitados e qualificados";"Quantidade de gestores estaduais e municipais capacitados e qualificados. ";"05/02/2024 ";"30 dias após a conclusão do Relatório Anual do Sistema Nacional de Juventude.";"Quantidade de gestores estaduais e municipais capacitados e qualificados";"Quanto maior melhor";;"acúmulo de gestores capacitados";;;;;;
2024;"5135";"1285";"0071";"2012";11339;"Público participante";;;Não;;"Público participante";"Público total participante de 30.000 pessoas, com a eleição de 3.000 delegados para a fase nacional.";;;"Público participante";"Quanto maior melhor";;;;;;;;
2024;"5135";"1285";"0071";"2013";11351;"Número de conselheiros capacitados";;;Não;;"Número de conselheiros capacitados";;"05/02/2024 ";"30 dias após a conclusão do Relatório Anual de atividades do Conselho Nacional de Ju";"Número de conselheiros capacitados";"Quanto maior melhor";;;;;;;;
2024;"5636";"1296";"0072";"0227";9045;"Número de armazéns mantidos/modernizados/ ampliados";"RecuperaRede";10,00;Sim;31/12/2022;"Número de armazéns mantidos/modernizados/ ampliados";"O indicador 'Número de armazéns mantidos/modernizados/ ampliados' mensura o quantitativo de unidades armazenadoras que tiveram algum tipo de melhoria, seja em manutenção, modernização ou ampliação de sua capacidade armazenadora.";"01/01/2022 a 31/12/2022";"Janeiro do ano de referência";"Número de armazéns mantidos/modernizados/ ampliados";"Quanto maior melhor";;"An: linha de base 2023 An+1: quantidade de armazéns mantidos, ampliados e/ou modernizados em 2024 An+2: quantidade de armazéns mantidos, ampliados e/ou modernizados em 2025 An+3: quantidade de armazéns mantidos, ampliados e/ou modernizados em 2026 An+4: quantidade de armazéns mantidos, ampliados e/ou modernizados em 2027";"Base de dados interna da CONAB";"Relatório de gestão da CONAB disponibilizado anualmente, preenchimento do SIOP realizado semestralmente.";"Soma-se o quantitativo de armazéns mantidos, ampliados e/ou modernizados em cada ano do PPA. O indicador é cumulativo, portanto o valor de referência é o primeiro valor a ser somado (An). Portanto o valor mínimo que o indicador terá é 10.";"Limitação orçamentária - disponibilidade orçamentária em efetuar as manutenções, ampliações e modernizações necessárias.";;
2024;"5636";"1296";"0072";"0788";9731;"Quantidade de toneladas adquiridas (AGF e/ou compra direta)";"Abastec";0,00;Sim;31/12/2022;"Quantidade de toneladas adquiridas (AGF e/ou compra direta)";"O indicador 'Quantidade de toneladas adquiridas (AGF e/ou compra direta)' mensura o quantitativo de alimentos adquiridos por meio da AGF e compra direta em toneladas. ";"01/01/2022 a 31/12/2022";"Março do ano de referência";"Quantidade de toneladas adquiridas (AGF e/ou compra direta)";"Quanto maior melhor";;"An+1: somatório dos alimentos - Milho, arroz , feijão, farinha de mandioca, derivados de milho, leite em pó e açúcar mascavo adquiridos em toneladas em 2024 An+2: somatório dos alimentos - Milho, arroz , feijão, farinha de mandioca, derivados de milho, leite em pó e açúcar mascavo adquiridos em toneladas em 2025 An+3: somatório dos alimentos - Milho, arroz , feijão, farinha de mandioca, derivados de milho, leite em pó e açúcar mascavo adquiridos em toneladas em 2026 An+4: somatório dos alimentos - Milho, arroz , feijão, farinha de mandioca, derivados de milho, leite em pó e açúcar mascavo adquiridos em toneladas em 2027 ";"Base de dados interna da CONAB";"Página eletrônica da CONAB";"A cada ano do PPA, será somado o volume em estoque dos itens: milho, arroz , feijão, farinha de mandioca, derivados de milho, leite em pó e açúcar mascavo em toneladas. O indicador é cumulativo, portanto o valor tende a aumentar com o passar do tempo conforme meta proposta, qual seja 800 mil toneladas de alimentos em estoque por ano do PPA.";"A limitação é a elevação do preço de mercado. Com isso o Governo é impedido de efetuar as compras via AGF. ";;
2024;"5636";"1296";"0072";"0802";9746;"Índice de Execução do Abastecimento do Programa de Venda em Balcão (ProVB)";"IEProvB";60,00;Sim;06/01/2023;"Índice de Execução do Abastecimento do Programa de Venda em Balcão (ProVB)";"Relação entre a quantidade de milho demandada e a recebida nas Unidades de Venda do ProVB";"Janeiro a Dezembro";"5º dia útil do ano posterior";"Índice de Execução do Abastecimento do Programa de Venda em Balcão (ProVB)";"Quanto maior melhor";;"QR: Quantidade de grãos recebida,  QD: Quantidade de grãos demandada ";"Demandas oficiais encaminhadas pela Supab (Ofícios, E-mails etc), Planilha de Controle de Remoções da Sulog, e Notas Fiscais de Entrada de grãos (em caso de compra com entrega no destino)";"Sistema Geplanes (Gestão de Planejamento Estratégico)";"O numerador (QR) será mensurado a partir da soma de todos os volumes recebidos na(s) unidade(s) atendidas pelo(s) Aviso(s) (Remoção ou Compra Pública) respectivo(s), vinculado(s) à demanda da Supab. O denominador (QD) será auferido a partir da soma das demandas acumuladas até o momento da mensuração. Esse total deverá ser multiplicado por 100 para se obter o valor em percentual.";;;
2024;"5636";"1296";"0072";"0810";9756;"Quantidade de toneladas disponibilizadas";"CeasaDisp";1.153.044,00;Não;31/12/2022;"Quantidade de toneladas disponibilizadas";"Quantidade de alimentos em toneladas disponibilizados";"01/01/2022 a 31/12/2022";"janeiro do ano subsequente";"Quantidade de toneladas disponibilizadas";"Quanto maior melhor";;"An+1: Somatório de quantidade de alimentos disponibilizados pela CEASA-MG e CEAGESP em 2024 An+2: Somatório de quantidade de alimentos disponibilizados pela CEASA-MG e CEAGESP em 2025 An+3: Somatório de quantidade de alimentos disponibilizados pela CEASA-MG e CEAGESP em 2026 An+4: Somatório de quantidade de alimentos disponibilizados pela CEASA-MG e CEAGESP em 2027";"base de dados de CEASA-MG e CEAGESP";"boletim publicado na pagina eletrônica da CEASA-MG e CEAGESP ";"somatório da quantidade de alimentos disponibilizados pela CEASA-MG e CEAGESP em cada ano do PPA.";;;
2024;"5636";"1296";"0072";"0817";9765;"Capacidade estática cadastrada";"CadArmaz";20,00;Sim;31/12/2022;"Capacidade estática cadastrada";"Cadastramento e levantamento de dados das unidades armazenadoras, alimentação e atualização do banco de dados dos armazéns do País com vistas a manter, atualizar e administrar o Sistema Nacional de Cadastro das Unidades Armazenadoras.";"jan-dez";"Janeiro do ano de referência";"Capacidade estática cadastrada";"Quanto maior melhor";;"Capacidade estática ";"Sicarm - Sistema de Cadastro Nacional de Unidades Armazenadoras";"Relatório de gestão da CONAB, página eletrônica da CONAB, base de dados da CONAB";"Relatório do Sicarm da capacidade estática atualizada dividido pela capacidade total no 1º ano de apuração do indicador. O percentual da meta será acumulativo de forma anual, até atingir 80%";"2 casas decimais";;
2024;"2224";"1279";"0074";"0333";9265;"Percentual de Implementação da Plurianualidade a Nível de Ação Orçamentária";"PIPLANAO";0,00;Não;;"Percentual de Implementação da Plurianualidade a Nível de Ação Orçamentária";"Este indicador mede o percentual de ações orçamentárias que possuam previsão plurianual. Por meio dessa medida será possível avaliar o grau de implementação do Marco Orçamentário de Médio Prazo.";"Dezembro de 2027";"60 dias após o fim do ano a que se refere o indicador";"Percentual de Implementação da Plurianualidade a Nível de Ação Orçamentária";"Quanto maior melhor";;"(1) Ações orçamentárias no PLOA com previsão plurianual, e   (2) ações orçamentárias no PLOA";"PLOA 2027 e SIOP.";"N/A";"Contagem das ações no PLOA com previsão plurianual. Após, divide-se pelo total de ações no PLOA.";"Não há";"A meta é não anualizada, sendo medida somente em 2027.";
2024;"2224";"1279";"0074";"0335";9268;"Painel de Transparência do Marco Orçamentário de Médio Prazo";"PTMOMT";0,00;Não;;"Painel de Transparência do Marco Orçamentário de Médio Prazo";"A implementação do Painel da Transparência tende a facilitar o acesso do cidadão aos dados orçamentários, possibilitando o acompanhamento das informações relativas às despesas de forma plurianual, além de ser um importante instrumento de avaliação das políticas públicas em andamento.";"Dezembro de 2027";"60 dias após o fim do ano a que se refere o indicador";"Painel de Transparência do Marco Orçamentário de Médio Prazo";"Quanto maior melhor";;"Não se aplica";"Não se aplica";"Site do MPO";"Verificação da entrega e funcionamento do Painel até 2027.";"Não há";"O painel com as informações do orçamento de médio prazo, será disponibilizado até 2027.";
2024;"2224";"1279";"0074";"0338";9271;"Número de Relatórios de Revisão de Gastos para Instância Política";"NRRGIP";0,00;Não;31/12/2022;"Número de Relatórios de Revisão de Gastos para Instância Política";"O relatório de revisão de gastos é importante instrumento de análise de políticas públicas em andamento ao fornecer opções de revisão de gastos para a tomada de decisão política. Com este indicador pretende-se medir a quantidade anual de relatórios elaborados e encaminhados para decisão.";"Janeiro a dezembro de cada ano";"60 dias após o fim do ano a que se refere o indicador";"Número de Relatórios de Revisão de Gastos para Instância Política";"Quanto maior melhor";;"Relatórios levados para decisão da instância política.";"SOF";"N/A";"Contagem do número de relatórios levados para decisão da instância política no ano de referência.";"Não há";"Não há";
2024;"5135";"1285";"0076";"0092";8878;"Número de unidades implantadas";;0,00;Não;26/06/2023;;"Quantidade de unidades implantadas";"05/02/2024";"30 dias após a conclusão do Relatório Anual do Programa Estação Juventude";"Número de unidades implantadas";"Quanto maior melhor";;"acúmulo de unidades implantadas";;;;;;
2024;"5135";"1285";"0076";"0093";8879;"Unidades implantadas nas regiões e territórios";;0,00;Não;;"Unidades implantadas nas regiões e territórios";"Quantidade de unidades implantadas nas regiões e territórios ";"05/02/2024 ";"30 dias após a conclusão do Relatório Anual do Programa Estação Juventude.";"Unidades implantadas nas regiões e territórios";"Quanto maior melhor";;"acúmulo de unidades implantadas";;;;;;
2024;"5135";"1285";"0076";"0094";8880;"Quantidade de equipamentos implantados";;0,00;Não;;"Quantidade de equipamentos implantados";"Quantidade de unidades implantadas nas regiões e territórios";"05/02/2024";"30 dias após a conclusão do Relatório Anual do Programa Estação Juventude.";"Quantidade de equipamentos implantados";"Quanto maior melhor";;"acúmulo de unidades implantadas";;;;;;
2024;"5135";"1285";"0076";"0095";8881;"Número de acessos à rede digital";;0,00;Não;;;"Quantitativo de acessos à rede digital.  ";"05/02/2024 ";"30 dias após a conclusão do Relatório Anual do Programa Estação Juventude.";"Número de acessos à rede digital";"Não se aplica";;;;;;;;
2024;"5135";"1285";"0076";"0096";8882;"Número de jovens beneficiários";;0,00;Não;;"Número de jovens beneficiários";"Quantidade de jovens beneficiados(as) ";"05/02/2024 ";"30 dias após a conclusão do Relatório Anual do Programa Ação Jovem.";"Número de jovens beneficiários";"Não se aplica";;"acúmulo de jovens beneficiários";;;;;;
2024;"5135";"1285";"0076";"0107";8902;"Percentual de jovens cadastrados em relação à base (pessoas com idade entre 15 a 29 anos, pertencentes à família com renda de até dois salários";;400.000,00;Não;;"Percentual de jovens cadastrados em relação à base (pessoas com idade entre 15 a 29 anos, pertencentes à família com renda de até dois salários";"Quantidade de unidades implantadas nas regiões e territórios ";"05/02/2024 ";"30 dias após a conclusão do Relatório Anual do Identidade Jovem.";"Percentual de jovens cadastrados em relação à base (pessoas com idade entre 15 a 29 anos, pertencentes à família com renda de até dois salários";"Quanto maior melhor";;;;;;;;
2024;"5812";"1287";"0077";"0109";8906;"Número de Pessoas LGBTQIA+ atendidas pelo Programa de Integração Profissional";"LGBTQIA+ Atendid";0,00;Não;30/06/2023;"Número de Pessoas LGBTQIA+ atendidas pelo Programa de Integração Profissional";"O indicador 'Número de Pessoas LGBTQIA+ atendidas pelo Programa de Integração Profissional' é utilizado para mensurar a quantidade de indivíduos LGBTQIA+ que foram efetivamente integrados ao programa, proporcionando oportunidades de trabalho e desenvolvimento de habilidades. Esse indicador é importante para avaliar o progresso do programa ao longo do tempo, acompanhando o cumprimento das metas inscritas. Essa meta reflete o compromisso de oferecer oportunidades de trabalho e desenvolvimento de habilidades para a comunidade LGBTQIA+ em situação de vulnerabilidade social.";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de Pessoas LGBTQIA+ atendidas pelo Programa de Integração Profissional";"Quanto maior melhor";;"Pessoas LGBTQIA+ integradas pelo programa de integração profissional ";"Os dados serão obtidos por meio do registro administrativo e acompanhamento do programa de integração profissional para pessoas LGBTQIA+. As informações serão coletadas periodicamente pelo Ministério dos Direitos Humanos e Cidadania para atualizar o número de pessoas integradas.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania.";"Coletar os dados referentes ao número de pessoas LGBTQIA+ integradas pelo programa de integração profissional durante um determinado período, por exemplo, um ano. Somar o número de pessoas LGBTQIA+ integradas no período em questão. O resultado dessa soma será o valor do indicador 'Número de Pessoas LGBTQIA+ Integradas pelo Programa de Integração Profissional' para o período considerado.";"O indicador não leva em consideração outros fatores de avaliação da eficácia do programa, como a qualidade dos empregos obtidos, o nível de satisfação dos participantes, entre outros aspectos relevantes. É importante considerar esses aspectos adicionais ao interpretar os resultados.";"1. O indicador 'Número de Pessoas LGBTQIA+ Integradas pelo Programa de Integração Profissional' é uma ferramenta essencial para monitorar o impacto do programa na inclusão social e profissional da comunidade LGBTQIA+ em situação de vulnerabilidade. 2. É importante lembrar que o indicador não é uma medida compreensiva do sucesso do programa, mas um componente de uma análise mais abrangente do impacto do programa na comunidade. 3. Os resultados do indicador devem ser interpretados juntamente com outros indicadores e informações qualitativas para uma compreensão completa do progresso e dos desafios enfrentados pelo programa. 4. O acompanhamento contínuo do indicador ao longo do tempo permitirá avaliar a evolução do programa e identificar áreas que podem requerer ajustes e melhorias. 5. Além disso, o indicador pode ser usado em conjunto com outras métricas, como taxas de emprego e indicadores de bem-estar social, para uma avaliação mais abrangente do impacto do programa na vida das pessoas LGBTQIA+ em situação de vulnerabilidade.";
2024;"6113";"1276";"0078";"0211";9021;"Taxa anual de efetividade de apoio logístico às pesquisas no Continente Antártico";"TALPANT";100,00;Não;31/12/2023;"Taxa anual de efetividade de apoio logístico às pesquisas no Continente Antártico";"Os dados são obtidos por meio do número de navios em apoio à pesquisa, e transporte de pessoal e material até o Continente Antártico, pelos voos de apoio, e pela capacidade de apoio aos projetos de pesquisas na Estação Antártica Comandante Ferraz (EACF).";"Janeiro a dezembro de cada exercício";"Primeira semana de abril do ano seguinte ao período a que se refere o indicador";"Taxa anual de efetividade de apoio logístico às pesquisas no Continente Antártico";"Quanto maior melhor";;"1 - Nv (Navios ) - Número de navios empregados Qtd Navios = 2 Fator de cálculo (%) = 17,5 2 x 17,5 = 35 %  2 - VAp (Voos de Apoio da FAB) ? Número de voos realizados Qtd de voo = 10 Fator de cálculo (%) = 2 10 x 2 = 20 %  3 - EACF (Estação Antártica Comandante Ferraz) - Número de EACF Qtd de EACF = 1 Fator de cálculo (%) = 45 Projetos atendidos / Projetos planejados x 100 1 x 45 = 45 %";"PROANTAR";"Consulta direta às Divisões de Operações e de Logística do PROANTAR ";"Soma-se as porcentagens dos parâmetros estipulados para cada Operação Antártica. Os parâmetros correspondem aos Navios, os Voos de Apoio e Estação Antártica utilizados nas referidas Operações. Para cada parâmetro foi delimitado um fator de cálculo de acordo com a sua importância para o Programa. Dessa forma, multiplica-se o fator de cálculo pelo parâmetro correspondente, e depois somam-se esses produtos, que resultarão em 100%.";;;
2024;"3101";"1262";"0080";"0147";8951;"Número de unidades consumidoras incluídas no Programa";;;Sim;;"Número de unidades consumidoras incluídas no Programa";"Número de unidades consumidoras incluídas no Programa Tarifa Social de Energia Elétrica";"Semestre do exercício atual";"Final de cada semestre";"Número de unidades consumidoras incluídas no Programa";"Quanto maior melhor";;"Famílias atendidas pelo Programa: famílias que fazem jus a TSEE";"Famílias atendidas pelo Programa: ANEEL";"https://www2.aneel.gov.br/aplicacoes_liferay/relatorios_de_qualidade_v2/";"Número de unidades consumidoras incluídas no Programa";"Requer estabelecimento de premissas para cálculo do público potencial (MDS, ANEEL)";;
2024;"5812";"1287";"0083";"0237";9054;"Número de Centros de Cidadania LGBTQIA+ instalados ou fortalecidos";"NCPDD-LGBTQIA+";0,00;Não;30/06/2023;"Número de Centros de Cidadania LGBTQIA+ instalados ou fortalecidos";"O indicador 'Número de Centros de Cidadania LGBTQIA+ instalados ou fortalecidos' mede a quantidade de centros especializados que foram fortalecidos e/ou implementados com o objetivo de promover, proteger e defender os direitos das pessoas LGBTQIA+. Esses centros funcionam como pontos de referência para a comunidade LGBTQIA+ em busca de apoio, informações e serviços relacionados aos seus direitos. ";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de Centros de Cidadania LGBTQIA+ instalados ou fortalecidos";"Quanto maior melhor";;"Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+  ";"O indicador pode ser obtido através de relatório, registros ou informações disponibilizadas por instituições responsáveis ??pela implementação e monitoramento dos Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania. ";"O procedimento de cálculo consiste no somatório do número de Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+ instalados ou fortalecidos. A contagem deve ser feita com base em dados atualizados, levando em consideração os critérios adotados para identificar um centro como efetivamente instalado. O resultado será o número total de centros instalados em um determinado período de tempo. ";"'Limitações: ? Disponibilidade de dados: As informações sobre o número de Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+ instalados podem estar sujeitas à disponibilidade e qualidade dos dados. É importante garantir que os dados utilizados sejam atualizados para uma análise precisa. ? Abrangência geográfica: O indicador pode variar de acordo com a abrangência geográfica considerada. É necessário definir claramente os critérios de inclusão dos centros e verificar se a contagem está sendo feita de forma consistente em todas as regiões relevantes. ? Definição dos centros: A definição de um Centro de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+ pode variar entre diferentes contextos e jurisdições. É fundamental estabelecer critérios claros para identificar e registrar os centros de forma consistente. Cuidados no uso do Indicador: ? Interpretação adequada: O indicador de número de Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+ instalados por si só não reflete necessariamente a eficácia ou o impacto das ações realizadas. É importante considerar outros indicadores e informações complementares para uma análise mais abrangente e contextualizada. ? Contexto local: O impacto dos Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+ pode variar de acordo com o contexto social, cultural e político de cada região. É necessário levar em consideração as particularidades locais ao interpretar os resultados do indicador. ? Acompanhamento contínuo: O indicador deve ser monitorado ao longo do tempo para acompanhar a evolução do número de centros instalados. Mudanças nas políticas públicas, investimentos e outros fatores podem afetar a implementação de novos centros e a manutenção dos existentes. ? Implantação: A implantação dos centros depende de parcerias e envolvimento de outras instituições e entes federados, o que pode influenciar no alcance da meta pelo Governo Federal.' ";"O indicador 'Número de Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+ instalados' é utilizado para mensurar o esforço de fortalecimento e/ou implementação desses centros, visando à promoção, proteção e defesa dos direitos das pessoas LGBTQIA+. É importante analisar o indicador em conjunto com outras informações para avaliar o impacto desses centros na garantia dos direitos e no bem-estar da comunidade LGBTQIA+. O acompanhamento contínuo e a atualização dos dados são fundamentais para um monitoramento efetivo. As restrições e cuidados mencionados devem ser considerados para uma interpretação adequada dos resultados e para uma utilização responsável do indicador. ";
2024;"5812";"1287";"0083";"0238";9055;"Número de Casas de Acolhimento LGBTQIA+ fortalecidas e/ou implementadas";"NCALGBTQIA+";0,00;Não;30/06/2023;"Número de Casas de Acolhimento LGBTQIA+ fortalecidas e/ou implementadas";"O indicador 'Número de Casas de Acolhimento LGBTQIA+ fortalecidas e/ou implementadas' é utilizado para acompanhar o fortalecimento e/ou implementação de Casas de Acolhimento destinadas a pessoas LGBTQIA+ que foram expulsas do núcleo familiar, romperam seus vínculos familiares e encontram-se em situação de vulnerabilidade social , risco, violência e violação de direitos. O indicador representa a quantidade de Casas de Acolhimento existentes, que oferece suporte e proteção para essa população em situações de extrema necessidade. ";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de Casas de Acolhimento LGBTQIA+ fortalecidas e/ou implementadas";"Quanto maior melhor";;"Casas de acolhimento LGBTQIA+ integradas ou fortalecidas: É uma variável independente que representa o número de casas de acolhimento LGBTQIA+ que foram integradas ou fortalecidas. ";"A fonte de dados pode ser organizações governamentais, organizações da sociedade civil, relatórios de programas ou projetos, entre outros.";"O indicador pode ser obtido através de relatório, registros ou informações disponibilizadas por instituições responsáveis ??pela implementação e monitoramento dos Centros de Promoção e Defesa dos Direitos das Pessoas LGBTQIA+. O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania. ";"O procedimento de cálculo envolve a contagem ou registro do número total de casas de acolhimento LGBTQIA+ implementadas ou fortalecidas. É necessário definir os critérios específicos para identificar e registrar as casas de acolhimento relevantes para o indicador. ";"'Limitações do Indicador: ? O indicador não leva em consideração a capacidade ou infraestrutura das casas de acolhimento LGBTQIA+. Portanto, um maior número de casas não necessariamente garante uma maior capacidade de acolhimento adequado. ? O indicador não avalia a qualidade dos serviços prestados pelas casas de acolhimento. É importante considerar outros indicadores ou controles de avaliação para garantir a eficácia e qualidade dos serviços oferecidos. ? O indicador não captura as necessidades específicas das pessoas LGBTQIA+ em situação de vulnerabilidade. É importante considerar a diversidade de identidades e experiências dentro dessa comunidade para oferecer soluções satisfatórias. Cuidados no Uso do Indicador: ? O indicador deve ser utilizado como uma medida complementar, em conjunto com outros indicadores e informações, para uma avaliação mais abrangente e precisa das políticas e programas relacionados aos direitos LGBTQIA+. ? É importante considerar as particularidades regionais e contextuais ao interpretar os resultados do indicador, pois as necessidades e demandas podem variar de acordo com cada localidade. ? É recomendável atualizar os dados sobre as casas de acolhimento LGBTQIA+, a fim de acompanhar as mudanças e ajustar as estratégias conforme necessário.' ";"'Notas Explicativas: ? O indicador de número de casas de acolhimento LGBTQIA+ busca monitorar o esforço e progresso na implementação ou fortalecer esses espaços de acolhimento para pessoas em situação de vulnerabilidade e risco. ? É importante considerar a participação e os envolvimentos da comunidade LGBTQIA+ no planejamento, implementação e monitoramento das casas de acolhimento. ? Recomenda-se estabelecer critérios claros para a inclusão de casas de acolhimento no indicador, levando em consideração as diretrizes e boas práticas reconhecidas nacional e internacionalmente. ? O indicador pode ser utilizado para monitorar o progresso em relação a metas, permitindo avaliar o impacto das políticas e programas de proteção e promoção dos direitos LGBTQIA+. ? A análise do indicador deve considerar o contexto socioeconômico, cultural e político em que as casas de acolhimento estão inseridas, buscando entender os desafios e oportunidades para o fortalecimento desse tipo de iniciativa.' ";
2024;"5812";"1287";"0083";"0239";9056;"Número de Pessoas Formadas como Defensoras de Direitos Humanos LGBTQIA+";"NPF-DDH LGBTQIA+";0,00;Não;;"Número de Pessoas Formadas como Defensoras de Direitos Humanos LGBTQIA+";"O indicador NPF-DDH LGBTQIA+ representa o número de pessoas que foram formadas pelo programa de formação de Defensores de Direitos Humanos voltados para o segmento LGBTQIA+. Essa formação tem como objetivo capacitar pessoas LGBTQIA+ para atuarem na promoção, proteção e defesa dos direitos humanos dessa comunidade. O indicador é utilizado para monitorar o progresso na formação de defensores de direitos humanos e avaliar o impacto das ações de capacitação. ";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de Pessoas Formadas como Defensoras de Direitos Humanos LGBTQIA+";"Quanto maior melhor";;"Pessoas formadas com defensores de direitos humanos LGTBQIA+ ";"A fonte de dados das variáveis calculadas pode ser o próprio programa de formação, que registra o número de pessoas formadas em cada período.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania. ";"'Coletar os dados do número de pessoas formados em cada período específico de tempo (P1, P2, P3, ..., Pn). Somar todos os valores obtidos para obter o total de pessoas formadas.' ";"'Limitações: O indicador de número de pessoas formadas pelo programa de formação tem algumas restrições, tais como: ? Não considera a qualidade da formação recebida pelas pessoas, focando apenas na quantidade. ? Não reflete necessariamente o impacto das ações dos defensores de direitos humanos LGBTQIA+ formados. ? Não leva em conta outros fatores contextuais que podem influenciar a atuação dos defensores dos direitos humanos LGBTQIA+. Cuidados no uso do Indicador: ? É importante considerar que o número de pessoas formadas pelo programa de formação não é o único indicador que deve ser considerado na avaliação do fortalecimento da atuação dos defensores dos direitos humanos LGBTQIA+. Outros fatores qualitativos, como engajamento, conhecimento e habilidades adquiridas pelos participantes, também devem ser considerados. ? É necessário levar em conta as particularidades e diversidades das pessoas formadas, considerando a interseccionalidade e as diferentes vivências dentro da comunidade LGBTQIA+. ? As informações sobre o indicador devem ser interpretadas com cuidado, considerando o contexto em que o programa de formação está inserido e os objetivos específicos do programa.' ";"'Notas Explicativas: ? O indicador de número de pessoas formadas pelo programa de formação pode ser utilizado como um dos elementos para avaliar o alcance e o impacto das ações de promoção de defensores dos direitos humanos LGBTQIA+. ? É importante realizar análises complementares e qualitativas para compreender a evolução das ações dos defensores de direitos humanos formados, levando em consideração o contexto social, político e cultural. ? A interpretação dos resultados do indicador deve considerar a complexidade e diversidade das realidades vivenciadas pela comunidade LGBTQIA+ e buscar a promoção de ações inclusivas e de respeito aos direitos humanos. ? A análise dos resultados do indicador pode ser utilizada para identificar oportunidades de melhoria no programa de formação e para orientar decisões estratégicas relacionadas à promoção e fortalecimento dos defensores dos direitos humanos LGBTQIA+.' ";
