Exercício;"Código Agenda";"Programa";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;7;"5814";"07A3";"Inserir tema do acolhimento da população em situação de rua nos protocolos de atenção às urgências e emergenciais da UPA 24h.";"Inserção do tema do acolhimento da população em situação de rua nos protocolos de atenção às urgências e emergências da UPA 24h.";"36000";"Ministério da Saúde";"Elaboração e publicação de materiais técnicos de instrução e orientação, considerando as necessidades específicas e o contexto de maior vulnerabilidade que está exposta a população em situação de rua, visando um ambiente seguro e livre de preconceito.";"Não";"Não";
2024;7;"5814";"07A2";"Inserir tema do acolhimento da população em situação de rua nos protocolos de atenção às urgências e emergencias do SAMU 192";"Inserção do tema do acolhimento da população em situação de rua nos protocolos de atenção às urgências e emergências do SAMU 192";"36000";"Ministério da Saúde";"Elaboração e publicação de materiais técnicos de instrução e orientação considerando as necessidades específicas e o contexto de maior vulnerabilidade a que está exposta a população em situação de rua, visando um ambiente seguro e livre de preconceito.";"Não";"Não";
2024;7;"5814";"08A4";"Inserir temas específicos para a população em situação de rua na perspectiva do acesso e assistência/cuidado ofertado pelas especialidades de saúde identificadas como de maiores necessidades em saúde. ";"Elaboração e publicação de documentos e orientações nacionais sobre abordagem, acolhimento, manejo e assistência à saúde da população em situação de ruas nas políticas e programas nacionais da atenção especializada à saúde.";"36000";"Ministério da Saúde";"Ampliação e garantia de acesso da população em situação de ruas aos diferentes serviços de saúde especializados da média e alta complexidade, no lugar certo, em tempo oportuno, com referência territorial, considerando as suas necessidades de saúde.";"Não";"Não";
2024;7;"5814";"099D";"Produzir e distribuir materiais informativos e de comunicação sobre o Programa Moradia Primeiro ";"Produção e distribuição de materiais informativos e de comunicação (cartilhas, manuais, boletins, releases, audiovisual, dentre outros) sobre o Programa Moradia Primeiro a serem enviados para os estados. Esta Medida Institucional faz parte do esforço deste Ministério em fornecer orientações que promovam a compreensão e a relevância das ações e serviços voltados à garantia de direitos das pessoas em situação de rua e a adesão e concretização do Programa Moradia Primeiro.";"81000";" Secretaria Nacional de Promoção e Defesa de Direitos Humanos.";"Materiais produzidos e distribuídos para todos os estados e Distrito Federal.";"Não";"";
2024;7;"5814";"0771";"Revisar e elaborar orientações técnicas no diálogo com o Programa Moradia Primeiro";"Com o objetivo de trazer elementos que estejam em consonância com as novas metodologias de atendimento voltadas para a população em situação de rua, devem ser reformuladas as orientações técnicas dos serviços de assistência social, com destaque para o Programa Moradia Primeiro.";"81000";"Secretaria Nacional de Assistência Social do Ministério do Desenvolvimento Social e Assistência Social, Família e Combate à Fome";"Revisão e atualização das orientações técnicas dos serviços (Serviço Especializado para Pessoas em Situação de Rua, Serviço Especializado em Abordagem Social, Serviço de Acolhimento Institucional para adultos e famílias e Serviço de Acolhimento em República).";"Não";"";
2024;9;"5111";"074D";"A. Aperfeiçoamento da Lei nº 14.113, de 25 de dezembro de 2020, que regulamenta o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb).";"A Lei nº 14.113/2020, que regulamentou o novo Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb), convertido em mecanismo permanente pela Emenda Constitucional nº 108, de 2020, tem por objetivo viabilizar a melhoria da qualidade da educação básica por meio de um financiamento mais equitativo e eficiente.";"26000";"SASE/MEC";"Projeto de Lei voltado ao aprimoramento da lei nº 14.113/2020 aprovado pelo Congresso Nacional.";"Não";"";
2024;9;"5111";"074A";"A. Envio ao Congresso Nacional da proposta do Plano Nacional de Educação (PNE) para o próximo decênio";"O Projeto de Lei do Plano Nacional de Educação 2024- 2034, de iniciativa do Executivo, tem como finalidade precípua estabelecer as diretrizes, objetivos, metas e estratégias para a educação nacional para o próximo decênio, fixando, assim, os parâmetros que deverão orientar os entes federativos na formulação de seus respectivos planos decenais de educação.";"26000";"SASE/MEC";"Projeto de Lei do Plano Nacional de Educação 2024- 2034 aprovado pelo Congresso Nacional.";"Sim";"";
2024;9;"5111";"074C";"A. Institucionalização do Sistema Nacional de Educação (SNE) por meio de lei complementar. ";"Contribuir para aprovação de projeto de lei complementar que institui o Sistema Nacional de Educação, em atendimento ao art. 214 da Constituição Federal e ao Plano Nacional de Educação em vigor (Lei nº 13.005/2014), em consonância com as propostas elaboradas pelo Ministério da Educação a partir do cotejamento das proposições legislativas em tramitação na Câmara e no Senado. A regulamentação do SNE é imprescindível para o desenvolvimento do regime de colaboração entre os entes federativos, o fortalecimento das instâncias de governança democrática e, como corolário, a promoção e garantia da equidade e da qualidade em todos os níveis e modalidades da educação.";"26000";"SASE/MEC";"Sistema Nacional de Educação regulamentado e instituído, fixando parâmetros claros para colaboração entre os entes federativos na gestão de seus sistemas de ensino.";"Sim";"";
2024;9;"5111";"0754";"B. Institucionalização, em ato normativo, da Política Nacional para os Anos Finais do Ensino Fundamental. ";"Edição de normativos e diretrizes detalhando a Política Nacional para os Anos Finais do Ensino Fundamental criado pela Secretaria de Educação Básica e orientando sua implementação. Tal programa é fruto da decisão estratégica do governo federal de, em regime de colaboração com estados e municípios, implementar políticas públicas com vistas à redução das desigualdades educacionais e a garantia do direito de todos os estudantes.";"26000";"SEB/MEC";"Implementação da Política Nacional para os Anos Finais do Ensino Fundamental junto aos sistemas de ensino subnacionais, em busca do atingimento dos resultados estabelecidos nos objetivos específicos do Programa de Educação Básica do PPA, o qual busca a elevação da qualidade e promoção da equidade em todas as etapas da educação básica. Reconhecimento social da importância da articulação entre os entes federados no processo de construção e implementação das políticas públicas de educação básica. Priorização das políticas públicas na agenda política dos governos nacional e subnacionais.";"Não";"";
2024;9;"5111";"0753";"B. Institucionalização, em ato normativo, das diretrizes que regulamentem e orientem a implementação da Política Nacional de Escola em Tempo Integral, considerando a redução das desigualdades. ";"Edição de normativos e diretrizes detalhando a implementação da Política Nacional de Escola em Tempo Integral, instituída pela Lei nº 14.640 de 31 de julho de 2023. Tal política é fruto da decisão estratégica do governo federal de, em regime de colaboração com estados e municípios, fomentar a criação de matrículas em tempo integral em todas as etapas e modalidades da educação básica, na perspectiva da educação integral, com a priorização das escolas que atendam estudantes em situação de maior vulnerabilidade socioeconômica, de forma a reduzir as desigualdades educacionais e garantir o direito de todos os estudantes.";"26000";"SEB/MEC";"Implementação da Política Nacional de Escola em Tempo Integral junto aos sistemas de ensino subnacionais, em busca do atingimento dos resultados estabelecidos nos objetivos específicos do Programa de Educação Básica do PPA, o qual busca a elevação da qualidade e promoção da equidade em todas as etapas da educação básica. Reconhecimento social da importância da articulação entre os entes federados no processo de construção e implementação das políticas públicas de educação básica. Priorização das políticas públicas na agenda política dos governos nacional e subnacionais.";"Não";"";
2024;9;"5111";"0756";"B. Publicação dos atos normativos que regulamentam o Compromisso Nacional Criança Alfabetizada.";"Edição de normativos e diretrizes que regulamentem e orientem a implementação do programa Compromisso Nacional Criança Alfabetizada. Tal programa é fruto da decisão estratégica do governo federal de, em regime de colaboração com estados e municípios, por meio da conjugação dos esforços, garantir o direito à alfabetização de todas as crianças do país.";"26000";"SEB/MEC";"Implementação do programa Compromisso Nacional Criança Alfabetizada junto aos sistemas de ensino subnacionais, em busca do atingimento dos resultados estabelecidos nos objetivos específicos do Programa de Educação Básica do PPA. O referido programa almeja que 100% das crianças brasileiras estejam alfabetizadas ao final do 2° ano do Ensino Fundamental, além da recomposição das aprendizagens, com foco na alfabetização, de 100% das crianças matriculadas no 3°, 4° e 5° ano, afetadas pela pandemia. Além disso, busca o reconhecimento social da importância da articulação entre os entes federados no processo de construção e implementação das políticas públicas de educação básica, e a priorização das políticas públicas na agenda política dos governos nacional e subnacionais.";"Sim";"";
2024;9;"5111";"0755";"B. Revisão do arcabouço normativo que regulamenta a Política Nacional do Ensino Médio, incluindo programas de apoio à permanência estudantil e a interface do ensino médio com a educação profissional e tecnológica. ";"Revisão de normativos para consolidar a nova política do Governo Federal para o Ensino Médio, fruto das contribuições da sociedade à ampla Consulta Pública realizada, considerando ações de apoio à permanência estudantil (Bolsa Permanência) e a interface do ensino médio com a educação profissional-tecnológica.";"26000";"SEB/MEC";"Implementação, em regime de colaboração com os sistemas de ensino, da Política Nacional do Ensino Médio, que estabelece um novo paradigma regulatório para esta etapa de ensino, condizente com as aspirações dos estudantes, professores, gestores e toda a sociedade civil. Espera-se que a implementação dessa Política, ao viabilizar mudanças estruturais (necessárias) para esta etapa de ensino, assegure a oferta de uma educação pública de qualidade e equitativa aos jovens do Brasil.";"Não";"";
2024;9;"5111";"0758";"B. Revisão e institucionalização, em atos normativos, da Estratégia Nacional Escolas Conectadas.";"Revisão e edição de normativos para consolidar a nova política do Governo Federal para o Programa Nacional Escolas Conectadas criado pela Secretaria de Educação Básica e orientando sua implementação. Tal programa é fruto da decisão estratégica do governo federal de, em regime de colaboração com estados e municípios implementar políticas públicas visando à redução das desigualdades educacionais e a garantia do direito de todos os estudantes.";"26000";"SEB/MEC";"Implementação da Estratégia Nacional Escolas Conectadas junto aos sistemas de ensino subnacionais, em busca do atingimento dos resultados estabelecidos nos objetivos específicos do Programa de Educação Básica do PPA, o qual busca a elevação da qualidade e promoção da equidade em todas as etapas da educação básica. Reconhecimento social da importância da articulação entre os entes federados no processo de construção e implementação das políticas públicas de educação básica. Priorização das políticas públicas na agenda política dos governos nacional e subnacionais.";"Não";"";
2024;9;"5111";"075F";"F. Ações intersetoriais para o fortalecimento e o aprimoramento da alimentação escolar indígena e quilombola. ";"Medidas de gestão para contribuir com o fortalecimento e o aprimoramento da oferta da alimentação escolar indígena e quilombola. Essas medidas de gestão serão de responsabilidade do FNDE circunscritas às funções constitucionais da União no que se refere à Educação e à missão do FNDE de prestar assistência técnica e financeira aos entes para uma educação de qualidade.";"26000";"FNDE/MEC";"Construção do Marco de Referência para a Alimentação Escolar Indígena e Quilombola, aprimorar a Resolução quanto à alimentação escolar indígena, elaborar documentos orientativos, a inclusão de ações voltadas à alimentação escolar indígena e quilombola nos Planos de Trabalho dos Cecanes. Para tanto, serão necessária a celebração de ACTs com instituições como Ministério da Igualdade Racial, dos Povos Originários, dos Direitos Humanos e outras entidades relacionadas com o tema.";"Não";"";
2024;9;"5111";"075D";"F. Apoio e articulação à constituição do Sistema Nacional de Alimentação Escolar, com foco no aprimoramento dos critérios de atendimento e na promoção de ações intersetoriais de incentivo à oferta de gêneros alimentícios oriundos da agricultura familiar e ao desenvolvimento de ações de educação alimentar e nutricional, considerando as especificidades, os parâmetros de equidade e a valorização da diversidade. ";"Medidas de gestão para constituir o sistema Nacional da Alimentação Escolar, que, por sua vez, formulará e implementará políticas, planos, programas e ações com vistas em assegurar a oferta da alimentação escolar adequada e saudável, com a participação da sociedade civil organizada, aprimorando mecanismos de financiamento e fortalecendo o regime de colaboração.";"26000";"FNDE/MEC";"Publicação da Lei Nacional ou Decreto do Sistema Nacional da Alimentação Escolar e da respectiva Resolução de regulamentação, bem como elaboração de materiais orientativos para os gestores de todos os níveis da federação. Aprimoramento dos critérios de atendimento do PNAE, a fim de valorizar a diversidade, fortalecer a inclusão, com base na universalidade do atendimento, e implementação de nova Matriz de Distribuição dos Recursos do PNAE, a partir de critérios de equidade. Definição de ações e projetos que contribuam para o fortalecimento e aprimoramento da alimentação escolar como o fomento pelo PAR para: construção, reforma ou ampliação de hortas pedagógicas, salas de aleitamento, cozinhas e refeitórios, aquisição de equipamentos e utensílios de cozinha e refeitórios, e aquisição de caminhão frigorífico.";"Não";"";
2024;9;"5111";"0763";"F. Publicação de resolução para instituir o 5º ciclo do Plano de Ações Articuladas (PAR 5)";"Sendo um dos principais indutores das políticas educacionais no âmbito federal, o PAR é uma ferramenta de gestão de recursos públicos da área de educação que tem sido aprimorada ao longo do tempo. É um divisor na concepção de planejamento e gestão da educação no país, haja vista ter como principais características a celeridade na sua elaboração sem perda da qualidade, ser desburocratizado e, ter eficiência nos resultados de ações planejadas, além de ser um canal de comunicação e interação entre os Estados, os Municípios e o Distrito Federal com o Governo Federal, na busca por uma educação básica de qualidade, programa ao qual a presente medida está vinculada. Desse modo, considerando a necessidade de incorporar critérios objetivos, técnicos e transparentes aos processos de alocação dos recursos do PAR, torna-se indispensável a publicação de resolução para estabelecer critérios para o apoio técnico e financeiro às redes públicas de educação básica dos estados, municípios e do Distrito Federal, no âmbito do quinto ciclo (2025-2028) do Plano de Ações Articuladas ? PAR. Quanto à implementação da medida, há tratativas em andamento, entre a DIGAP/FNDE e a SEB/MEC, com proposta de Portaria para a criação de Grupo de Trabalho com a finalidade de reestruturação do Plano de Ações Articuladas (PAR), a partir da revisão do Quarto Ciclo (2021-2024) e do desenvolvimento do Quinto Ciclo (2025-2028).";"26000";"FNDE/MEC";"A publicação da Resolução possibilitará o atendimento dos entes federados no 5º ciclo do Plano de Ações Articuladas (PAR 5), com iniciativas como aquisição de mobiliários, equipamentos, materiais, bem como construção, reforma e ampliação de unidades escolares, com aplicação de critérios objetivos, técnicos e transparentes aos processos de alocação dos recursos do PAR, buscando ampliar a eficiência, a eficácia, a equidade e a transparência nas transferências de recursos federais. Além da transferência de recursos, a Resolução dispões sobre as etapas do PAR, como importante ferramenta de planejamento e gestão da educação para os entes federados.";"Não";"";
2024;9;"5111";"0760";"F. Revisão da resolução do 4º ciclo do Plano de Ações Articuladas (PAR 4)";"Considerando a necessidade de incorporar critérios objetivos, técnicos e transparentes aos processos de alocação dos recursos do PAR, torna-se indispensável a publicação de nova resolução para revisar os critérios estabelecidos na Resolução CD/FNDE nº 4, de 4 de maio de 2020, para o apoio técnico e financeiro às redes públicas de educação básica dos estados, municípios e do Distrito Federal, no âmbito do quarto ciclo (2021-2024) do Plano de Ações Articuladas ? PAR. Quanto à implementação da medida, há tratativas em andamento, entre a DIGAP/FNDE e a SEB/MEC, com proposta de Portaria para a criação de Grupo de Trabalho com a finalidade de reestruturação do Plano de Ações Articuladas (PAR), a partir da revisão do Quarto Ciclo (2021-2024) e do desenvolvimento do Quinto Ciclo (2025-2028). Além disso, cumpre ressaltar que a referida resolução já está em fase de revisão pelas áreas retromencionadas.";"26000";"FNDE/MEC";"A publicação da Resolução possibilitará a continuidade do atendimento dos entes federados no 4º ciclo do Plano de Ações Articuladas (PAR 4), com iniciativas como aquisição de mobiliários, equipamentos, materiais, bem como construção, reforma e ampliação de unidades escolares, com a aplicação de critérios objetivos, técnicos e transparentes aos processos de alocação dos recursos do PAR, buscando ampliar a eficiência, a eficácia, a equidade e a transparência nas transferências de recursos federais. Além da transferência de recursos, a Resolução dispões sobre as etapas do PAR, como importante ferramenta de planejamento e gestão da educação para os entes federados.";"Não";"";
2024;9;"5111";"075B";"I/D. Aprimoramento do censo escolar para melhorar os indicadores relacionados a Educação Bilingue de Surdos";"Aprimoramento dos formulários do Censo Escolar de 2024, visando a melhoria dos indicadores relativos à educação bilíngue de surdos. Para além disso, cabe registrar o trabalho conjunto com a Comissão Assessora em Educação Especial e Atendimento Especializado em Exames e Avaliações da Educação Básica do Inep como colaboradora convidada, nomeada pela Portaria nº 93/2023 e com a SECADI/MEC, com vistas ao aprimoramento de conceitos e, consequentemente, das informações coletadas.";"26000";"INEP/MEC e SECADI/MEC";"Produção de estatísticas e indicadores para melhor atender à formulação de políticas efetivas por meio de programas e ações para a modalidade da educação bilíngue de surdos.";"Não";"";
2024;9;"5111";"075C";"I. Reestruturação do Banco Nacional de Itens de forma a fortalecer os instrumentos de avaliação da Educação Básica. ";"Aprimorar a qualidade e acurácia de seus instrumentos e a medida de base para atingir tai aspectos relacionados à qualidade dos itens que compõem um instrumento de avaliação. Reestruturar o banco de itens do Inep para aprimorar formas de captação, avaliação e testagem desses itens, adequando-os, cada vez mais, às mais diversas realidades dos estudantes brasileiros. Contar com itens adaptados e que utilizam os mais diversos recursos, garante o atingimento dos mais diversos públicos das avaliações e exames do instituto, além de lapidar a forma de avaliar o desempenho dos estudantes. A partir de uma avaliação acurada, um instrumento de qualidade garante a esses diversos públicos acesso à educação superior, por exemplo. Além disso, a reestruturação visa tornar o banco de itens mais dinâmico e interativo, de forma a oferecer à gestão as ferramentas necessárias para aperfeiçoar e incrementar a qualidade das avaliações e exames que conduz, a geração de relatórios e pontos de controle da composição do banco de itens a cada ciclo avaliativo.";"26000";"INEP/MEC";"O resultado esperado será um novo sistema capaz de integrar funcionalidades que instrumentalizem a gestão de forma a aprimorar o banco de itens a cada ciclo avaliativo. É esperado um razoável impacto financeiro para implementação do sistema que será diluído conforme a utilização do sistema e a economia gerada com a maior precisão no processo de gestão, elaboração e testagem de itens que compõem os exames e avaliações do Inep.";"Não";"";
2024;9;"5128";"05C8";"Regulamentar, por Decreto, a Lei n.º 14.601, de 2023, assim como publicar os diversos instrumentos infralegais que disciplinam o Programa.";"Com a publicação da Lei 14.601/2023, serão necessárias medidas para regulamentar o Programa, em aspectos como elegibilidade, benefícios financeiros, Identificação dos Integrantes das Famílias, condicionalidades, operacionalização e da Gestão, agente operador e pagador, Controle e da participação social, e do Ressarcimento de Recursos Financeiros. Será publicado Decreto devendo, em seguida, ocorrer edição de normas infralegais com os demais disciplinamentos para cada área de abordagem do Programa";"55000";" Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Espera-se que a transferência de renda às famílias atendidas pelo Programa ajude minimizar a severa falta de recursos financeiros, provendo uma subsistência minimamente digna para esse público, ao mesmo tempo em que busca criar as condições para que as gerações futuras tenham melhores condições de saúde e de educação e, assim, maiores chances de superar a situação de pobreza de suas famílias originárias.";"Sim";"";
2024;9;"5129";"0665";"Elaboração de novo formulário e sistema de Cadastro Único, Estabelecer equipe de referência e diretrizes de atendimento do Cadastro Único, Revisão da Portaria nº 2.227/2018, que dispõe sobre os princípios para as ações de avaliação realizadas no âmbito do Ministério do Desenvolvimento Social, Revisão da Portaria 2.527/2018, que dispõe sobre a Política de Monitoramento no âmbito do Ministério do Desenvolvimento Social, e Publicação da Política de Gestão da Informação.";"Para que o Cadastro Único possa possibilitar o acesso das famílias de baixa renda às diferentes políticas sociais, é preciso que o Formulário e o Sistema do Cadastro Único estejam atualizados. Para executar atividades relacionadas à identificação, cadastramento e atualização das famílias de baixa renda, é importante estabelecer diretrizes para o atendimento e estabelecer equipes de referência. E atualizar as Políticas de Avaliação e Monitoramento e instituir a Política da Gestão da Informação.";"55000";"Secretaria de Avaliação, Gestão da Informação e Cadastro Único";"Novo formulário do Cadastro Único publicado, Novo Sistema do Cadastro Único disponibilizado, Equipe de referência e diretrizes de atendimento do Cadastro Único estabelecidos em normativa, Política de Monitoramento e Política de Avaliação revisadas, e Política da Gestão da Informação instituída.";"Sim";"";
2024;9;"5131";"059C";" Atualizar a Norma Operacional Básica/Recursos Humanos (NOB-RH/SUAS)";"Atualização da Norma Operacional Básica de Recursos Humanos do Sistema Único de Assistência Social (SUAS), proporcionando aos gestores, trabalhadores, conselheiros e usuários do Sistema conteúdo atualizado sobre a gestão do trabalho no SUAS.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Aprimorar a gestão do Sistema Único de Assistência Social e a qualidade dos serviços socioassistenciais disponibilizados à sociedade, através da qualificação e valorização dos trabalhadores atuantes no SUAS, almejando assertividade técnico-normativa à realidade contemporânea.";"";"";
2024;9;"5131";"059F";"Construção das Políticas Nacionais de Combate às Discriminações e Promoção da Igualdade Racial no âmbito do SUAS";"Identificar as barreiras discriminatórias que impedem o acesso à Política de Assistência Social em uma perspectiva multifatorial, qualificando os conceitos e matrizes de atendimento, reconhecendo o recorte étnico racial nas condições de vulnerabilidade social, com vistas a evidenciar fenômenos de segregação de direitos e acesso a bens e serviços públicos, ampliando assim a capacidade institucional e metodológica dos processos de atendimento.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Reconhecimento da discriminação como fator de vulnerabilidade social, fragilização e rompimento dos vínculos familiares e comunitários. Combater o racismo institucional, desenvolver e qualificar metodologias de atendimento às populações negras. Qualificar os serviços para o atendimento e identificação de tais fenômenos.";"";"";
2024;9;"5131";"059E";"Construção de parâmetros e orientações para a realização de busca ativa no âmbito da Proteção Social Básica.";"Elaboração e disseminação de orientação técnica e normativos para a realização de busca ativa no âmbito da Proteção Social Básica, contendo parâmetros e sugestões de atividades para execução desta estratégia, de forma a ampliar o alcance dos serviços e programas de Proteção Social Básica ofertados às famílias e pessoas em situações de vulnerabilidade social.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Alcançar todos os órgãos gestores por meio da disseminação de orientações para a realização de busca ativa no âmbito da Proteção Social Básica.";"";"";
2024;9;"5131";"059B";"Produzir e disseminar informações e orientações técnicas com vistas à qualificação da gestão e da execução do Serviço de Convivência e Fortalecimento de Vínculos (SCFV).";"Sistematização de informações e produção de orientações técnicas, em diferentes formatos, para a disseminação entre os gestores e os trabalhadores do SUAS nos estados e municípios, com o objetivo de qualificar o atendimento dos usuários do Serviço de Convivência e Fortalecimento de Vínculos, considerando a diversidade do público.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Ampliação do repertório de informações e orientações técnicas disponíveis acerca do SCFV, para subsidiar a gestão e a execução do serviço nos municípios e no DF.";"";"";
2024;9;"5131";"05A0";"Publicar a normativa de regulamentação do reordenamento do Programa Primeira Infância no SUAS/Criança Feliz.";"O instrumento deverá normatizar o reordenamento do Programa Criança Feliz para o Programa Primeira Infância no SUAS/Criança Feliz, sob a coordenação da Proteção Social Básica, integrada aos demais níveis de proteção e à vigilância socioassistencial, em consonância à Política de Assistência Social e às ações do Serviço de Proteção Social Básica no Domicílio.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Programa Reordenado, com alteração do modelo de gestão, governança, público prioritário, metodologias e periodicidades das visitas domiciliares, entre outras.";"Sim";"";
2024;9;"5131";"059A";"Publicar normativa aprimorando a Portaria Nº 2.689/2018, relativa à supervisão de entidades certificadas com CEBAS.";"Após a publicação de Decreto regulamentador da nova lei de certificação do CEBAS (Lei Complementar Nº 187/2021), será iniciada nova fase de análises processuais pelo MDS. Diante disso, será necessária a atualização da Portaria n° 2.689/2018, adequando-a às novas regras, visando verificar/garantir a manutenção das condições que ensejaram a certificação CEBAS.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"A normativa trata da verificação e qualificação dos serviços, programas, e projetos ofertados pelas entidades de assistência social detentoras de certificação CEBAS, com base na LC nº 187/2021 e Decreto regulamentador (a ser publicado), definindo os procedimentos de acompanhamento, conferência dos requisitos, e forma de manutenção, cancelamento e remodelação da certificação concedida pelo MDS.";"";"";
2024;9;"5131";"05A2";"Publicar nova regulamentação sobre o serviço de proteção do SUAS em situações de calamidades públicas e emergências";"A intensificação e complexidade das situações de emergências e calamidades públicas demandam uma atuação mais abrangente da assistência social, considerando o período que antecede o evento e a fase pós emergência. Nesse sentido, devem ser reformulados os normativos de atuação do SUAS voltados ao atendimento de emergências, inclusive relacionadas a outras situações de calamidade pública e emergência.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Revisão e atualização da Portaria MDS nº 90/2013 e publicação de orientações técnicas sobre a atuação do SUAS nas situações de emergências e calamidades públicas, objetivando melhoria da atuação do SUAS no atendimento dessas situações.";"";"";
2024;9;"5131";"059D";"Reordenar os serviços de acolhimento ofertados pelo SUAS";"Os serviços de acolhimento do SUAS garantem proteção integral a indivíduos e/ou famílias afastados temporariamente do núcleo familiar e/ou comunitário, contemplado crianças e adolescentes em medida protetiva, famílias, pessoas idosas, pessoas com deficiência e mulheres vítimas de violência. É necessário avançar no aprimoramento, conforme os parâmetros da Tipificação Nacional de Serviços Socioassistenciais.";"55000";"SNAS ? Secretaria Nacional de Assistência Social";"Publicação de normativos e orientações técnicas dos serviços de acolhimento do SUAS (Casa-Lar, Abrigo Institucional, Casa de Passagem, República, Residência Inclusiva e Família Acolhedora), objetivando melhoria da atuação do SUAS no atendimento dessas situações";"";"";
2024;9;"5135";"04C6";"Articulação interministerial de promoção do equilíbrio entre trabalho decente, estudos, vida familiar e cuidados.";"Realizar articulação interministerial de promoção do equilíbrio entre trabalho decente, estudos, vida familiar e cuidados para o bem-estar social dos jovens";"20000";"Secretaria Nacional de Juventude, Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome e Ministério do Trabalho e Emprego.";"Articulação interministerial realizada, fortalecendo a transversalidade e a multissetorialidade da política.";"";"";
2024;9;"5135";"04C1";"Articulação Internacional das Políticas Públicas de Juventude.";"Promover a articulação Internacional das Políticas Públicas de Juventude.";"20000";"Secretaria Nacional de Juventude";"Implementar, ao menos, 8 acordos de cooperação internacional, e promover a participação de representantes da juventude brasileira em, ao menos, 20 fóruns internacionais sobre o tema.";"";"";
2024;9;"5135";"04C5";"Avaliação do projeto Estação Juventude";"Monitorar e avaliar a implementação do projeto Estação Juventude nos territórios.";"20000";"Secretaria Nacional de Juventude";"Publicar, ao menos, 4 relatórios sobre a implementação do projeto Estação Juventude, de forma a aprimorar sua execução.";"";"";
2024;9;"5135";"04C0";"Comitê Interministerial da Política Pública de Juventude - COIJUVE";"Realizar reuniões ordinárias do Comitê Interministerial da Política Pública de Juventude - COIJUVE, conforme disposto no Decreto nº 11.572, de 20 de junho de 2023, de forma a fortalecer a articulação transversal e multissetorial das políticas públicas de juventude.";"20000";"Secretaria Nacional de Juventude";"Realizar, no mínimo, 4 reuniões anuais.";"";"";
2024;9;"5135";"04C3";"Conselho Nacional da Juventude (CONJUVE). ";"Realizar reuniões ordinárias e proporcionar apoio logístico, político e institucional ao Conselho Nacional da Juventude (CONJUVE).";"20000";"Secretaria Nacional de Juventude";"Realizara, ao menos, 4 reuniões anuais do Conselho Nacional da Juventude (CONJUVE).";"";"";
2024;9;"5135";"090A";"Criação do Fundo Nacional de Juventude";"O Fundo Nacional de Juventude custeará o fomento de políticas públicas, programas e projetos voltados para a juventude por meio de ações e parcerias com órgãos e entidades federais, estaduais, municipais e com organizações e movimentos da Sociedade Civil nos eixos de Saúde Educação, Desporto, Lazer, Cultura, Direitos Humanos e Meio Ambiente, dentre outros, de forma a garantir a participação juvenil de forma equânime e plural nos espaços de participação e controle social considerando os aspectos e a diversidade de cada região e recorte da população..";"20000";"Secretaria Nacional de Juventude";"Fundo implementado e em execução para fomento de políticas públicas";"Sim";"";
2024;9;"5135";"04BE";"Estatuto da Juventude nos estados e municípios";"Monitorar a implementação e o cumprimento do Estatuto da Juventude (Lei 12.852, de 05 de agosto de 2013) nos estados e municípios.";"20000";"Secretaria Nacional de Juventude";"Acompanhar as ações de gestores das unidades federativas para o cumprimento dos requisitos dispostos no diploma legal.";"Não";"";
2024;9;"5135";"051E";"Fomentar a criação de conselhos estaduais e municipais da juventude.";"Apoio e articulação institucional para fomentar a criação de conselhos estaduais e municipais da juventude.";"20000";"Secretaria Nacional de Juventude";"Conselhos estaduais de juventude criados, regulamentados e em funcionamento em todos os estados brasileiros e em grande parte dos municípios.";"";"";
2024;9;"5135";"051F";"Fomentar o desenvolvimento de Planos Estaduais da Juventude.";"Articulação institucional, apoio e fomento para a formulação e o desenvolvimento de Planos Estaduais da Juventude.";"20000";"Secretaria Nacional de Juventude";"Planos estaduais formalizados e implantados em todas as unidades da Federação.";"";"";
2024;9;"5135";"04BF";"Fórum Nacional de Gestores estaduais e municipais da Juventude (FONAJUVE).";"Realizar reuniões ordinárias do Fórum Nacional de Gestores estaduais e municipais da Juventude (FONAJUVE), de forma a fortalecer a articulação interinstitucional das políticas públicas de juventude, conforme Decreto nº 11.535, de 19 de maio de 2023.";"20000";"Secretaria Nacional de Juventude";"Realizar, no mínimo, 4 reuniões anuais";"Não";"";
