Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;193;"2323";"1330";"0365";"0649";"Revisar os instrumentos que regulamentam as transferências voluntárias no Ministério do Turismo para estabelecer diretrizes que abordem de forma transversal a acessibilidade, inclusão e sustentabilidade, bem como utilizar critérios mais efetivos para alcance da política pública de turismo.";"Segundo estudos, mesmo com as mudanças de planos nacionais, ou mesmo com a permanência das diretrizes políticas, ao longo dos últimos anos, há uma evidência da falta de materialidade nas ações estratégicas do MTur que se dá possivelmente em virtude da quantidade ínfima de recursos em programas estratégicos e na falta de produção de informações e planejamento do turismo no País. Tal situação ocorre pois o MTur conta atualmente com quase a totalidade de seu orçamento advindo de emendas parlamentares, o que dificulta a implementação de políticas de forma autônoma e técnica, enquanto órgão máximo da política de turismo. Dessa forma, há evidente ingerência legislativa nos processos de elaboração do orçamento público destinado ao MTur aliada ao baixo monitoramento do impacto do turismo no país. Diante desse cenário, é evidente a necessidade de se estabelecer um melhor equilíbrio entre o atendimento das demandas parlamentares e a sustentação de políticas públicas para o desenvolvimento do turismo, especialmente aquelas que abordem de forma transversal a acessibilidade, inclusão e sustentabilidade. Portanto, a proposição de revisão dos normativos referentes às transferências voluntárias busca uma melhor definição das regras de aporte de recursos públicos e dos requisitos para priorização de emendas e/ou projetos, os quais devem ser feitos de forma pública e com critérios técnicos, a fim de garantir a soberania do interesse público e o retorno alcançado pelas ações.";"54000";"Secretaria-Executiva";"Busca-se com a implementação da medida, o estabelecimento de diretrizes com critérios técnicos, mais efetivos para alcance da política pública de turismo, que abordem de forma transversal a acessibilidade, inclusão e sustentabilidade na implementação de programas, projetos e ações advindos de transferências voluntárias no âmbito do Ministério do Turismo, proporcionando um turismo mais responsável e sustentável, com respeito ao meio ambiente e com maior democratização do acesso e dos benefícios da atividade turística para a população brasileira.";"Não";"";
2024;193;"3104";"1303";"0162";"0639";"Inclusão da avaliação da acessibilidade no Prêmio Aviação + Brasil ";"Reconhecer medidas implementadas pelos operadores aéreos e aeroportuários relativamente à acessibilidade no transporte aéreo.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil";"Incentivos ao aprimoramento de medidas voltadas para a acessibilidade no transporte aéreo.";"Não";"";
2024;193;"3104";"1303";"0162";"0638";"Revisão da Resolução nº 280/ANAC, de 11 de julho de 2013";"O principal objetivo dessa temática é a efetiva implementação das políticas públicas atuais de acessibilidade no âmbito do setor de transporte aéreo. Em que pese a Agência possuir regulamentação específica sobre o assunto, a Resolução nº 280/2013, que trata dos procedimentos relativos à acessibilidade de passageiros com necessidade de assistência especial, é anterior à Lei de Inclusão da Pessoa com Deficiência (Lei nº 13.14/2015).";"68000";"Agência Nacional de Aviação Civil - ANAC";"Aprimoramento de medidas voltadas para a acessibilidade no transporte aéreo.";"Não";"";
2024;193;"3105";"1297";"0113";"0515";"Adequação de portos e veículos de transporte aquaviário às normas de acessibilidade.";"Promoção de articulação entre a SNPTA, Infra S.A, Antaq e outros agentes intervenientes para a promoção de medidas, normativas ou não, que promovam a acessibilidade no transporte de passageiros.";"68000";"Secretaria Nacional de Portos e Transportes Aquaviários";"Normas de acessibilidade publicadas e medidas implantadas";"Não";"";
2024;193;"5118";"1331";"0473";"0873";" Elaborar e implementar o Novo Plano Viver sem Limite (ações em saúde relativas à atenção especializada à saúde).";"Ações/inciativas que possibilitem a ampliação da oferta de ações e serviços ofertados no âmbito do Sistema Único de Saúde (SUS) às pessoas com deficiência e seus familiares, cuidadores e/ou acompanhantes, a fim de reduzir as distintas barreiras que dificultam o acesso (oferta insuficiente e/ou práticas discriminatórias e capacitistas), com vistas a plena garantia de seus direitos e autonomia.";"36000";"Coordenação-Geral de Saúde da Pessoa com Deficiência - CGSPD/DAET/SAES/MS";"Ampliação do número de pessoas com deficiência, seus familiares, cuidadores e/ou acompanhantes assistidos pelas ações e serviços de saúde ofertados no âmbito do Sistema Único de Saúde (SUS). Redução das barreiras que impeçam ou dificultem o acesso das pessoas com deficiência para seu exercício pleno de cidadania. Letramento anticapacitistas com vistas a redução das violências vísiveis e invisíveis às pessoas com deficiência, seus familiares, cuidadores e/ou acompanhantes.";"Não";"";
2024;193;"5118";"1331";"0473";"0875";" Promover medidas que tornem obrigatório o registro da deficiência nos atendimentos e serviços ofertados no âmbito do Sistema Único de Saúde, inclusive nos sistemas de informação.";"Medida institucional que assegure a inclusão de variável para identificação das pessoas com deficiência nos cadastros e registros dos usuários do Sistema Único de Saúde (SUS), visando à obtenção de dados reais relativos às pessoas com deficiência que acessam os serviços de saúde.";"36000";"Departamento de Atenção Especializada e Temática - DAET/SAES/MS";"Qualificar o registro das informações, a fim de suprir a lacuna relativa à falta de dados sobre as pessoas com deficência que acessam os serviços de saúde.";"Não";"";
2024;193;"5118";"1331";"0473";"0872";"Revisar os atos normativos que definem a Política Nacional de Saúde da Pessoa com Deficiência e a Rede de Cuidados à Pessoa com Deficiência no âmbito do SUS.";"Revisão/atualização da PNSPCD, com auxílio de diferentes atores da sociedade, à luz da intersetorialidade e interseccionalidade acerca da saúde das pessoas com deficiência, bem como o aprimoramento dos dispositivos normativos relativos à RCPD, visando qualificar à operacionalizalção das ações relativas à implantação e implementação da RCPD nos territórios.";"36000";"Departamento de Atenção Especializada e Temática - DAET/SAES/MS";"Publicação de nova portaria com a PNSPCD, adequada ao contexto atual e às reais demandas e necessidades das pessoas com deficiência. Reajuste do custeio mensal direcionado aos serviços da RCPD, Aprimoramento das práticas relativas ao planejamento e execução das ações da RCPD nos territórios pelos agentes envolvidos.";"Não";"";
2024;193;"5118";"1331";"0473";"0876";" Sistematizar bases de dados da rede de cuidado às pessoas com deficiência para subsidiar a tomada de decisão.";"Base de dados consolidada, que forneça dados reais e em tempo oportuno à tomada de decisão, subsidiando a elaboração de estratégias de intervenção baseadas em evidências e nas necessidades de saúde das pessoas com deficiência.";"36000";"Departamento de Atenção Especializada e Temática - DAET/SAES/MS";"Aumento da disponibilidade de informações relativos às pessoas com deficiência, através da interopenalidades entre os sistemas de informação em saúde, possibilitando o reconhecimento da realidade frente a capacidade instalada da RCPD e a identificação das fragilidades e que exigem o desenvolvimento de estratégias de intervenção.";"Não";"";
2024;193;"5126";"1337";"0404";"06CE";"Modelo de gestão sustentável de utilização das instalações esportivas do Legado Olímpico no Rio de Janeiro (Barra e Deodoro) - PAC";"Definição do modelo de gestão sustentável de utilização das instalações esportivas do Legado Olímpico no Rio de Janeiro";"51000";"Secretria-Executiva";"Uso efetivo, perene e sustentável das instalações esportivas do Legado Olímpico no Rio de Janeiro (Barra e Deodoro) com a formalização de instrumentos contratuais e de cooperação.";"Sim";"Sim";
2024;193;"5126";"1337";"0404";"06CD";"Proposta de novos projetos de infraestrutura esportiva alinhados à Rede de Desenvolvimento do Esporte";"Estudo e proposição de novos projetos de infraestrutura esportiva alinhados à Rede de Desenvolvimento do Esporte";"51000";"Secretaria-Executiva";"Novos projetos de infraestrutura esportiva alinhados à Rede de Desenvolvimento do Esporte com o objetivo de incentivar a prática do esporte e atividade física regular.";"Sim";"";
2024;194;"1189";"1319";"0539";"08C7";"Reconstrução do Plano Nacional da Juventudes, Meio Ambiente e Justiça Climática.";"A reconstrução do Plano Nacional da Juventudes, Meio Ambiente e Justiça Climática (PNJMA), que substituirá o Plano Nacional de Juventude e Meio Ambiente, instituído pela Portaria Interministerial nº 390, de 18 de novembro de 2015, auxiliará na desagregação da meta para alcance do número de famílias chefiadas por jovens. Será possível, também, a implementação do Plano a partir de ações do objetivo. O prazo para lançamento do Plano é o segundo semestre de 2024.";"44000";"DGAR/SNPCT/MMA, DEA/SECEX/MMA, SNJ/SG-PR";"Ações formativas para sujeitos da agricultura familiar e camponesa, povos e comunidades tradicionais, que resultarão em fortalecimento de organizações sociais do público específico.";"Não";"";
2024;194;"2310";"1253";"0140";"077A";"Alterar o art. 434 da CLT para aumentar o valor da multa e para excluir o limite de cinco vezes para aplicação da multa per capita contra o empregador que mantém trabalho infantil.";"A exploração do trabalho infantil representa uma grave violação aos direitos fundamentais de crianças e adolescentes e é vedada por disposição Constitucional (art. 7°, inciso XXXIII) e por normas internacionais de que o Brasil é signatário (Conv. n° 138 e 182 da OIT). Por sua vez, os exploradores do trabalho infantil estão sujeitos a multas com valores ínfimos e limitados, conforme previsto no art. 434, da CLT, com redação dada por Decreto-Lei datado de 1967, o que demonstra a defasagem da penalidade imposta por tão grave violação de direito. Insta mencionar que o dispositivo que trata da multa pela infração trabalhista de manter empregado sem registro sofreu recente alteração, passando a contar com um valor atualizado, de monta considerável, per capita e sem limitações. Nesse contexto, a atualização do normativo para valorar a multa em caso de constatação de trabalho infantil, bem como retirar qualquer limitação ao valor se mostra uma política essencial para a intensificação do combate ao trabalho infantil no Brasil.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de Lei que altere a redação do art. 434 da CLT e Portaria que altere a redação da Portaria MTP nº 4.098/2022, para excluir a limitação per capita existente e promover o aumento do valor da multa.";"Não";"";
2024;194;"2310";"1253";"0140";"077F";"Articular, junto à CONAETI, a criação de fluxo nacional de atendimento das crianças e adolescentes submetidas ao trabalho infantil.";"O combate ao trabalho infantil representa um fenômeno complexo, originado em diversas causas, que necessita da combinação de ações de diversos atores, cujos papéis são complementares neste trabalho. Por exemplo, a fiscalização do trabalho retira crianças e adolescentes do trabalho infantil, impõe penalidades aos exploradores, mas, no momento pós-fiscalização, há a necessidade de inclusão dos egressos do trabalho infantil em políticas públicas de proteção social, saúde, educação, etc, de forma que seus direitos fundamentais sejam garantidos na sua totalidade. Neste contexto, a presente medida busca uma atuação eficaz das instituições no enfrentamento ao trabalho infantil, com o correto encaminhamento dos casos de trabalho infantil às instituições voltadas para o seu combate e das crianças e adolescentes retiradas do trabalho infantil aos serviços públicos pertinentes para que recebam a proteção adequada. Elaboração pela CONAETI e aprovação em nível interministerial.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de Portaria interministerial regulamentando o fluxo nacional de atendimento das crianças e adolescentes submetidas ao trabalho infantil. Sem impactos financeiros.";"Não";"";
2024;194;"2310";"1253";"0140";"077B";"Divulgar materiais de comunicação e cursos sobre trabalho infantil (cartilhas Ziraldo e PTS, curso de noções gerais, Lista TIP etc.), bem como o uso do sistema IPÊ. ";"Para a erradicação do trabalho infantil é primordial conhecer tecnicamente o fenômeno, pois somente assim é possível definir e implementar ações eficazes contra essa grave violação de direito. A Auditoria Fiscal do Trabalho conta com vasto conhecimento no combate ao trabalho infantil, produzindo excelentes materiais sobre o tema, como fôlderes e cards informativos, cartilhas, manuais, bem como cursos e capacitações. Além disso, a Secretaria de Inspeção do Trabalho conta com o Sistema Ipê Trabalho Infantil, um sistema próprio e específico para o recebimento e a gestão de denúncias envolvendo a ocorrência de trabalho infantil em todo o território nacional. Nesse contexto, é essencial que ocorra a ampla disseminação de todo o conhecimento acumulado pela Auditoria Fiscal do Trabalho no combate ao trabalho infantil, bem como de seu canal de denúncias para toda a sociedade, mas em especial os membros da rede de proteção à criança e ao adolescente e demais órgãos e entidades afetos ao tema.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Aumento do recebimento de denúncias qualificadas sobre o trabalho infantil. Pessoas capacitadas, em especial, da rede de proteção à criança e ao adolescente, em noções gerais sobre o trabalho infantil. Impressão e distribuição do Manual de Perguntas e Respostas sobre Trabalho Infantil e Cartilhas do Ziraldo por todo o Brasil. Estima-se um impacto financeiro de R$ 222.000 (5 mil unidades do Manual de Perguntas e Respostas a R$ 40,00 cada e 5 mil unidades de cada Cartilha do Ziraldo a R$2,20 cada).";"Não";"";
2024;194;"2310";"1253";"0140";"077D";"Estabelecer junto com o Ministério da Cidadania um fluxo para acesso às informações do CadÚnico e Programa de Erradicação do Trabalho Infantil - PETI.";"A inspeção do trabalho na atividade de combate ao trabalho infantil realiza, após as ações fiscais, medidas objetivando a garantia dos direitos fundamentais de crianças e adolescentes e a sua inclusão em políticas públicas de proteção social. Para isso, encaminha o Termo de Comunicação de Trabalho Infantil e Pedido de Providências, acompanhado da ficha com os dados da criança e do adolescente retirado do trabalho infantil, para órgãos da rede de proteção à criança e ao adolescente, em especial, as Secretarias de Assistência Social dos Municípios. Nesse contexto, o objetivo desta medida institucional é possibilitar a verificação da inclusão das informações da criança ou do adolescente afastado do trabalho infantil no CadÚnico e PETI para aferição se o fluxo de encaminhamentos entre inspeção do trabalho e assistência social está efetivamente funcionando. Outro objetivo é assegurar que as informações de crianças e adolescentes retirados do trabalho infantil sejam registradas no CadÚnico, caso ainda não estejam.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Portaria interministerial entre o Ministério do Trabalho e Emprego e o Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome para estabelecer um fluxo, integração e coordenação de ações sobre o tema erradicação do trabalho infantil. Não se observa impacto financeiro com o desenvolvimento desta medida.";"Não";"";
2024;194;"2310";"1253";"0140";"077E";"Fomentar, junto à Comissão Nacional de Erradicação do Trabalho Infantil - CONAETI, a elaboração de Plano Nacional de Prevenção e Erradicação do Trabalho Infantil e Proteção ao Adolescente Trabalhador. ";"Conforme disposto no art. 10 do Decreto nº 11.496/2023, compete à CONAETI a elaboração de proposta do Plano Nacional de Erradicação do Trabalho Infantil. Destaca-se que o referido Plano constitui um dos mais importantes instrumentos de gestão para o combate ao trabalho infantil no Brasil. O Plano, que se encontra na sua terceira edição (já sem vigência), tem como finalidade coordenar as intervenções realizadas por diversos atores sociais, assim como definir diretrizes e ações relacionadas à prevenção e eliminação do trabalho infantil e à proteção ao adolescente trabalhador. O Plano preconiza a transversalidade e a intersetorialidade de políticas e ações contra o trabalho infantil. O Plano representa um instrumento fundamental para atender aos compromissos assumidos pelo Brasil nas Convenções nº 138 e 182 da OIT de estabelecimento de programas de ação e políticas para a erradicação do trabalho infantil. Plano a ser elaborado pela CONAETI e submetido, ao final, ao Ministro do Trabalho e Emprego.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Plano Nacional de Prevenção e Erradicação do Trabalho Infantil e Proteção ao Adolescente Trabalhador. Sem impactos financeiros.";"Sim";"";
2024;194;"2310";"1253";"0140";"077C";"Publicar, em conjunto com outros órgãos, normativo de cadastro público de empregadores que tenham submetido crianças e adolescentes à situação de trabalho infantil .";"A chamada ?lista suja do trabalho escravo? é considerada pela ONU e OIT como uma política exemplar, que contribui de forma efetiva para prevenir este tipo de violação, pois: expõe publicamente os exploradores de mão de obra e acarreta dificuldades em obter crédito de instituições financeiras, prestar serviços e vender produtos. Com base nesta exitosa experiência e considerando-se que a criança e o adolescente são figuras dotadas de uma vulnerabilidade extrema, propõe-se a presente medida. A exploração do trabalho infantil representa uma grave violação aos direitos fundamentais e é vedada por disposição Constitucional (art. 7°, inciso XXXIII) e por normas internacionais de que o Brasil é signatário (Conv. n° 138 e 182 da OIT). A Lei nº 12.527/2011, que regulou o acesso à informação, estabelece em seus arts. 3º, incisos I e II, e 7º, incisos VII, alínea b, o direito fundamental de acesso à informação, a observância da publicidade como preceito geral e a divulgação de informações de interesse público, independente de solicitações, compreendendo, dentre as informações a serem disponibilizadas, o resultado das inspeções realizadas.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de Portaria interministerial regulamentando cadastro público de empregadores que tenham submetido crianças e adolescentes à situação de trabalho infantil. Sem impactos financeiros.";"Não";"";
2024;194;"2310";"1253";"0140";"0779";"Publicar instrução normativa com procedimentos de fiscalização do trabalho infantil doméstico, em economia familiar e sem explorador identificado.";"A atividade de combate ao trabalho infantil é regulamentada no âmbito da Inspeção do Trabalho pela IN nº 02/2021, que reproduziu integralmente o texto da IN nº 102/2013, ou seja, um normativo elaborado há quase uma década. Nesse contexto, o referido normativo encontra-se em parte defasado, tanto em relação à evolução da atuação da inspeção do trabalho, como em relação a novos entendimentos. Por exemplo, já está consolidado o entendimento de que devem ser adotados procedimentos específicos em relação as diferentes formas de trabalho infantil. No entanto, a atual IN estabelece apenas um protocolo de atuação. Outro ponto, é a diferenciação prevista na atual IN quanto aos direitos trabalhistas devidos às crianças ou adolescentes retirados do trabalho infantil com idade inferior a 16 anos e os com 16 e 17 anos, sendo que já há decisão transitada em julgado no âmbito do STF determinando que sejam garantidos os mesmos direitos trabalhistas, independentemente da idade.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de nova instrução normativa e/ou alteração da IN 02/2021, de modo a incorporar novas disposições e atualizar as já existentes, para que as normas que regem a fiscalização do trabalho infantil acompanhem as novas realidades e necessidades da Auditoria-Fiscal do Trabalho. Sem impactos financeiros.";"Não";"";
2024;194;"2310";"1253";"0143";"078C";"Alterar a Portaria nº 671/2021 para devolver a competência da Inspeção do Trabalho para realizar a inspeção prévia das entidades formadoras, prevendo requisitos mais objetivos para validação dessas entidades formadoras de aprendizagem profissional.";"A alteração realizada na Portaria nº 671/2021 promoveu solução de continuidade nos procedimentos da Inspeção do Trabalho quanto à verificação da regularidade no registro de entidades formadoras e cursos de aprendizagem profissional no cadastro nacional ? CNAP. Considerando uma série de limitações estruturais, atualmente há uma grande quantidade de incoerências, inadequações e, em casos extremos, fraudes nas ofertas de cursos em âmbito nacional. Espera-se a regularização desses casos a partir da mudança do normativo, sempre em estreita articulação com a unidade do Ministério do Trabalho e Emprego gestora do cadastro. Ainda, é necessário articulação com as coordenações regionais de fiscalização da atividade de inclusão de aprendizes.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"O resultado esperado imediato é o novo normativo. Entretanto, vários são os resultados mediatos, dentre eles: (a) garantir a regularidade, pelo menos de forma parcial, do atual quantitativo de 54.017 cursos de aprendizagem aprovados no CNAP/eGov (06/2023), (b) estabelecer metodologia de planejamento e execução das fiscalizações, (c) iniciar processos de regularização e/ou descadastramento de entidades e cursos, quando for o caso etc.";"Não";"";
2024;194;"2310";"1253";"0143";"078E";"Atualizar o manual de aprendizagem.";"Nos últimos dois anos, o instituto da aprendizagem profissional sofreu uma série de alterações normativas (Medidas Provisórias, Leis, Decretos, Portarias e Instruções Normativas) que alteraram significativamente fundamentos do instituto. Cumpre destacar que alguns pontos foram alterados e revogados posteriormente. Dessa sorte, cumpre à Auditoria-Fiscal do Trabalho, nos termos do seu regulamento, orientar a sociedade quanto à observância da legislação trabalhista. A ?cartilha? a ser oferecida à sociedade é o resultado esperado de uma série de medidas internas de capacitação, diálogo e harmonização de entendimentos e procedimentos. Articulação necessária com chefias e coordenações de fiscalização.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"O manual de aprendizagem é o resultado dessa inciativa. Entretanto, para a consecução dessa finalidade, outros produtos/serviços devem ser ofertados como etapas anteriores à elaboração da cartilha. Por ilustrativo: (a) elaboração de normativos internos para a padronização e harmonização de entendimentos e processos de trabalho e (b) capacitações internas e diálogos interinstitucionais, especialmente com os fóruns de aprendizagem e com o Ministério Público do Trabalho etc.";"Não";"";
2024;194;"2310";"1253";"0143";"078F";"Criar grupo especial nacional de fiscalização da aprendizagem profissional.";"Trata-se de proposta para a criação de um grupo especial de fiscalização de entidades formadoras, com atuação em todo o território nacional, de forma permanente, com a finalidade de combater irregularidades perpetradas por entidades qualificadas em formação técnico profissional metódica conforme disposto no art. 430 do Decreto-Lei nº 5.452, de 1943 ? CLT, bem como em contratos irregulares de aprendizagem. Essa iniciativa teria como prioridade as fiscalizações com maior complexidade técnica, operacional, com vistas a imprimir o máximo de efetividade à correção de condutas fraudulentas e dolosas no Cadastro Nacional de Aprendizagem Profissional ? CNAP. Articulação necessária com chefias e coordenações de fiscalização.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"A proposta tem como objetivo auxiliar as unidades descentralizadas na consecução da ?Meta de Ações para Fiscalização de Entidades Formadoras de Aprendizes? anualmente estabelecida nas ?diretrizes para o planejamento da inspeção do trabalho?.";"Não";"";
2024;194;"5126";"1337";"0459";"0746";"Criação de Sistema informatizado com diagnósticos sobre o atleta de excelência esportiva - obtenção de dados nacionais sobre esporte com desagregação de gênero, raça/ etnia e outros";"Financiamento, em conjunto com as universidades e institutos federais para o levantamento de dados sobre o perfil socioeconômico, educacional, raça, gênero e região do atleta brasileiro de excelência, desde a fase de especialização esportiva até a fase final da carreira do atleta. Implantação e manutenção do Sistema Nacional de Informações e Indicadores Esportivos (SNIIE)";"51000";"Secretaria Nacional de Esporte de Alto Desempenho";"Sistema de coleta, sistematização e análise de dados sobre atletas, técnicos (raça, gênero, escolaridade, região, nível de renda) e serviços (caracterização da demanda de oferta de bens esportivos), que forneça parâmetros à mensuração da atividade esportiva de excelência para a formulação, monitoramento, gestão e avaliação das políticas públicas do esporte. Esse sistema tem como objetivo principal, assegurar ao poder público e à sociedade civil o acompanhamento do desempenho do Plano Nacional do Esporte (PNEsporte). Os recursos serão aplicados em: ? criação do Sistema de Inteligência Esportiva, ? disponibilizar biblioteca virtual para consulta de estudos, produções, pesquisas e dados relacionados ao esporte de excelência, e ? criar indicadores esportivos e mecanismos de acompanhamento da execução e da revisão do Plano Nacional do Esporte e dos planos de esporte estaduais, distrital e municipais correspondentes";"Não";"";
2024;194;"5661";"1289";"0060";"04FD";"Promover articulação interministerial e interfederativa para promoção de aç?es de acesso e permanência de mulheres jovens e adultas nas áreas científicas e tecnológicas.";"Atuar para fortalecer institucionalmente a presença de mulheres diversas, jovens e adultas nas áreas cientificas e tecnológicas.";"65000";"Secretaria Nacional de Articulação Institucional, Ações Temáticas e Participação Política";"Seminários temáticos e constituição de acordos de cooperação técnica com Ministérios, Secretarias de Estados e Municípios, e Universidade.";"Não";"";
2024;194;"5801";"1336";"0389";"092D";"Criação de Programa de educação contextualizada para jovens e mulheres da pesca artesanal ";"Criação de Programa de educação contextualizada para jovens e mulheres da pesca artesanal";"58000";"Secretaria Nacional de Pesca Artesanal - SNPA";"Desenvolvimento de parâmetros curriculares para a educação básica nas comunidades pesqueiras, educação de jovens e adultos, em especial a alfabetização e o desenvolvimento de educação profissional e tecnológica.";"Sim";"";
2024;194;"5803";"1298";"0206";"08C2";"Acordo de Cooperação Técnica entre MIR e MS dedicado ao aperfeiçoamento do monitoramento de dados e indicadores de saúde da juventude negra ";"Objetiva-se a construção e a publicação de dados para o aprimoramento do serviço de saúde destinado à juventude negra.";"67000";"Secretaria de Políticas de Ações Afirmativas e Combate e Superação do Racismo";"Diagnóstico e monitoramento sobre a situação da saúde da juventude negra no país.";"Não";"";
2024;194;"5803";"1298";"0206";"08C3";"Portaria Interministerial entre MIR, MS e SNJ que estabeleça o recorte de juventude negra para todos os dados oficiais do Ministério da Saúde. ";"Portaria Interministerial entre MIR, MS e SNJ que estabeleça o recorte de juventude negra para todos os dados oficiais do Ministério da Saúde.";"67000";"Secretaria de Políticas de Ações Afirmativas e Combate e Superação do Racismo";"Auxiliar a construção dos dados sobre saúde da juventude negra.";"Não";"";
2024;194;"5803";"1298";"0206";"054E";"Termo de adesão interfederativo para a Promoção da Saúde da Juventude Negra, como forma de mensurar as ações voltadas a esse público, elaborado pelos MIR, MS e SNJ para ações específicas visando a redução das mortes violentas intencionais (MVI) de jovens negras e negros nos municípios.";"Por meio do Termo é possível estabelecer mecanismos, como plano de trabalho, criação de sistema ou formulário para mensurar a efetividade das ações descritas no material orientativo descrito na entrega 1 do presente objetivo específico.";"67000";"Secretaria de Políticas de Ações Afirmativas e Combate e Superação do Racismo";"Ampliar o debate acerca da saúde e especificidade dos cuidados da Juventude Negra, que perpassam desde o debate da saúde sexual e reprodutiva, até os cuidados com a saúde mental.";"Não";"";
2024;194;"5803";"1298";"0207";"08C4";"Programa Integrado e Multissetorial de Serviço de Atenção aos Direitos Humanos da Juventude Negra";"Estruturar política de atenção aos direitos humanos da juventude negra, com material informativo acerca de direitos e serviços disponíveis a essa população.";"81000";"Ministério da Saúde";"Estabelecer um serviço de atenção aos direitos humanos especializado para juventude negra.";"Não";"";
2024;194;"5803";"1298";"0207";"08C6";"Rede de Agentes Multiplicadores(as) Negros(as) dos Direitos Humanos ";"A partir da conclusão do curso de formação, estruturar rede para disseminação de informações, atuação em rede e potencializar as ações territorializadas voltadas ao fortalecimento da juventude negra na reivindicação de apoio dos governos locais na promoção e garantia de direitos.";"81000";"MDHC";"Auxiliar a implementação do Plano Juventude Negra Viva nos territórios, por meio da capilarização de informações e fomentar o debate acerca dos direitos humanos para a juventude negra, bem como atuando controle social na execução do plano de ações do referido plano.";"Não";"";
2024;194;"5803";"1298";"0221";"08D2";"Instrução Normativa Interministerial entre MIR e Ministério do Esporte que estabeleça priorização nos editais gerais de Programa Segundo Tempo, Programa Esporte e Lazer da Cidade e Programa Skate por Lazer em áreas de periferias urbanas, periurbanas e em territórios rurais em municípios cuja soma das mortes causadas por agressão equivalham a 50% do total de mortes de jovens negros ocorrido no país, segundo os dados do DataSus(SIM). ";"Objetiva-se que nos territórios com maior letalidade da juventude negra se priorize a instalação ou aperfeiçoamento dos equipamentos públicos de prática esportiva, como meio de redução das vulnerabilidades.";"51000";"MESP";"Reduzir a vulnerabilidade da juventude negra nas periferias urbanas, periurbanas e em territórios rurais, bem como fomentar a prática do esporte amador e ampliar as possibilidades de inserção nas modalidades de alto rendimento.";"Não";"";
2024;194;"5804";"1304";"0167";"0596";"Ampliar número de ações afirmativas para estudantes negros nos programas de pós graduação stricto sensu ";"Ampliar número de ações afirmativas para estudantes negros nos programas de pós graduação stricto sensu com medidas e políticas que visem promover a inclusão e a igualdade de oportunidades para estudantes negros que desejem ingressar e progredir em programas de mestrado e doutorado.";"67000";"Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo (SEPAR)";"Espera-se que mais estudantes negros tenham acesso às oportunidades de pós-graduação, superando barreiras históricas e socioeconômicas, o que, deseja-se, contribuirá para uma maior diversidade nos ambientes acadêmicos.";"Não";"";
2024;194;"5804";"1304";"0167";"05B8";"Articulação com o Ministério da Educação e com o Ministério de Ciência e Tecnologia para efetiva implementação da Lei 10.639/2023 e para a garantia da equidade no acesso e na permanência de pessoas negras no ensino básico e superior.";"Criar instrumentos de monitoramento da execução da Lei nº 10.639 nos estados e municípios e fortalecer políticas de apoio - financeiro e social - voltadas a estudantes negros em todos os níveis da educação.";"67000";"Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo (SEPAR)";"Expansão dos cursos de pós-graduação com ações afirmativas. Atuação conjunta para efetiva implementação da Lei 10.639/2003.";"Não";"";
2024;194;"5804";"1304";"0167";"05A1";"Estratégias para ampliação e aperfeiçoamento de políticas de ingresso permanência e assistência estudantil em prol de estudantes negros beneficiados por ações afirmativas.";"Pactuação de parcerias entre o MIR e outros ministérios e órgãos da administração pública federal, bem como com instituições privadas, para criação e fortalecimento de programas de assistência estudantil que promova a entrada e a permanência a jovens estudantes negros cotistas.";"67000";"Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo (SEPAR)";"Aumento da inclusão e do sucesso acadêmico dos estudantes negros.";"Sim";"";
