"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Código Entrega";"Enunciado Entrega";"Plano Regional de Desenvolvimento";"Código - Ação Indicativa";"Descrição - Ação Indicativa";
2025;"1144";"1255";"0525";"2026";"Campanhas de promoção dos produtos orgânicos realizadas, estimulando o seu consumo e divulgando os princípios agroecológicos.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.1.3.6-AI";"Apoio a atividades agropecuárias sustentáveis de convivência com o semiárido";
2025;"1144";"1255";"0525";"2026";"Campanhas de promoção dos produtos orgânicos realizadas, estimulando o seu consumo e divulgando os princípios agroecológicos.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.3.4.1-AI";"Apoiar projetos de bioeconomia e economia verde";
2025;"5812";"1287";"0083";"0237";"Fortalecimento e/ou implementação de Centros de Cidadania LGBTQIA+, para promoção, proteção e defesa dos direitos das pessoas LGBTQIA+, com equipes volantes.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.10.1-AI";"Apoiar o fortalecimento e/ou implementação de Casas de Acolhimento de pessoas LGBTQIA+ expulsas do núcleo familiar com vínculos familiares rompidos, bem como de campanhas de conscientização contra a violência e de formação de defensores de Direitos Humanos LGBTQIA+";
2025;"5812";"1287";"0083";"0237";"Fortalecimento e/ou implementação de Centros de Cidadania LGBTQIA+, para promoção, proteção e defesa dos direitos das pessoas LGBTQIA+, com equipes volantes.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.9.2-AI";"Apoiar políticas de proteção, promoção e defesa dos direitos das pessoas LGBTQIA+";
2025;"5812";"1287";"0083";"0237";"Fortalecimento e/ou implementação de Centros de Cidadania LGBTQIA+, para promoção, proteção e defesa dos direitos das pessoas LGBTQIA+, com equipes volantes.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.2-AI";"Prover infraestruturas e serviços para a promoção e valorização dos direitos humanos e da cultura da paz";
2025;"5812";"1287";"0083";"0238";"Fortalecimento e/ou implementação de Casas de Acolhimento de pessoas LGBTQIA+ expulsas do núcleo familiar com vínculos familiares rompidos";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.10.1-AI";"Apoiar o fortalecimento e/ou implementação de Casas de Acolhimento de pessoas LGBTQIA+ expulsas do núcleo familiar com vínculos familiares rompidos, bem como de campanhas de conscientização contra a violência e de formação de defensores de Direitos Humanos LGBTQIA+";
2025;"5812";"1287";"0083";"0238";"Fortalecimento e/ou implementação de Casas de Acolhimento de pessoas LGBTQIA+ expulsas do núcleo familiar com vínculos familiares rompidos";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.2-AI";"Prover infraestruturas e serviços para a promoção e valorização dos direitos humanos e da cultura da paz";
2025;"5812";"1287";"0083";"0246";"Adesões de entidades à Rede Nacional de Proteção, Promoção e Defesa das Pessoas LGBTQIA+";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.5.1-AI";"Apoiar a integração de ações, em rede, de proteção, promoção e defesa das pessoas LGBTQIA+";
2025;"5812";"1287";"0083";"2191";"Campanhas de conscientização sobre prevenção às diversas formas de violência e discursos de ódio contra pessoas LGBTQIA+.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.11.3-AI";"Apoiar a implementação do Programa Cidadania Marajó";
2025;"5812";"1287";"0083";"2191";"Campanhas de conscientização sobre prevenção às diversas formas de violência e discursos de ódio contra pessoas LGBTQIA+.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.9.2-AI";"Apoiar políticas de proteção, promoção e defesa dos direitos das pessoas LGBTQIA+";
2025;"5812";"1287";"0083";"2191";"Campanhas de conscientização sobre prevenção às diversas formas de violência e discursos de ódio contra pessoas LGBTQIA+.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.3-AI";"Realizar ações de comunicação e difusão para a promoção e valorização dos direitos humanos e da cultura da paz, com especial atenção às populações em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5812";"1287";"0083";"2193";"Formação para lideranças LGBTQIA+ do campo, inclusive lideranças indígenas, para o combate à violência e aos crimes de ódio, com base na autogestão e autoproteção voltadas para as particularidades territoriais e regionais.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.10.1-AI";"Apoiar o fortalecimento e/ou implementação de Casas de Acolhimento de pessoas LGBTQIA+ expulsas do núcleo familiar com vínculos familiares rompidos, bem como de campanhas de conscientização contra a violência e de formação de defensores de Direitos Humanos LGBTQIA+";
2025;"5812";"1287";"0083";"2193";"Formação para lideranças LGBTQIA+ do campo, inclusive lideranças indígenas, para o combate à violência e aos crimes de ódio, com base na autogestão e autoproteção voltadas para as particularidades territoriais e regionais.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.9.2-AI";"Apoiar políticas de proteção, promoção e defesa dos direitos das pessoas LGBTQIA+";
2025;"5812";"1287";"0083";"2193";"Formação para lideranças LGBTQIA+ do campo, inclusive lideranças indígenas, para o combate à violência e aos crimes de ódio, com base na autogestão e autoproteção voltadas para as particularidades territoriais e regionais.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5111";"1281";"0463";"1575";"Apoio técnico aos municípios para estruturação ou revisão dos Planos de Carreira e Remuneração (PCRs) para os profissionais do magistério público da educação básica";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.3-AI";"Ampliar o rendimento médio mensal dos profissionais do magistério da educação básica";
2025;"5812";"1287";"0077";"0109";"Implementação de um programa de integração profissional para pessoas LGBTQIA+ em situação de vulnerabilidade social";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.6.2-AI";"Apoiar a implementação de um programa de integração profissional para pessoas em situação de vulnerabilidade social";
2025;"5812";"1287";"0077";"0109";"Implementação de um programa de integração profissional para pessoas LGBTQIA+ em situação de vulnerabilidade social";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.9.1-AI";"Apoiar e incentivar políticas e programas de valorização de instituições promotoras de inclusão e integração profissional no ambiente de trabalho de pessoas LGBTQIA+ e, daqueles em situação de vulnerabilidade social";
2025;"5812";"1287";"0077";"0109";"Implementação de um programa de integração profissional para pessoas LGBTQIA+ em situação de vulnerabilidade social";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.5.1-AI";"Apoiar a integração de ações, em rede, de proteção, promoção e defesa das pessoas LGBTQIA+";
2025;"5111";"1281";"0454";"1470";"Oferta de cursos de formação continuada em competências digitais, tecnologia e inovação.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.3.3-AI";"Apoiar a qualificação dos profissionais da educação em ações de formação inicial e continuada visando a melhoria das práticas pedagógicas, da gestão escolar e do desenvolvimento integral do educando";
2025;"5111";"1281";"0454";"1470";"Oferta de cursos de formação continuada em competências digitais, tecnologia e inovação.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.1.3.1-AI";"Promover a formação continuada de professores do ensino básico da Educação Básica";
2025;"5811";"1315";"0199";"0930";"Capacitação de agentes públicos(as) e conselheiros(as) de direitos na temática dos direitos das pessoas com deficiência.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5812";"1287";"0083";"0239";"Promoção de formação de pessoas LGBTQIA+ para atuação enquanto Defensores de Direitos Humanos voltados para o segmento LGBTQIA+.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.10.1-AI";"Apoiar o fortalecimento e/ou implementação de Casas de Acolhimento de pessoas LGBTQIA+ expulsas do núcleo familiar com vínculos familiares rompidos, bem como de campanhas de conscientização contra a violência e de formação de defensores de Direitos Humanos LGBTQIA+";
2025;"5812";"1287";"0083";"0239";"Promoção de formação de pessoas LGBTQIA+ para atuação enquanto Defensores de Direitos Humanos voltados para o segmento LGBTQIA+.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.9.2-AI";"Apoiar políticas de proteção, promoção e defesa dos direitos das pessoas LGBTQIA+";
2025;"5812";"1287";"0083";"0239";"Promoção de formação de pessoas LGBTQIA+ para atuação enquanto Defensores de Direitos Humanos voltados para o segmento LGBTQIA+.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5814";"1314";"0224";"0409";"Formação sociopolítica e em direitos humanos das pessoas em situação de rua.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5814";"1314";"0224";"0411";"Criação de pontos de apoio nos municípios com serviços gratuitos para a população em situação de rua, tais como de bagageiro para guardar pertences pessoais, documentos e outros itens, estações de acesso e utilização gratuita de bebedouros, banheiros com chuveiro e lavanderias.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.9.2-AI";"Auxiliar a criação de pontos de apoio nos municípios com serviços gratuitos para a população em situação de rua tais como estrutura para higiene, descanso e outros";
2025;"5814";"1314";"0224";"0411";"Criação de pontos de apoio nos municípios com serviços gratuitos para a população em situação de rua, tais como de bagageiro para guardar pertences pessoais, documentos e outros itens, estações de acesso e utilização gratuita de bebedouros, banheiros com chuveiro e lavanderias.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.8.2-AI";"Apoiar a implementação de equipamentos e serviços para a população em situação de rua no Centro-Oeste brasileiro";
2025;"5814";"1314";"0224";"0411";"Criação de pontos de apoio nos municípios com serviços gratuitos para a população em situação de rua, tais como de bagageiro para guardar pertences pessoais, documentos e outros itens, estações de acesso e utilização gratuita de bebedouros, banheiros com chuveiro e lavanderias.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.4.1-AI";"Prover infraestrutura e serviços para população em situação de rua";
2025;"5815";"1299";"0090";"0141";"Capacitação de agentes públicas(os) e conselheiras(os) de direitos sobre educação em direitos humanos da pessoa idosa";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.5.3-AI";"Apoiar a articulação de políticas de direitos humanos e ações integradas de proteção social, no território, destinadas a pessoa idosa";
2025;"5815";"1299";"0090";"0141";"Capacitação de agentes públicas(os) e conselheiras(os) de direitos sobre educação em direitos humanos da pessoa idosa";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.1.1-AI";"Divulgar e Incentivar a participação de agentes públicas(os), lideranças comunitárias, gestores e sociedade em geral em eventos de Capacitação sobre direitos humanos da pessoa idosa";
2025;"5815";"1299";"0090";"0141";"Capacitação de agentes públicas(os) e conselheiras(os) de direitos sobre educação em direitos humanos da pessoa idosa";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5815";"1299";"0090";"0249";"Equipagem de órgãos estaduais e municipais de proteção, promoção e defesa dos direitos humanos da pessoa idosa, dentre esses conselhos direitos e órgãos governamentais.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.5.1-AI";"Incentivar a integração e transparência na atuação dos conselhos de direitos da pessoa idosa";
2025;"5815";"1299";"0090";"0249";"Equipagem de órgãos estaduais e municipais de proteção, promoção e defesa dos direitos humanos da pessoa idosa, dentre esses conselhos direitos e órgãos governamentais.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.1.3-AI";"Incentivar a integração e transparência na atuação dos conselhos de direitos da pessoa idosa";
2025;"5815";"1299";"0090";"0249";"Equipagem de órgãos estaduais e municipais de proteção, promoção e defesa dos direitos humanos da pessoa idosa, dentre esses conselhos direitos e órgãos governamentais.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.2-AI";"Prover infraestruturas e serviços para a promoção e valorização dos direitos humanos e da cultura da paz";
2025;"5815";"1299";"0090";"0250";"Produção e distribuição de cartilha de orientação para criação de órgãos estaduais e municipais de proteção, promoção e defesa dos direitos humanos da pessoa idosa.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.5.3-AI";"Apoiar a articulação de políticas de direitos humanos e ações integradas de proteção social, no território, destinadas a pessoa idosa";
2025;"5815";"1299";"0090";"0250";"Produção e distribuição de cartilha de orientação para criação de órgãos estaduais e municipais de proteção, promoção e defesa dos direitos humanos da pessoa idosa.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.1.2-AI";"Apoiar a divulgação de campanhas de proteção, promoção e defesa dos direitos humanos da pessoa idosa, dentre elas, o enfrentamento ao idadismo, a criação de órgãos e fóruns relacionados à proteção dos direitos humanos da pessoa idosa, e do Desenho Universal, na perspectiva das pessoas idosas";
2025;"5815";"1299";"0090";"0250";"Produção e distribuição de cartilha de orientação para criação de órgãos estaduais e municipais de proteção, promoção e defesa dos direitos humanos da pessoa idosa.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.3.2-AI";"Apoiar a articulação de políticas de direitos humanos e ações integradas de proteção social, no território, destinadas a pessoa idosa";
2025;"5837";"1325";"0301";"1515";"Capacitação de representantes da sociedade civil organizada, de membros de colegiados de participação social e de agentes públicos para a promoção e defesa de direitos humanos.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5837";"1325";"0301";"1517";"Campanhas e ações de conscientização e sensibilização para a promoção, proteção e defesa de direitos humanos.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.11.3-AI";"Apoiar a implementação do Programa Cidadania Marajó";
2025;"5837";"1325";"0301";"1517";"Campanhas e ações de conscientização e sensibilização para a promoção, proteção e defesa de direitos humanos.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.3-AI";"Realizar ações de comunicação e difusão para a promoção e valorização dos direitos humanos e da cultura da paz, com especial atenção às populações em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5837";"1325";"0302";"1521";"Ações itinerantes para acesso à documentação básica voltadas a públicos vulnerabilizados de todas as faixas etárias e origens";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.11.3-AI";"Apoiar a implementação do Programa Cidadania Marajó";
2025;"5837";"1325";"0307";"1578";"Produção e divulgação de materiais informativos sobre Direitos Humanos, relacionados aos públicos atendidos pelo Ministério dos Direitos Humanos e da Cidadania";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.3-AI";"Realizar ações de comunicação e difusão para a promoção e valorização dos direitos humanos e da cultura da paz, com especial atenção às populações em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5837";"1325";"0467";"1532";"Ampliação do alcance da Ouvidoria Nacional de Direitos Humanos (ONDH) por meio da oferta de ações de ouvidoria itinerante";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.11.1-AI";"Incentivar a adesão a ações Integradas intersetoriais e interfederativas para a prevenção e enfrentamento às violências em contexto de grandes eventos e grandes empreendimentos";
2025;"5837";"1325";"0307";"1577";"Ampliação de informações e indicadores de Direitos Humanos produzidos e disponibilizados para a sociedade pelo ObservaDH";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.4.1.4-AI";"Produzir, gerir e divulgar dados, informações e conhecimentos sobre a Política Nacional dos Direitos da Criança e do Adolescente e a Política Nacional de Educação Especial, em articulação com as esferas estadual, distrital e municipal, inclusive sobre o aprimoramento dos sistemas de informação";
2025;"5837";"1325";"0304";"1528";"Criação de equipamentos estaduais ou regionais do Ministério dos Direitos Humanos e da Cidadania (MDHC)";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.11.2-AI";"Apoiar a implantação de equipamentos estaduais ou Regionais do Ministério dos Direitos Humanos e da Cidadania";
2025;"5837";"1325";"0304";"1528";"Criação de equipamentos estaduais ou regionais do Ministério dos Direitos Humanos e da Cidadania (MDHC)";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.6.1-AI";"Apoiar projetos/iniciativas para consolidação e capilarização de políticas de promoção da cidadania e dos direito humanos, em articulação com estados e municípios";
2025;"5837";"1325";"0304";"1533";"Realização das conferências de direitos humanos.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.6.1-AI";"Apoiar projetos/iniciativas para consolidação e capilarização de políticas de promoção da cidadania e dos direito humanos, em articulação com estados e municípios";
2025;"5816";"1313";"0191";"0656";"Equipagem de programas socioeducativos para qualificação do atendimento ofertado e adequação nos parâmetros legais";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.7.1-AI";"Apoiar a equipagem dos espaços integrados de atendimento inicial de adolescentes e jovens";
2025;"5816";"1313";"0191";"0656";"Equipagem de programas socioeducativos para qualificação do atendimento ofertado e adequação nos parâmetros legais";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.2.1-AI";"Prover infraestrutura, qualificar vagas e serviços, para adolescentes e jovens, em programas de atendimento e pós-atendimento socioeducativo";
2025;"5816";"1313";"0191";"0659";"Entrega de unidades de atendimento socioeducativo dentro dos padrões SINASE";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.2.1-AI";"Prover infraestrutura, qualificar vagas e serviços, para adolescentes e jovens, em programas de atendimento e pós-atendimento socioeducativo";
2025;"5816";"1313";"0193";"0677";"Campanhas sistemáticas de prevenção às diferentes formas de violência contra crianças e adolescentes";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.3-AI";"Realizar ações de comunicação e difusão para a promoção e valorização dos direitos humanos e da cultura da paz, com especial atenção às populações em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5816";"1313";"0193";"0684";"Equipagem de Centros Integrados de escuta protegida de crianças e adolescentes";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.11.3-AI";"Apoiar a implementação do Programa Cidadania Marajó";
2025;"5816";"1313";"0193";"0684";"Equipagem de Centros Integrados de escuta protegida de crianças e adolescentes";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.2-AI";"Prover infraestruturas e serviços para a promoção e valorização dos direitos humanos e da cultura da paz";
2025;"5116";"1250";"0123";"0002";"Redução do tempo médio de tramitação dos inquéritos policiais de crimes cibernéticos";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.1.3-AI";"Articular a rede de proteção para tornar mais preciso e eficiente o enfrentamento à exploração sexual de crianças e às demais violações de direitos, com a constante interação com o Sistema de Garantia de Direitos da Criança e do Adolescente";
2025;"5116";"1250";"0123";"0002";"Redução do tempo médio de tramitação dos inquéritos policiais de crimes cibernéticos";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.4.5.1-AI";"Articular a rede de proteção para tornar mais preciso e eficiente o enfrentamento à exploração sexual de crianças e às demais violações de direitos, com a constante interação com o Sistema de Garantia de Direitos da Criança e do Adolescente.";
2025;"2321";"1270";"0056";"0060";"PISF - Recuperação da Galeria Monteiro";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.4-AI";"Segurança de barragens";
2025;"2321";"1270";"0055";"0066";"Reabilitação da infraestrutura de uso comum de 39 PPIs da Codevasf";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.1.2.1-AI";"Apoiar a implementação de Polos e Projeto Público de irrigação";
2025;"2321";"1270";"0056";"0067";"Implantação da Barragem Panelas II, no município de Cupira, Pernambuco";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.3-AI";"Construção de barragens";
2025;"2321";"1270";"0056";"0069";"Implementação da Barragem Gatos, município de Lagoa dos Gatos, Pernambuco";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.3-AI";"Construção de barragens";
2025;"2321";"1270";"0056";"0075";"Implantação do Ramal do Salgado";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.2-AI";"Construção de canais e ramais";
2025;"2321";"1270";"0056";"0102";"Implementação do Ramal do Apodi";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.2-AI";"Construção de canais e ramais";
2025;"2321";"1270";"0056";"0105";"Implantação de Infraestrutura de Abastecimento de Águas ao Longo dos Canais do PISF - PBA 15.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.2-AI";"Construção de canais e ramais";
2025;"2321";"1270";"0056";"0117";"Implantação da Barragem de Tinguis";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.3-AI";"Construção de barragens";
2025;"2321";"1270";"0056";"0118";"Implantação da Adutora da Fé - 1ª Etapa.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.1-AI";"Construção de adutoras";
2025;"2321";"1270";"0056";"0120";"Implantação da Adutora de Curimatá";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.1-AI";"Construção de adutoras";
2025;"2321";"1270";"0056";"0123";"Implantação da 1ª e 2ª Etapa do Sistema Adutor em localidades rurais, no município de São Raimundo Nonato/PI";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.1-AI";"Construção de adutoras";
2025;"2321";"1270";"0054";"0153";"Implantação de Sistemas de Dessalinização de Águas Salobras e Salinas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.6.1.5-AI";"Implantação de sistemas simplificados de abastecimento de água, cisternas, dessalinizadores e perfuração de poços (pex: Água Para Todos e Programa Água Doce)";
2025;"5116";"1250";"0117";"0199";"Capacitação de servidores e convidados em Polícia Judiciária";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.1.1-AI";"Promover ações para a prevenção da criminalidade, combate ao crime organizado e tráfico de drogas e de armas";
2025;"3105";"1297";"0075";"0218";"IP4 de São Gabriel Cachoeira/AM: Construção";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.2.3-AI";"Criação, ampliação e/ou modernização de portos para passageiros e cargas";
2025;"2305";"1251";"0097";"0221";"Projetos de pesquisa, desenvolvimento e inovação em telecomunicações contratados via Fundo para o Desenvolvimento Tecnológico das Telecomunicações (Funttel).";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.3.2-AI";"Apoiar projetos de P,D & I em telecomunicações";
2025;"2305";"1251";"0151";"0235";"Capacitar pessoas em habilidades digitais";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.3.1-AI";"Apoiar projetos de capacitação em TIC para a inclusão digital";
2025;"2305";"1251";"0151";"0235";"Capacitar pessoas em habilidades digitais";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.3.3-AI";"Ampliar infraestrutura tecnológica voltada à inclusão digital para inserção de comunidades na rede de tecnologias da informação e comunicação";
2025;"2305";"1251";"0151";"0235";"Capacitar pessoas em habilidades digitais";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.4.4-AI";"Capacitar pessoas em habilidades digitais ";
2025;"5815";"1299";"0093";"0254";"Realização de projetos voltados à educação midiática das pessoas idosas.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.5.2-AI";"Apoiar projetos e iniciativas relacionadas à promoção do direito ao envelhecimento ativo e saudável";
2025;"5815";"1299";"0093";"0254";"Realização de projetos voltados à educação midiática das pessoas idosas.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.1.4-AI";"Apoiar projetos e iniciativas relacionadas à promoção do direito ao envelhecimento ativo e saudável ";
2025;"5815";"1299";"0093";"0254";"Realização de projetos voltados à educação midiática das pessoas idosas.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.3.3.1-AI";"Apoiar projetos e iniciativas relacionadas à promoção do direito ao envelhecimento ativo e saudável na rede de cidades polo do Nordeste";
2025;"5815";"1299";"0093";"0255";"Realização de Campanhas de enfrentamento ao idadismo.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.5.4-AI";"Apoiar Campanhas de enfrentamento ao idadismo no mercado de trabalho";
2025;"5815";"1299";"0093";"0255";"Realização de Campanhas de enfrentamento ao idadismo.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.1.6-AI";"Apoiar Campanhas de enfrentamento ao idadismo no mercado de trabalho";
2025;"5815";"1299";"0093";"0255";"Realização de Campanhas de enfrentamento ao idadismo.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.3-AI";"Realizar ações de comunicação e difusão para a promoção e valorização dos direitos humanos e da cultura da paz, com especial atenção às populações em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
2025;"5815";"1299";"0093";"0256";"Capacitação de lideranças comunitárias, professores e sociedade em geral em direitos humanos da pessoa idosa.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.5.2-AI";"Apoiar projetos e iniciativas relacionadas à promoção do direito ao envelhecimento ativo e saudável";
2025;"5815";"1299";"0093";"0256";"Capacitação de lideranças comunitárias, professores e sociedade em geral em direitos humanos da pessoa idosa.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.1.1-AI";"Divulgar e Incentivar a participação de agentes públicas(os), lideranças comunitárias, gestores e sociedade em geral em eventos de Capacitação sobre direitos humanos da pessoa idosa";
2025;"5815";"1299";"0093";"0256";"Capacitação de lideranças comunitárias, professores e sociedade em geral em direitos humanos da pessoa idosa.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.2.1-AI";"Promover capacitações de agentes públicos e da sociedade para promover a valorização dos direitos humanos e da cultura da paz, com especial atenção à população em situação de rua, pessoa idosa, crianças e adolescentes, pessoas com deficiência, pessoas negras e indígenas, povos e comunidades tradicionais, pessoas LGBTQIA+, migrantes e refugiadas";
