"Exercício";"Programa";"Ação Não-Orçamentária";"Título";"Descrição";"Tipo";"Responsável pela informação";"Tributo";"Valor Total";"Valor Previsto para o 1o. Ano do PPA";"Valor Previsto para o 2o. Ano do PPA";"Valor Previsto para o 3o. Ano do PPA";"Valor Previsto para o 4o. Ano do PPA";"Valor Previsto para 2028";"Produto";"Especificação do Produto";"Unidade de Medida";"Meta Física";"Função";"Subfunção";"Início da  Vigência";"Término da vigência";"Vigência indeterminada";"Fonte dos Dados";"Base Legal";"Tipo de beneficiário";"Descrição do beneficiário";"Total de beneficiários previstos 1° Ano de PPA";"Total de beneficiários previstos 2° Ano de PPA";"Total de beneficiários previstos 3° Ano de PPA";"Total de beneficiários previstos 4° Ano de PPA";
2025;"5126";"011U";;"Incentivo ao Desporto - Desporto e Lazer - Dedução do IRPF devido dos valores despendidos a título de patrocínio ou doação no apoio direto a projetos desportivos e paradesportivos previamente aprovados pelo Ministério do Esporte, limitada a 6% (seis por cento) do IR devido conjuntamente com as deduções de que trata o art. 22 da Lei nº 9.532/1997. Dedução do IRPJ devido dos valores despendidos a título de patrocínio ou doação, no apoio direto a projetos desportivos e paradesportivos previamente aprovados pelo Ministério do Esporte. Limite individual de 1% do IR devido. O adicional não é dedutível.";"Subsídio Tributário";"31000";"Outros";3.499.994.819,08;802.276.931,06;850.261.871,10;896.587.075,15;950.868.941,77;;;;;;"";"";;;"";;;"";;;;;;
2025;"1149";"011T";;"Horário Eleitoral Gratuito - Direitos da Cidadania - As emissoras de rádio e televisão obrigadas à divulgação gratuita da propaganda partidária e eleitoral, de plebiscitos e referendos poderão efetuar a compensação compensação fiscal pela cedência do horário gratuito. O valor da compensação será apurado de acordo com os critérios dispostos no art. 2º do Decreto 7.791/2012 e poderá ser excluido do lucro líquido para determinação do lucro real, ou da base de cálculo dos recolhimentos mensais, ou da base de cálculo do IRPJ incidente sobre o lucro presumido. Aplica-se também às empresas concessionárias de serviços públicos de telecomunicações, obrigadas ao tráfego gratuito de sinais de televisão e rádio. Aplica-se também aos comunicados, às instruções e a outras requisições da Justiça Eleitoral, relativos aos programas partidários e eleitorais.";"Subsídio Tributário";"31000";"Outros";3.385.381.057,66;565.701.237,21;752.180.876,62;1.003.259.018,23;1.064.239.925,60;;;;;;"";"";;;"";;;"";;;;;;
2025;"2310";"011V";;"Indenizações por Rescisão de Contrato de Trabalho - Trabalho - Isenção do Imposto de Renda da Pessoa Física de: indenização e aviso prévio não trabalhado pagos por despedida ou rescisão de contrato de trabalho assalariado, até o limite garantido pela lei trabalhista ou por dissídio coletivo e convenções trabalhistas homologados pela Justiça do Trabalho, verbas especiais indenizatórias pagas em decorrência de incentivo à demissão voluntária (PDV), indenização por acidente de trabalho, e saque de FGTS.";"Subsídio Tributário";"31000";"Outros";43.975.754.014,42;10.363.290.595,53;10.784.623.663,72;11.197.001.331,37;11.630.838.423,80;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"011X";;"Informática e Automação - Ciência e Tecnologia - Crédito financeiro a título de IRPJ e CSLL concedido para as pessoas jurídicas habilitadas fabricantes de bens de tecnologias da informação e comunicação que investirem em atividades de pesquisa, desenvolvimento e inovação. O valor do crédito financeiro é calculado com base no dispêndio em P&D e no faturamento no mercado interno.";"Subsídio Tributário";"31000";"Outros";37.113.895.658,47;8.504.686.147,44;9.015.215.776,89;9.508.034.321,14;10.085.959.413,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"5815";"011Q";;"Fundos do Idoso - Direitos da Cidadania - Dedução do IRPF Devido, das contribuições feitas aos Fundos controlados pelos Conselhos Municipais, Estaduais e Nacional do Idoso. Dedução limitada a 6% do IR devido conjuntamente com as deduções de que trata o art. 22 da Lei nº 9.532/97. Dedução do IRPJ devido do total das doações feitas aos Fundos Nacional, Estaduais ou Municipais do Idoso devidamente comprovadas, vedada a dedução como despesa operacional. Limite individual de 1% do IR devido.";"Subsídio Tributário";"31000";"Outros";1.858.532.670,29;426.290.171,37;451.595.541,53;476.031.050,41;504.615.906,98;;;;;;"";"";;;"";;;"";;;;;;
2025;"3101";"0121";;"Investimentos em Infra-Estrutura - Energia - Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos serão tributados, exclusivamente na fonte, à alíquota de 15% (quinze por cento), quando auferidos por pessoa jurídica. Emissão até 31/12/2030. Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos por pessoa física ficam sujeitos à incidência do imposto sobre a renda, exclusivamente na fonte à alíquota zero. Emissão até 31/12/2030.";"Subsídio Tributário";"31000";"Outros";2.900.016.688,04;691.612.038,52;702.934.480,78;731.186.150,22;774.284.018,50;;;;;;"";"";;;"";;;"";;;;;;
2025;"3106";"0123";;"Investimentos em Infra-Estrutura - Transporte - Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos serão tributados, exclusivamente na fonte, à alíquota de 15% (quinze por cento), quando auferidos por pessoa jurídica. Emissão até 31/12/2030. Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos por pessoa física ficam sujeitos à incidência do imposto sobre a renda, exclusivamente na fonte à alíquota zero. Emissão até 31/12/2030.";"Subsídio Tributário";"31000";"Outros";1.004.606.052,63;239.005.767,04;243.538.288,84;253.544.144,28;268.517.852,47;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"011Z";;"Investimentos em Infra-Estrutura - Agricultura - Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos serão tributados, exclusivamente na fonte, à alíquota de 15% (quinze por cento), quando auferidos por pessoa jurídica. Emissão até 31/12/2030. Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos por pessoa física ficam sujeitos à incidência do imposto sobre a renda, exclusivamente na fonte à alíquota zero. Emissão até 31/12/2030.";"Subsídio Tributário";"31000";"Outros";0,00;0,00;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2322";"0122";;"Investimentos em Infra-Estrutura - Saneamento - Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos serão tributados, exclusivamente na fonte, à alíquota de 15% (quinze por cento), quando auferidos por pessoa jurídica. Emissão até 31/12/2030. Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos por pessoa física ficam sujeitos à incidência do imposto sobre a renda, exclusivamente na fonte à alíquota zero. Emissão até 31/12/2030.";"Subsídio Tributário";"31000";"Outros";209.924.998,28;49.416.245,25;50.919.556,20;53.210.072,73;56.379.124,10;;;;;;"";"";;;"";;;"";;;;;;
2025;"2305";"0120";;"Investimentos em Infra-Estrutura - Comunicações - Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos serão tributados, exclusivamente na fonte, à alíquota de 15% (quinze por cento), quando auferidos por pessoa jurídica. Emissão até 31/12/2030. Debêntures de sociedades de propósito específico para investimento na área de infraestrutura. Os rendimentos auferidos por pessoa física ficam sujeitos à incidência do imposto sobre a renda, exclusivamente na fonte à alíquota zero. Emissão até 31/12/2030.";"Subsídio Tributário";"31000";"Outros";89.833.208,94;20.966.081,01;21.800.009,11;22.848.620,39;24.218.498,42;;;;;;"";"";;;"";;;"";;;;;;
2025;"5117";"012A";;"Medicamentos - Saúde - Crédito presumido de PIS/COFINS para as pessoas jurídicas que procedam à industrialização ou à importação de medicamentos.";"Subsídio Tributário";"31000";"Outros";40.022.461.082,32;9.171.186.810,60;9.721.725.951,36;10.253.166.013,32;10.876.382.307,04;;;;;;"";"";;;"";;;"";;;;;;
2025;"2310";"012B";;"MEI - Microempreendedor Individual - Trabalho - Redução da alíquota (5%) da contribuição previdenciária do segurado microempreendedor individual.";"Subsídio Tributário";"31000";"Outros";27.528.699.753,88;6.487.391.101,31;6.751.144.430,63;7.009.291.704,11;7.280.872.517,83;;;;;;"";"";;;"";;;"";;;;;;
2025;"5125";"0127";;"Livros - Cultura - Redução a zero das alíquotas do PIS/Cofins incidentes sobre a importação e venda interna de livros em geral.";"Subsídio Tributário";"31000";"Outros";7.941.824.342,53;1.819.876.956,41;1.929.122.740,68;2.034.578.614,87;2.158.246.030,57;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"012C";;"Mercadorias Norte e Nordeste - Agricultura - Não incidência do AFRMM sobre as mercadorias transportadas por meio fluvial e lacustre, exceto graneis liquidos, transportados no âmbito das Regiões Norte e Nordeste. Não incidência sobre mercadorias cuja origem ou destino final seja porto localizado na Região Norte ou Nordeste do País, nas navegações de cabotagem, quando o descarregamento tiver início até 08 de janeiro de 2022. Não incidência sobre mercadorias cuja origem ou destino seja porto localizado na Região Norte ou Nordeste do país, nas navegações realizadas em casco com fundo duplo, destinadas ao transporte de combustíveis quando o descarregamento tiver início até 08 de janeiro de 2022.";"Subsídio Tributário";"31000";"Outros";378.907.082,85;86.826.935,34;92.039.088,07;97.070.422,93;102.970.636,50;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013V";;"Zona Franca de Manaus - Matéria-Prima Produzida na ZFM - Agricultura - Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre as receitas decorrentes da comercialização de matérias-primas, produtos intermediários e materiais de embalagem, produzidos na Zona Franca de Manaus, para emprego em processo de industrialização por estabelecimentos industriais instalados na própria ZFM com projetos aprovados pela SUFRAMA.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"0124";;"Investimentos em Pesquisa, Desenvolvimento e Inovação - Ciência e Tecnologia - Debêntures de sociedades de propósito específico para investimento na Produção Econômica Intensiva em Pesquisa, Desenvolvimento e Inovação. Os rendimentos auferidos serão tributados, exclusivamente na fonte, à alíquota de 15% (quinze por cento), quando auferidos por pessoa jurídica. Emissão até 31/12/2030. Debêntures de sociedades de propósito específico para investimento na Produção Econômica Intensiva em Pesquisa, Desenvolvimento e Inovação. Os rendimentos auferidos por pessoa física ficam sujeitos à incidência do imposto sobre a renda, exclusivamente na fonte à alíquota zero. Emissão até 31/12/2030.";"Subsídio Tributário";"31000";"Outros";0,00;0,00;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"3104";"0126";;"Leasing de Aeronaves - Transporte - Redução a zero da alíquota do imposto de renda retido na fonte incidentesobre crédito, entrega, emprego ou remessa, por fonte situada no País, a pessoa jurídica domiciliada no exterior, a título de contraprestação de contrato de arrendamento mercantil de aeronave ou dos motores a ela destinados, celebrado por empresa de transporte aéreo público regular, de passageiros ou de cargas, até 31 de dezembro de 2023. Redução para 1% em 2024, 2% em 2025 e 3% em 2026. A MPV 1049 que dispõe sobre redução de alíquotas de 01/01/22 a 31/12/24 ainda está em tramitação.";"Subsídio Tributário";"31000";"Outros";1.035.553.037,46;334.659.402,45;343.773.329,46;357.120.305,55;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"5125";"0128";;"Livros, Jornais e Periódicos - Cultura - Isenção de AFRMM sobre livros, jornais e periódicos, bem como o papel destinado a sua impressão.";"Subsídio Tributário";"31000";"Outros";81.081.238,25;18.579.846,48;19.695.180,07;20.771.820,97;22.034.390,72;;;;;;"";"";;;"";;;"";;;;;;
2025;"5136";"0125";;"ITR - Organização Agrária - Isenção do ITR para o imóvel rural compreendido em programa oficial de reforma agrária, caracterizado pelas autoridades competentes como assentamento, que, cumulativamente, atenda aos seguintes requisitos: a) seja explorado por associação ou cooperativa de produção, b) a fração ideal por família assentada não ultrapasse os limites estabelecidos, c) o assentado não possua outro imóvel. Isenção do ITR para o conjunto de imóveis rurais de um mesmo proprietário, cuja área total observe o limite de 30, 50 ou 100 ha, dependendo da localização do imóvel, desde que, cumulativamente, o proprietário: a) o explore só ou com sua família, admitida ajuda eventual de terceiros, b) não possua imóvel urbano. Isenção do ITR para imóveis rurais oficialmente reconhecidos como áreas ocupadas por remanescentes de comunidades de quilombos que estejam sob a ocupação direta e sejam explorados, individual ou coletivamente, pelos membros destas comunidades.";"Subsídio Tributário";"31000";"Outros";251.687.295,77;60.081.642,91;61.975.234,75;63.819.109,48;65.811.308,64;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"012D";;"Mercadorias Norte e Nordeste - Comércio e Serviço - Não incidência do AFRMM sobre as mercadorias transportadas por meio fluvial e lacustre, exceto graneis liquidos, transportados no âmbito das Regiões Norte e Nordeste. Não incidência sobre mercadorias cuja origem ou destino final seja porto localizado na Região Norte ou Nordeste do País, nas navegações de cabotagem, quando o descarregamento tiver início até 08 de janeiro de 2022. Não incidência sobre mercadorias cuja origem ou destino seja porto localizado na Região Norte ou Nordeste do país, nas navegações realizadas em casco com fundo duplo, destinadas ao transporte de combustíveis quando o descarregamento tiver início até 08 de janeiro de 2022.";"Subsídio Tributário";"31000";"Outros";5.532.043.409,58;1.267.673.256,01;1.343.770.685,87;1.417.228.174,81;1.503.371.292,88;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"012E";;"Mercadorias Norte e Nordeste - Indústria - Não incidência do AFRMM sobre as mercadorias transportadas por meio fluvial e lacustre, exceto graneis liquidos, transportados no âmbito das Regiões Norte e Nordeste. Não incidência sobre mercadorias cuja origem ou destino final seja porto localizado na Região Norte ou Nordeste do País, nas navegações de cabotagem, quando o descarregamento tiver início até 08 de janeiro de 2022. Não incidência sobre mercadorias cuja origem ou destino seja porto localizado na Região Norte ou Nordeste do país, nas navegações realizadas em casco com fundo duplo, destinadas ao transporte de combustíveis quando o descarregamento tiver início até 08 de janeiro de 2022.";"Subsídio Tributário";"31000";"Outros";1.667.191.164,53;382.038.515,51;404.971.987,52;427.109.860,90;453.070.800,59;;;;;;"";"";;;"";;;"";;;;;;
2025;"2320";"012F";;"Minha Casa, Minha Vida - Habitação - Redução para 1% da alíquota do regime especial de tributação (RET) incidente sobre as receitas decorrentes dos projetos de incorporação de imóveis residenciais de interesse social, no âmbito do programa Minha Casa, Minha Vida, com valor comercial até limite estabelecido em lei. Cabe ao IRPJ 0,31%. Cabe ao PIS 0,09%. Cabe a CSLL 0,16%. Cabe a COFINS 0,44%.";"Subsídio Tributário";"31000";"Outros";1.249.804.913,56;286.394.040,47;303.586.049,78;320.181.640,92;339.643.182,39;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"012G";;"Motocicletas - Transporte - Redução a zero da alíquota incidente na operação de crédito relativa a financiamento para aquisição de motocicleta, motoneta e ciclomotor, em que o mutuário seja pessoa física.";"Subsídio Tributário";"31000";"Outros";1.201.958.675,35;275.430.027,34;291.963.875,55;307.924.138,25;326.640.634,20;;;;;;"";"";;;"";;;"";;;;;;
2025;"3103";"012L";;"Petroquímica - Indústria - Redução das alíquotas na importação ou venda no mercado interno de: etano, propano, butano, nafta petroquímica, condensado e correntes gasosas de refinaria - HLR - hidrocarbonetos leves destinado a centrais petroquímicas, eteno, propeno, buteno, butadieno, orto-xileno, benzeno, tolueno, isopreno e paraxileno para indústrias químicas para serem utilizados como insumo. Para 2012 e períodos anteriores 1% e 4,6%. (i) 0,18% e 0,82% para os anos de 2013, 2014 e 2015, (II) 0,54% e 2,46% para o ano de 2016, (III) 0,90% e 4,10% para o ano de 2017, e (IV) 1% e 4,6% a partir do ano de 2018. Desconto de créditos na apuração não-cumulativa a 1,65% e 7,6%.";"Subsídio Tributário";"31000";"Outros";5.157.838.003,54;1.186.690.000,00;1.252.790.000,00;1.319.090.000,00;1.399.268.003,54;;;;;;"";"";;;"";;;"";;;;;;
2025;"2314";"012I";;"PAIT - Planos de Poupança e Investimento - Trabalho - Dedução, como despesa operacional, das contribuições pagas pela pessoa jurídica a plano PAIT por ela instituído, desde que obedeçam a critérios gerais e beneficiem no mínimo 50% dos empregados.";"Subsídio Tributário";"31000";"Outros";26.845.514,85;6.151.676,46;6.520.956,77;6.877.426,15;7.295.455,47;;;;;;"";"";;;"";;;"";;;;;;
2025;"2323";"012J";;"PERSE - Programa Emergencial de Retomada do Setor de Eventos - Comércio e Serviço - Reduz para 0% (zero por cento), pelo prazo de 60 (sessenta) meses, contado do início da produção de efeitos desta Lei, as alíquotas das contribuições PIS, COFINS e CSLL e do IRPJ incidentes sobre o resultado auferido pelas pessoas jurídicas pertencentes ao setor de eventos.";"Subsídio Tributário";"31000";"Outros";13.651.096.905,97;4.295.492.400,87;4.553.347.435,81;4.802.257.069,29;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2324";"012H";;"PADIS - Ciência e Tecnologia - Redução a zero da alíquota do II incidente sobre máquinas, aparelhos, instrumentos e equipamentos, ferramentas computacionais (software) para incorporação no ativo imobilizado. e matéria-prima e insumos importados. Redução em 100% das alíquotas do IR e adicional incidentes sobre o lucro da exploração, nas vendas dos dispositivos efetuadas por pessoa jurídica beneficiária do PADIS. Crédito financeiro a título de IRPJ concedido para empresas habilitadas no PADIS. O valor do crédito financeiro é calculado com base no investimento em pesquisa e desenvolvimento e no faturamento no mercado interno. Redução a zero das alíquotas do IPI na importação ou compra no mercado interno de máquinas, aparelhos, instrumentos, equipamentos, softwares e insumos para incorporação ao ativo imobilizado. Redução a zero das alíquotas do IPI-vinculado, incidente na importação efetuada por pessoa jurídica beneficiária do PADIS, de máquinas, aparelhos, instrumentos, equipamentos, softwares e insumos para incorporação ao ativo imobilizado. Redução a zero das alíquotas do PIS/PASEP e COFINS na importação ou venda no mercado interno de máquinas, aparelhos, instrumentos, equipamentos, softwares e insumos para incorporação ao ativo imobilizado. Crédito financeiro a título de CSLL concedido para empresas habilitadas no PADIS. O valor do crédito financeiro é calculado com base no investimento em pesquisa e desenvolvimento e no faturamento no mercado interno. Redução a zero da alíquota da CIDE-Tecnologia nas remessas ao exterior para pagamento de patentes ou uso de marcas e fornecimento de tecnologia e prestação de assistência técnica, quando efetuadas por pessoa jurídica beneficiária do PADIS.";"Subsídio Tributário";"31000";"Outros";1.478.158.602,32;349.060.400,02;372.454.390,15;395.786.603,35;360.857.208,80;;;;;;"";"";;;"";;;"";;;;;;
2025;"1191";"014N";;"Subsídio ao Financiamento do PRONAF -";"Subsídio Creditício";"35000";"Outros";717.384.256,05;171.362.392,63;166.826.165,61;179.077.482,06;200.118.215,76;;;;;;"";"";;;"";;;"";;;;;;
2025;"5136";"014E";;"Subsídio aos Financiamentos do Fundo de Terras e da Reforma Agrária - Banco da Terra -";"Subsídio Creditício";"35000";"Outros";1.511.601.767,81;450.746.275,37;364.776.526,07;344.254.549,13;351.824.417,23;;;;;;"";"";;;"";;;"";;;;;;
2025;"2304";"014G";;"Subsídio aos Financiamentos do Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT - A Ação Não Orçamentária está zerada em 2026 e 2027 por limitações do SIOP, dado que os valores informados são negativos. O valores informados no cadastro equivalem a: 2026: -151.908.623,14 2027: -368.915.929,37";"Subsídio Creditício";"35000";"Outros";1.008.739.333,83;1.218.716.204,08;310.847.682,27;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"014H";;"Subsídio ao Fundo para o Desenvolvimento Regional com Recursos da Desestatização - FRD -";"Subsídio Creditício";"35000";"Outros";55.288.825,44;18.564.789,48;13.299.015,38;11.721.632,69;11.703.387,88;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"014I";;"Subsídio aos Fundos Constitucionais de Financiamento - FNE, FNO e FCO -";"Subsídio Creditício";"35000";"Outros";85.160.800.966,16;22.260.093.501,32;19.927.015.603,73;20.640.187.267,72;22.333.504.593,39;;;;;;"";"";;;"";;;"";;;;;;
2025;"2310";"014A";;"Subsídio aos Créditos do Fundo de Amparo ao Trabalhador - FAT - A Ação Não Orçamentária está zerada por limitações do SIOP, dado que os valores informados são negativos. O valores informados no cadastro equivalem a: Valor total: -19.621.568.624,63 2024: 5.863.461.727,16 2025:-4.801.796.754,69 2026:-9.393.195.527,66 2027: -11.290.038.069,44";"Subsídio Creditício";"35000";"Outros";0,04;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"5117";"012O";;"Produtos Químicos e Farmacêuticos - Saúde - Redução a zero das alíquotas do PIS/Cofins na importação e venda no mercado interno dos produtos químicos e intemediários de síntese classificados no Capítulo 29 da NCM, produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM. Redução a zero das alíquotas do PIS/Cofins-Importação sobre produtos farmacêuticos classificados posição 30.01, nos itens 3002.10.1, 3002.10.2, 3002.10.3, 3002.20.1 e 3002.20.2, nos códigos 3002.90.20, 3002.90.92, 3002.90.99, na posição 30.03, exceto no código 3003.90.56, na posição 30.04, exceto no código 3004.90.46, no código 3005.10.10, nos itens 3006.30.1 e 3006.30.2, no código 3006.60.00 da NCM.";"Subsídio Tributário";"31000";"Outros";43.363.248.217,57;9.936.731.509,34;10.533.225.697,07;11.109.026.552,29;11.784.264.458,88;;;;;;"";"";;;"";;;"";;;;;;
2025;"2310";"014M";;"Subsídio ao Programa Emergencial de Suporte a Empregos - PESE -";"Subsídio Creditício";"35000";"Outros";135.686.611,71;41.172.839,17;33.445.095,54;30.830.019,77;30.238.657,24;;;;;;"";"";;;"";;;"";;;;;;
2025;"2323";"014F";;"Subsídio aos Financiamentos do Fundo Geral do Turismo - FUNGETUR -";"Subsídio Creditício";"35000";"Outros";632.412.267,71;208.490.123,69;152.484.109,23;135.797.892,47;135.640.142,32;;;;;;"";"";;;"";;;"";;;;;;
2025;"5113";"014B";;"Subsídio ao Fundo de Financiamento ao Estudante do Ensino Superior - FIES -";"Subsídio Creditício";"35000";"Outros";11.346.565.243,71;5.459.518.260,37;3.239.957.283,98;1.884.308.925,25;762.780.774,11;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"014O";;"Subsídio ao Financiamento da Recuperação da Lavoura Cacaueira -";"Subsídio Creditício";"35000";"Outros";29.897.769,48;9.072.199,82;7.369.435,67;6.793.218,67;6.662.915,32;;;;;;"";"";;;"";;;"";;;;;;
2025;"3105";"0149";;"Subsídio aos Créditos do Fundo da Marinha Mercante - FMM - A Ação Não Orçamentária está zerada em 2026 e 2027 por limitações do SIOP, dado que os valores informados são negativos. O valores informados no cadastro equivalem a: 2026: -303.441.535,23 2027: -469.541.782,58";"Subsídio Creditício";"35000";"Outros";192.581.504,78;888.502.504,63;77.062.317,95;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"5133";"012P";;"Programa de Alimentação do Trabalhador - Trabalho - Dedução do IRPJ devido de valor equivalente à aplicação da alíquota cabível sobre a soma das despesas de custeio realizadas, no período-base, em Programas de Alimentação do Trabalhador, previamente aprovados pelo Ministério do Trabalho. Limite individual de 4% do IR devido. Limite conjunto PAT e PDTI/PDTA de 4% do IR devido. O adicional não é dedutível.";"Subsídio Tributário";"31000";"Outros";9.735.917.240,40;2.230.995.130,48;2.364.920.015,83;2.494.198.833,81;2.645.803.260,29;;;;;;"";"";;;"";;;"";;;;;;
2025;"5113";"012T";;"PROUNI - Educação - Isenção do IRPJ e da CSLL à instituição privada de ensino superior, com ou sem fins lucrativo, que aderir ao PROUNI. A isenção recairá sobre o valor do lucro e será calculada na proporção da ocupação efetiva das bolsas devidas. Isenção do PIS-PASEP e COFINS à instituição privada de ensino superior, com ou sem fins lucrativo, que aderir ao PROUNI. A isenção recairá sobre a receita auferida e será calculada na proporção da ocupação efetiva das bolsas devidas.";"Subsídio Tributário";"31000";"Outros";14.847.676.580,02;3.402.359.873,34;3.606.600.864,16;3.803.756.410,03;4.034.959.432,49;;;;;;"";"";;;"";;;"";;;;;;
2025;"5125";"012Q";;"Programa Nacional de Apoio à Cultura - Cultura - Dedução do imposto de renda devido, de 80% das doações e 60% dos patrocínios, em favor de projetos culturais, devidamente aprovados. Dedução do imposto de renda devido, de 100% do valor efetivamente pago, relacionados a produção cultural nos segmentos de artes cênicas, livros de valor artístico, literário ou humanístico, música erudita ou instrumental, exposições de artes visuais, doações de acervos para bibliotecas públicas, museus, arquivos públicos e cinematecas, bem assim treinamento de pessoal e aquisição de equipamentos para a manutenção desses acervos, produção de obras cinematográficas e videofonográficas de curta e média metragem e preservação e difusão de acervo audiovisual e preservação do patrimônio cultural material e imaterial. Dedução imposto de renda devido, de 100% do valor efetivamente pago, relacionados a produção obras cinematográficas e vídeofonográficas brasileiras de longa , média e curta metragens de produção independente, de co-produção de obras cinematográficas e videofonográficas brasileiras de produção independente, de telefilmes, minisséries, documentais, ficcionais, animações e de programas de televisão de caráter educativo e cultural brasileiros de produção independente, aprovados pela Ancine. Dedução limitada: a 6% (seis por cento) do imposto devido pelas pessoas físicas, conjuntamente com as deduções de que trata o art. 22 da Lei nº 9.532/97.";"Subsídio Tributário";"31000";"Outros";9.642.684.255,82;2.211.270.338,19;2.342.860.976,62;2.469.918.959,74;2.618.633.981,27;;;;;;"";"";;;"";;;"";;;;;;
2025;"5125";"012R";;"Programação - Cultura - Isenção da CONDECINE, referente à programação internacional de que trata o inciso XIV do art. 1º, incidente sobre as remessas para o exterior, relativas a rendimentos ou remuneração decorrentes da exploração de obras cinematográficas ou videofonográficas ou por sua aquisição ou importação a preço fixo, bem como qualquer montante referente a aquisição ou licenciamento de qualquer forma de direitos, desde que a programadora beneficiária desta isenção opte por aplicar o valor correspondente a 3% (três por cento) em projetos de produção de obras cinematográficas e videofonográficas brasileiras de longa, média e curta metragens de produção independente, de co-produção de obras cinematográficas e videofonográficas brasileiras de produção independente, de telefilmes, minisséries, documentais, ficcionais, animações e de programas de televisão de caráter educativo e cultural, brasileiros de produção independente, aprovados pela ANCINE. Isenção da CONDECINE, referente à programação de que trata o inciso XV do art. 1º, incidente sobre as remessas para o exterior, relativas a rendimentos ou remuneração decorrentes da exploração de obras cinematográficas ou videofonográficas ou por sua aquisição ou importação a preço fixo, bem como qualquer montante referente a aquisição ou licenciamento de qualquer forma de direitos.";"Subsídio Tributário";"31000";"Outros";71.590.950,49;17.040.955,68;17.505.039,53;18.184.671,50;18.860.283,78;;;;;;"";"";;;"";;;"";;;;;;
2025;"3101";"012Y";;"REIDI - Energia - Suspensão do PIS/PASEP e da COFINS na importação ou venda no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, materiais de construção, serviços e aluguel para utilização ou incorporação em obras de infra-estrutura destinadas ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";4.326.226.027,67;991.359.002,21;1.050.869.504,46;1.108.315.492,68;1.175.682.028,32;;;;;;"";"";;;"";;;"";;;;;;
2025;"2314";"0133";;"Seguro ou Pecúlio Pago por Morte ou Invalidez - Trabalho - Isenção do Imposto de Renda da Pessoa Física incidente sobre o capital das apólices de seguro ou pecúlio pago por morte do segurado e os prêmios de seguro restituídos em qualquer caso, pecúlio recebido de entidade de previdência complementar, em prestação única, em decorrência de morte ou invalidez permanente do participante.";"Subsídio Tributário";"31000";"Outros";8.807.731.785,60;2.075.622.943,31;2.160.010.095,73;2.242.603.606,01;2.329.495.140,55;;;;;;"";"";;;"";;;"";;;;;;
2025;"2322";"012Z";;"REIDI - Saneamento - Suspensão do PIS/PASEP e da COFINS na importação ou venda no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, materiais de construção, serviços e aluguel para utilização ou incorporação em obras de infra-estrutura destinadas ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";0,00;0,00;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
