Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Público";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;217;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;89;"5661";"1289";"0057";11623;"06U0";"Mulheres";"unidade";300,00;350,00;350,00;350,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Jovem";"%";4,00;6,00;8,00;10,00;
2025;89;"5661";"1289";"0060";11628;"0742";"População Negra";"%";7,50;9,50;11,50;13,50;
2025;89;"5838";"1340";"0517";11460;"06UA";"Indígenas";"unidade";30,00;60,00;90,00;120,00;
2025;218;"1191";"1328";"0325";10182;"05EJ";"Mulheres";"%";0,37;0,67;0,70;0,73;
2025;218;"1191";"1328";"0328";10086;"05DL";"Mulheres";;6.905,00;8.526,00;9.990,00;10.948,00;
2025;218;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;218;"1191";"1328";"0330";10532;"05H6";"Mulheres";;23.400,00;3.660,00;8.110,00;12.000,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Homens";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Indígenas";"unidade";189,00;390,00;585,00;1.260,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Jovem";"unidade";315,00;650,00;975,00;2.100,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Mulheres";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Pessoa com Deficiência";"unidade";315,00;650,00;975,00;2.100,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Pessoa Idosa";"unidade";189,00;390,00;585,00;1.260,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"População Negra";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Povos e Comunidades Tradicionais";"unidade";390,00;390,00;585,00;1.260,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Quilombolas";"unidade";315,00;650,00;975,00;2.100,00;
2025;219;"5661";"1289";"0057";11623;"06U0";"Mulheres";"unidade";300,00;350,00;350,00;350,00;
2025;219;"5661";"1289";"0060";11628;"0742";"Jovem";"%";4,00;6,00;8,00;10,00;
2025;219;"5661";"1289";"0060";11628;"0742";"População Negra";"%";7,50;9,50;11,50;13,50;
2025;219;"5838";"1340";"0517";11460;"06UA";"Indígenas";"unidade";30,00;60,00;90,00;120,00;
2025;222;"1617";"1305";"0168";11182;"06RB";"Indígenas";"%";68,50;69,60;70,70;71,40;
2025;223;"1617";"1305";"0513";11193;"06S6";"Indígenas";"unidade";101,00;109,00;116,00;123,00;
2025;223;"1617";"1305";"0514";11222;"06SA";"Indígenas";"unidade";15,00;30,00;45,00;60,00;
2025;224;"5838";"1340";"0516";11284;"06SH";"Indígenas";"unidade";155,00;25,00;35,00;50,00;
2025;224;"5838";"1340";"0519";11306;"06UU";"Indígenas";"unidade";15,00;45,00;70,00;95,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Mulheres";;6.905,00;8.526,00;9.990,00;10.948,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;227;"5838";"1340";"0517";11460;"06UA";"Indígenas";"unidade";30,00;60,00;90,00;120,00;
2025;227;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;229;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;230;"5136";"1327";"0344";10144;"05E7";"Quilombolas";"%";12.000,00;5,00;6,00;7,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Homens";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Indígenas";"unidade";189,00;390,00;585,00;1.260,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Jovem";"unidade";315,00;650,00;975,00;2.100,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Mulheres";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Pessoa com Deficiência";"unidade";315,00;650,00;975,00;2.100,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Pessoa Idosa";"unidade";189,00;390,00;585,00;1.260,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"População Negra";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Povos e Comunidades Tradicionais";"unidade";390,00;390,00;585,00;1.260,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Quilombolas";"unidade";315,00;650,00;975,00;2.100,00;
2025;233;"5126";"1337";"0431";10456;"06P9";"Mulheres";"pessoas/ano";60.000,00;14.533,00;14.533,00;14.533,00;
2025;233;"5126";"1337";"0434";10495;"06QV";"Mulheres";;22.500,00;26.880,00;26.880,00;26.880,00;
2025;233;"5126";"1337";"0459";10650;"06QE";"Homens";"pessoas/ano";7.236,00;9.867,00;10.375,00;10.933,00;
2025;233;"5126";"1337";"0459";10650;"06QE";"Mulheres";"pessoas/ano";7.236,00;9.867,00;10.375,00;10.933,00;
2025;106;"5113";"1329";"0352";9693;"06GT";"População Negra";"%";31,80;33,40;35,10;36,90;
2025;118;"1191";"1328";"0328";10086;"05DL";"Mulheres";;6.905,00;8.526,00;9.990,00;10.948,00;
2025;118;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;118;"1191";"1328";"0330";10532;"05H6";"Mulheres";;23.400,00;3.660,00;8.110,00;12.000,00;
2025;118;"5136";"1327";"0344";10144;"05E7";"Quilombolas";"%";12.000,00;5,00;6,00;7,00;
2025;120;"1191";"1328";"0328";10086;"05DL";"Mulheres";;6.905,00;8.526,00;9.990,00;10.948,00;
2025;120;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;120;"1617";"1305";"0514";11222;"06SA";"Indígenas";"unidade";15,00;30,00;45,00;60,00;
2025;128;"5126";"1337";"0431";10456;"06P9";"Mulheres";"pessoas/ano";60.000,00;14.533,00;14.533,00;14.533,00;
2025;128;"5126";"1337";"0434";10495;"06QV";"Homens";;22.500,00;26.880,00;26.880,00;26.880,00;
2025;128;"5126";"1337";"0434";10495;"06QV";"Mulheres";;22.500,00;26.880,00;26.880,00;26.880,00;
2025;128;"5126";"1337";"0459";10650;"06QE";"Homens";"pessoas/ano";7.236,00;9.867,00;10.375,00;10.933,00;
2025;128;"5126";"1337";"0459";10650;"06QE";"Mulheres";"pessoas/ano";7.236,00;9.867,00;10.375,00;10.933,00;
2025;128;"5136";"1327";"0344";10144;"05E7";"Quilombolas";"%";12.000,00;5,00;6,00;7,00;
2025;128;"5662";"1268";"0026";11374;"06PI";"Mulheres";"unidade";44,00;43,00;45,00;45,00;
2025;128;"5662";"1268";"0026";11374;"06PI";"População Negra";"unidade";26,00;25,00;26,00;18,00;
2025;128;"5816";"1313";"0191";9864;"06I4";"LGBTQIA+";;4,00;2,00;1,00;7,00;
2025;128;"5816";"1313";"0191";9864;"06I4";"Povos e Comunidades Tradicionais";;2,00;1,00;1,00;4,00;
2025;128;"5816";"1313";"0191";9864;"06I4";"Quilombolas";;2,00;1,00;1,00;4,00;
2025;128;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;130;"5838";"1340";"0517";11460;"06UA";"Indígenas";"unidade";30,00;60,00;90,00;120,00;
2025;130;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;3;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;3;"1617";"1305";"0168";11182;"06RB";"Indígenas";"%";68,50;69,60;70,70;71,40;
2025;3;"1617";"1305";"0513";11193;"06S6";"Indígenas";"unidade";101,00;109,00;116,00;123,00;
2025;3;"1617";"1305";"0514";11222;"06SA";"Indígenas";"unidade";15,00;30,00;45,00;60,00;
2025;3;"5838";"1340";"0516";11284;"06SH";"Indígenas";"unidade";155,00;25,00;35,00;50,00;
2025;3;"5838";"1340";"0517";11460;"06UA";"Indígenas";"unidade";30,00;60,00;90,00;120,00;
2025;3;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;3;"5838";"1340";"0519";11306;"06UU";"Indígenas";"unidade";15,00;45,00;70,00;95,00;
2025;132;"5126";"1337";"0431";10456;"06P9";"Mulheres";"pessoas/ano";60.000,00;14.533,00;14.533,00;14.533,00;
2025;132;"5126";"1337";"0434";10495;"06QV";"Homens";;22.500,00;26.880,00;26.880,00;26.880,00;
2025;132;"5126";"1337";"0434";10495;"06QV";"Mulheres";;22.500,00;26.880,00;26.880,00;26.880,00;
2025;132;"5126";"1337";"0459";10650;"06QE";"Homens";"pessoas/ano";7.236,00;9.867,00;10.375,00;10.933,00;
2025;132;"5126";"1337";"0459";10650;"06QE";"Mulheres";"pessoas/ano";7.236,00;9.867,00;10.375,00;10.933,00;
2025;132;"5661";"1289";"0057";11623;"06U0";"Mulheres";"unidade";300,00;350,00;350,00;350,00;
2025;132;"5661";"1289";"0060";11628;"0742";"Jovem";"%";4,00;6,00;8,00;10,00;
2025;132;"5661";"1289";"0060";11628;"0742";"População Negra";"%";7,50;9,50;11,50;13,50;
2025;132;"5662";"1268";"0026";11374;"06PI";"Mulheres";"unidade";44,00;43,00;45,00;45,00;
2025;132;"5662";"1268";"0026";11374;"06PI";"População Negra";"unidade";26,00;25,00;26,00;18,00;
2025;132;"5838";"1340";"0517";11460;"06UA";"Indígenas";"unidade";30,00;60,00;90,00;120,00;
2025;132;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;5;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;5;"4006";"1338";"0478";11048;"05OI";"População Negra";"unidade";3.150,00;6.500,00;9.750,00;21.000,00;
2025;5;"4006";"1338";"0478";11048;"05OI";"Povos e Comunidades Tradicionais";"unidade";390,00;390,00;585,00;1.260,00;
2025;5;"4006";"1338";"0478";11048;"05OI";"Quilombolas";"unidade";315,00;650,00;975,00;2.100,00;
2025;5;"5113";"1329";"0352";9693;"06GT";"População Negra";"%";31,80;33,40;35,10;36,90;
2025;5;"5136";"1327";"0344";10144;"05E7";"Quilombolas";"%";12.000,00;5,00;6,00;7,00;
2025;5;"5661";"1289";"0060";11628;"0742";"População Negra";"%";7,50;9,50;11,50;13,50;
2025;5;"5662";"1268";"0026";11374;"06PI";"População Negra";"unidade";26,00;25,00;26,00;18,00;
2025;7;"1191";"1328";"0328";10086;"05DL";"Mulheres";;6.905,00;8.526,00;9.990,00;10.948,00;
2025;7;"5126";"1337";"0431";10456;"06P9";"Mulheres";"pessoas/ano";60.000,00;14.533,00;14.533,00;14.533,00;
2025;7;"5661";"1289";"0057";11623;"06U0";"Mulheres";"unidade";300,00;350,00;350,00;350,00;
2025;7;"5661";"1289";"0060";11628;"0742";"Jovem";"%";4,00;6,00;8,00;10,00;
2025;7;"5661";"1289";"0060";11628;"0742";"População Negra";"%";7,50;9,50;11,50;13,50;
2025;7;"5662";"1268";"0026";11374;"06PI";"Mulheres";"unidade";44,00;43,00;45,00;45,00;
2025;7;"5662";"1268";"0026";11374;"06PI";"População Negra";"unidade";26,00;25,00;26,00;18,00;
2025;7;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
2025;9;"5816";"1313";"0191";9864;"06I4";"LGBTQIA+";;4,00;2,00;1,00;7,00;
2025;9;"5816";"1313";"0191";9864;"06I4";"Povos e Comunidades Tradicionais";;2,00;1,00;1,00;4,00;
2025;9;"5816";"1313";"0191";9864;"06I4";"Quilombolas";;2,00;1,00;1,00;4,00;
2025;10;"1191";"1328";"0325";10182;"05EJ";"Mulheres";"%";0,37;0,67;0,70;0,73;
2025;10;"1191";"1328";"0328";10086;"05DL";"Mulheres";;6.905,00;8.526,00;9.990,00;10.948,00;
2025;10;"1191";"1328";"0328";10086;"05DL";"Povos e Comunidades Tradicionais";;12.084,00;14.920,00;17.483,00;19.160,00;
2025;10;"5136";"1327";"0344";10144;"05E7";"Quilombolas";"%";12.000,00;5,00;6,00;7,00;
2025;138;"5113";"1329";"0352";9693;"06GT";"População Negra";"%";31,80;33,40;35,10;36,90;
2025;11;"5838";"1340";"0519";11306;"06UU";"Indígenas";"unidade";15,00;45,00;70,00;95,00;
2025;140;"5113";"1329";"0352";9693;"06GT";"População Negra";"%";31,80;33,40;35,10;36,90;
2025;142;"5126";"1337";"0455";10609;"06MT";"Pessoa com Deficiência";;4.000,00;130,00;130,00;130,00;
2025;143;"5838";"1340";"0518";11645;"06ST";"Indígenas";"unidade";5,00;10,00;15,00;20,00;
